Group,Player
0,Mahmoud Abdul-Rauf
1,"Mark Aguirre,Ron Anderson,Charles Barkley*,Rolando Blackman,Tony Campbell,Tom Chambers,Sherman Douglas,Clyde Drexler*,Joe Dumars*,Sean Elliott,Vern Fleming,Kevin Gamble,Eddie Johnson,Kevin Johnson,Michael Jordan*,Bernard King*,Dan Majerle,Chris Mullin*,Johnny Newman,Scottie Pippen*,Mitch Richmond*,Fred Roberts,Alvin Robertson,Brian Shaw,Reggie Theus,Kiki Vandeweghe,Dominique Wilkins*,Gerald Wilkins,James Worthy*"
2,Danny Ainge
3,B.J. Armstrong
4,"Mark Acres,Ken Bannister,Mark Bryant,Cedric Ceballos,Terry Davis,Johnny Dawkins,Greg Dreiling,Mario Elie,Dave Greenwood,Jack Haley,Tyrone Hill,Dave Hoppen,Steve Johnson,Stacey King,Tim McCormick,Will Perdue,Tim Perry,Kurt Rambis,Steve Scheffler,Roy Tarpley,Mychal Thompson,Kenny Williams"
5,John Battle
6,"Alaa Abdelnaby,Mark Alarie,Steve Alford,Keith Askins,Kenny Battle,William Bedford,Winston Bennett,Lance Blanks,Anthony Bonner,Tony Brown,Jud Buechler,Adrian Caldwell,Rick Calloway,Elden Campbell,Derrick Chievous,Richard Coffey,Steve Colter,Lester Conner,Wayne Cooper,Dave Corzine,Earl Cureton,Quintin Dailey,Adrian Dantley*,Byron Dinkins,Larry Drew,T.R. Dunn,Jim Farmer,Dave Feitl,Greg Foster,Anthony Frederick,Corey Gaines,Tom Garrick,Tate George,Derrick Gervin,Gerald Glass,Jim Grandholm,Greg Grant,Darrell Griffith,Tom Hammonds,Bob Hansen,Gerald Henderson,Sean Higgins,Dennis Hopson,Byron Irvin,Dave Jamerson,Henry James,Les Jepsen,Avery Johnson,Randolph Keys,Bo Kimble,Joe Kleine,Negele Knight,Frank Kornet,Kurk Lee,Tim Legler,Cliff Levingston,Todd Lichti,John Long,Jeff Martin,Tony Massenburg,George McCloud,Terry Mills,Paul Mokeski,Tod Murphy,Jerrod Mustaf,Pete Myers,Craig Neal,Ed Nealy,Alan Ogg,Brian Oliver,Gerald Paddio,Kenny Payne,Jim Petersen,Kevin Pritchard,Brian Quinnett,Larry Robinson,Rumeal Robinson,Tree Rollins,Ralph Sampson*,Dwayne Schintzius,John Shasky,Michael Smith,Tony Smith,Jon Sundvold,Irving Thomas,Bob Thornton,Andy Toolson,Kelvin Upshaw,Sam Vincent,Stojko Vrankovic,Milt Wagner,Kenny Walker,Doug West,Morlon Wiley,Eddie Lee,Jayson Williams,John Williams,Scott Williams,Trevor Wilson,Kennard Winchester,David Wingate,Randy Wittman,Leon Wood,Mike Woodson,Howard Wright"
7,"Nick Anderson,Willie Anderson,Thurl Bailey,Benoit Benjamin,Frank Brickowski,Antoine Carr,Derrick Coleman,Tyrone Corbin,Terry Cummings,Brad Daugherty,Vlade Divac,James Donaldson,Kevin Duckworth,Mark Eaton,James Edwards,Pervis Ellison,Patrick Ewing*,Kenny Gattison,Kendall Gill,Armen Gilliam,Harvey Grant,Horace Grant,A.C. Green,Buck Johnson,Shawn Kemp,Jerome Kersey,Reggie Lewis,Grant Long,Rick Mahorn,Karl Malone*,Moses Malone*,Danny Manning,Rodney McCray,Xavier McDaniel,Derrick McKey,Sam Mitchell,Larry Nance,Ken Norman,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Olden Polynice,J.R. Reid,Clifford Robinson,David Robinson*,Dennis Rodman*,Danny Schayes,Rony Seikaly,Lionel Simmons,Charles Smith,Otis Smith,Otis Thorpe,Mark West,Buck Williams,Kevin Willis"
8,"Mookie Blaylock,Kevin Edwards,Vinnie Johnson"
9,Manute Bol
10,"Randy Breuer,Chris Dudley,Jerome Lane"
11,"Scott Brooks,Brad Davis,Steve Henson,Craig Hodges,Steve Kerr,Jim Les,Delaney Rudd,John Starks,Danny Young"
12,Chucky Brown
13,Mike Brown
14,Willie Burton
15,"Michael Cage,Duane Causwell,Greg Kite,Alton Lister,Larry Smith"
16,Terry Catledge
17,"Michael Adams,Larry Bird*,Rex Chapman,Tim Hardaway,Derek Harper,Hersey Hawkins,Jeff Hornacek,Jay Humphries,Magic Johnson*,Vernon Maxwell,Travis Mays,Reggie Miller*,Chuck Person,Terry Porter,Glen Rice,Doc Rivers,Byron Scott,Dennis Scott,Jack Sikma,Scott Skiles,Kenny Smith,John Stockton*,Spud Webb,Reggie Williams"
18,Maurice Cheeks
19,Bimbo Coles
20,"Greg Anderson,Anthony Cook,Eric Leckner"
21,Dell Curry
22,Walter Davis
