Group,Player
0,Malik Allen
1,"Shareef Abdur-Rahim,Ray Allen,Derek Anderson,Shandon Anderson,Gilbert Arenas,Darrell Armstrong,Brent Barry,Shane Battier,Mike Bibby,Chauncey Billups,Kobe Bryant,Caron Butler,Vince Carter,Sam Cassell,Doug Christie,Jamal Crawford,Baron Davis,Ricky Davis,Howard Eisley,Michael Finley,Derek Fisher,Steve Francis,Gordan Giricek,Dion Glover,Richard Hamilton,Matt Harpring,Allan Houston,Juwan Howard,Troy Hudson,Larry Hughes,Allen Iverson*,Bobby Jackson,Stephen Jackson,Antawn Jamison,Joe Johnson,Eddie Jones,Michael Jordan*,Jason Kidd,Kerry Kittles,Voshon Lenard,Rashard Lewis,Karl Malone*,Stephon Marbury,Shawn Marion,Jamal Mashburn,Tracy McGrady,Aaron McKie,Andre Miller,Mike Miller,Reggie Miller*,Cuttino Mobley,Steve Nash,Dirk Nowitzki,Lamar Odom,Tony Parker,Gary Payton*,Morris Peterson,Paul Pierce,Scottie Pippen*,James Posey,Michael Redd,Jason Richardson,Clifford Robinson,Glenn Robinson,Jalen Rose,Eric Snow,Latrell Sprewell,Jerry Stackhouse,John Stockton*,Peja Stojakovic,Wally Szczerbiak,Jason Terry,Tim Thomas,Nick Van,Keith Van,Antoine Walker,Rasheed Wallace,Bonzi Wells,David Wesley,Alvin Williams,Jason Williams,Metta World"
2,"Jon Barry,J.R. Bremer,Tony Delk,Rick Fox,Pat Garrity,Mike James,Marko Jaric,Jumaine Jones,Steve Kerr,Anthony Peeler,Wesley Person,Eric Piatkowski,Vladimir Radmanovic,Glen Rice,Erick Strickland,Charlie Ward,Shammond Williams"
3,"Carlos Arroyo,Jonathan Bender,Rick Brunson,Jason Collier,Tom Gugliotta,Jared Jeffries,Anthony Johnson,Terence Morris,Cherokee Parks,Tayshaun Prince,Oscar Torres"
4,"Vin Baker,Lonny Baxter,Calvin Booth,Tierre Brown,Jason Caffey,Elden Campbell,Speedy Claxton,Jarron Collins,Michael Doleac,Melvin Ely,Marcus Fizer,Tremaine Fowlkes,Lawrence Funderburke,Darvin Ham,Ervin Johnson,Sean Lampley,Mark Madsen,Tony Massenburg,Chris Mihm,Mamadou N'Diaye,Lee Nailon,Charles Oakley,Olumide Oyedeji,Scot Pollard,Vitaly Potapenko,Sean Rooks,Reggie Slater,Etan Thomas,Robert Traylor,Jake Tsakalidis,Jahidi White,Monty Williams,Scott Williams"
5,"Maceo Baston,Grant Hill,Todd MacCulloch,Eduardo Najera,Zeljko Rebraca,Jake Voskuhl"
6,Mike Batiste
7,Raja Bell
8,"Tariq Abdul-Wahad,Courtney Alexander,Rafer Alston,John Amaechi,Chris Andersen,Chucky Atkins,Stacey Augmon,Corey Benjamin,Primoz Brezec,Damone Brown,Kedrick Brown,Randy Brown,Pat Burke,Rasual Butler,Marcus Camby,Anthony Carter,Chris Childs,Bimbo Coles,Austin Croshere,John Crotty,Emanual Davis,Hubert Davis,Dan Dickau,DeSagana Diop,Juan Dixon,Keyon Dooling,Mike Dunleavy,LaPhonso Ellis,Evan Eschmeyer,Danny Ferry,Danny Fortson,Greg Foster,Jeff Foster,Marcus Haislip,Tim Hardaway,Adam Harrington,Juaquin Hawkins,Fred Hoiberg,Eddie House,Ryan Humphrey,Lindsey Hunter,Jermaine Jackson,Casey Jacobsen,Chris Jefferies,Avery Johnson,Ken Johnson,Damon Jones,Fred Jones,Popeye Jones,Travis Knight,Dan Langhi,Art Long,Grant Long,Matt Maloney,Sean Marks,Roger Mason,Stanislav Medvedenko,Chris Mills,Nazr Mohammed,Tracy Murray,Dikembe Mutombo*,Robert Pack,Jannero Pargo,Smush Parker,Joel Przybilla,Igor Rakocevic,Efthimi Rentzias,Quentin Richardson,Kareem Rush,John Salmons,Jeryl Sasser,Kenny Satterfield,Predrag Savovic,Brian Scalabrine,Ansu Sesay,Brian Shaw,Bobby Simmons,Tamar Slay,Steve Smith,DeShawn Stevenson,Michael Stewart,Damon Stoudamire,Rod Strickland,Bruno Sundov,Nikoloz Tskitishvili,Hedo Turkoglu,Jiri Welsch,Chris Whitney,Mike Wilks,Frank Williams,Loren Woods,Wang Zhizhi"
9,Travis Best
10,Mark Blount
11,Bruce Bowen
12,"Corie Blount,Ryan Bowen,Dan Gadzuric,Steven Hunter,Jerome James,Jerome Moiso,Gerald Wallace,Chris Wilcox,Kevin Willis,Qyntel Woods"
13,Earl Boykins
14,"Tony Battie,Carlos Boozer,Michael Bradley,Shawn Bradley,Kwame Brown,P.J. Brown,Kelvin Cato,Tyson Chandler,Keon Clark,Derrick Coleman,Eddy Curry,Erick Dampier,Dale Davis,Andrew DeClercq,Adonal Foyle,Brian Grant,Othella Harrington,Donnell Harvey,Brendan Haywood,Alan Henderson,Nene Hilario,Shawn Kemp,Christian Laettner,Jamaal Magloire,Jelani McCoy,Rasho Nesterovic,Greg Ostertag,Bo Outlaw,Ruben Patterson,Zach Randolph,Theo Ratliff,David Robinson*,Brian Skinner,Stromile Swift,Kenny Thomas,Gary Trent,Ben Wallace,Clarence Weatherspoon,Jerome Williams,Lorenzen Wright"
15,"Devean George,Scott Padgett,Rodney Rogers,Bryon Russell"
16,"Elton Brand,Vlade Divac,Tim Duncan,Kevin Garnett,Pau Gasol,Drew Gooden,Al Harrington,Zydrunas Ilgauskas,Richard Jefferson,Andrei Kirilenko,Donyell Marshall,Kenyon Martin,Desmond Mason,Brad Miller,Yao Ming*,Troy Murphy,Jermaine O'Neal,Shaquille O'Neal*,Malik Rose,Amar'e Stoudemire,Kurt Thomas,Chris Webber,Corliss Williamson"
17,Greg Buckner
18,Calbert Cheaney
19,Jason Collins
20,Michael Curry
21,Antonio Daniels
22,Antonio Davis
23,Predrag Drobnjak
24,Reggie Evans
25,Kendall Gill
26,Manu Ginobili
27,Adrian Griffin
28,Eddie Griffin
29,Anfernee Hardaway
30,Junior Harrington
31,Lucious Harris
32,Trenton Hassell
33,Robert Horry
34,Jim Jackson
35,Marc Jackson
36,Mark Jackson
37,Brevin Knight
38,Toni Kukoc
39,Raef LaFrentz
40,Tyronn Lue
41,George Lynch
42,Corey Maggette
43,Anthony Mason
44,Walter McCarty
45,"Kenny Anderson,Jeff McInnis"
46,Ron Mercer
47,Darius Miles
48,Ira Newble
49,Moochie Norris
50,Mehmet Okur
51,Michael Olowokandi
52,Milt Palacio
53,Eddie Robinson
54,Arvydas Sabonis*
55,Joe Smith
56,Vladimir Stepania
57,Bob Sura
58,Maurice Taylor
59,"Kevin Ollie,Jacque Vaughn"
60,Dajuan Wagner
61,"Tyrone Hill,Samaki Walker"
62,Earl Watson
63,Rodney White
64,Aaron Williams
65,Eric Williams
66,"Jamaal Tinsley,Jay Williams"
67,Walt Williams
68,Vincent Yarbrough
