Group,Player
0,"Malik Allen,Alan Anderson,Derek Anderson,Shandon Anderson,Rafael Araujo,Trevor Ariza,Darrell Armstrong,Carlos Arroyo,Stacey Augmon,Andre Barrett,Jon Barry,Eddie Basden,Brandon Bass,Esteban Batista,Lonny Baxter,Andray Blatche,Calvin Booth,Ryan Bowen,Michael Bradley,Rick Brunson,Pat Burke,Antonio Burks,Kevin Burleson,Andrew Bynum,Will Bynum,Zarko Cabarkapa,Jose Calderon,Brian Cardinal,Anthony Carter,Kelvin Cato,Calbert Cheaney,Doug Christie,Mateen Cleaves,Antonio Davis,Dale Davis,Carlos Delfino,Tony Delk,Dan Dickau,Travis Diener,Michael Doleac,Keyon Dooling,John Edwards,Howard Eisley,Monta Ellis,Maurice Evans,Daniel Ewing,Gerald Fitch,Richie Frahm,Francisco Garcia,Pat Garrity,Devean George,Eddie Gill,Gordan Giricek,Stephen Graham,Brian Grant,Devin Green,Gerald Green,Willie Green,Jason Hart,Jarvis Hayes,Grant Hill,Robert Horry,Troy Hudson,Kris Humphries,Lindsey Hunter,Royal Ivey,Jarrett Jack,Jermaine Jackson,Jim Jackson,Luke Jackson,Jerome James,DerMarr Johnson,Linton Johnson,Dahntay Jones,Jason Kapono,Mario Kasun,Linas Kleiza,Yaroslav Korolev,Toni Kukoc,Voshon Lenard,John Lucas,Arvydas Macijauskas,Mark Madsen,Rawle Marshall,Darrick Martin,Jason Maxiell,Sean May,Walter McCarty,Jeff McInnis,Aaron McKie,Keith McLeod,Aaron Miles,C.J. Miles,Sergei Monia,Mikki Moore,Terence Morris,Lamond Murray,Boniface N'Dong,Bostjan Nachbar,Lee Nailon,Ira Newble,Moochie Norris,Fabricio Oberto,Emeka Okafor,Kevin Ollie,Michael Olowokandi,Travis Outlaw,Andre Owens,Scott Padgett,Jannero Pargo,Sasha Pavlovic,Eric Piatkowski,Zoran Planinic,Scot Pollard,Josh Powell,Ronnie Price,Laron Profit,Shavlik Randolph,Justin Reed,Quentin Richardson,Lawrence Roberts,Bernard Robinson,Quinton Ross,Michael Ruffin,Kareem Rush,Melvin Sanders,Brian Scalabrine,Wayne Simien,Charles Smith,J.R. Smith,Pape Sow,Awvee Storey,Damon Stoudamire,Donell Taylor,Billy Thomas,John Thomas,Tim Thomas,Jamaal Tinsley,Ime Udoka,Beno Udrih,Nick Van,Keith Van,Jacque Vaughn,Jake Voskuhl,Jackson Vroman,Sasha Vujacic,Luke Walton,Hakim Warrick,Martell Webster,Jiri Welsch,Robert Whaley,Mike Wilks,Eric Williams,Lou Williams,Corliss Williamson,Loren Woods,Antoine Wright,Bracey Wright,Dorell Wright"
1,"Tony Allen,Chris Andersen,Matt Barnes,Jackie Butler,Ronald Dupree,Danny Fortson,Ryan Gomes,Adrian Griffin,Anthony Grundy,Othella Harrington,Chuck Hayes,Alan Henderson,Didier Ilunga-Mbenga,Sean Marks,Darko Milicic,Dikembe Mutombo*,Greg Ostertag,Bo Outlaw,Vitaly Potapenko,Zeljko Rebraca,Luke Schenscher,Ha Seung-Jin,James Singleton,Brian Skinner,Donta Smith,Joe Smith,Chris Taft,Maurice Taylor,James Thomas,Ronny Turiaf,Anderson Varejao,Aaron Williams,Qyntel Woods"
2,"Shareef Abdur-Rahim,Ray Allen,Rafer Alston,Carmelo Anthony,Gilbert Arenas,Tony Battie,Shane Battier,Raja Bell,Mike Bibby,Chauncey Billups,Mark Blount,Keith Bogans,Andrew Bogut,Matt Bonner,Chris Bosh,Bruce Bowen,Elton Brand,Primoz Brezec,P.J. Brown,Kobe Bryant,Caron Butler,Rasual Butler,Marcus Camby,Vince Carter,Sam Cassell,Josh Childress,Speedy Claxton,Jamal Crawford,Eddy Curry,Baron Davis,Ricky Davis,Luol Deng,Boris Diaw,Juan Dixon,Chris Duhon,Tim Duncan,Mike Dunleavy,Raymond Felton,Michael Finley,Derek Fisher,T.J. Ford,Steve Francis,Channing Frye,Kevin Garnett,Pau Gasol,Manu Ginobili,Drew Gooden,Ben Gordon,Danny Granger,Richard Hamilton,Matt Harpring,Al Harrington,Udonis Haslem,Trenton Hassell,Luther Head,Kirk Hinrich,Dwight Howard,Josh Howard,Juwan Howard,Andre Iguodala,Zydrunas Ilgauskas,Allen Iverson*,Bobby Jackson,Stephen Jackson,LeBron James,Mike James,Antawn Jamison,Marko Jaric,Richard Jefferson,Jared Jeffries,Anthony Johnson,Joe Johnson,Eddie Jones,James Jones,Jumaine Jones,Chris Kaman,Jason Kidd,Andrei Kirilenko,Brevin Knight,Kyle Korver,Nenad Krstic,Raef LaFrentz,Rashard Lewis,Jamaal Magloire,Stephon Marbury,Shawn Marion,Donyell Marshall,Kenyon Martin,Kevin Martin,Tracy McGrady,Andre Miller,Brad Miller,Mike Miller,Yao Ming*,Cuttino Mobley,Troy Murphy,Ronald Murray,Steve Nash,Jameer Nelson,Andres Nocioni,Dirk Nowitzki,Jermaine O'Neal,Shaquille O'Neal*,Lamar Odom,Mehmet Okur,Zaza Pachulia,Smush Parker,Tony Parker,Ruben Patterson,Chris Paul,Gary Payton*,Morris Peterson,Paul Pierce,James Posey,Tayshaun Prince,Vladimir Radmanovic,Zach Randolph,Michael Redd,Jason Richardson,Luke Ridnour,Clifford Robinson,Nate Robinson,Jalen Rose,John Salmons,Bobby Simmons,Josh Smith,DeShawn Stevenson,Peja Stojakovic,Wally Szczerbiak,Sebastian Telfair,Jason Terry,Kenny Thomas,Hedo Turkoglu,Charlie Villanueva,Dwyane Wade,Antoine Walker,Ben Wallace,Gerald Wallace,Rasheed Wallace,Chris Webber,Bonzi Wells,David Wesley,David West,Delonte West,Deron Williams,Marvin Williams,Metta World"
3,"Chucky Atkins,Leandro Barbosa,Brent Barry,Charlie Bell,Steve Blake,Earl Boykins,Greg Buckner,Matt Carroll,Eddie House,Larry Hughes,Sarunas Jasikevicius,Damon Jones,Fred Jones,Tyronn Lue,Rashad McCants,Kirk Snyder,Jerry Stackhouse,Salim Stoudamire,Earl Watson,Jason Williams,Mo Williams"
4,Marcus Banks
5,Devin Brown
6,"Andris Biedrins,Carlos Boozer,Kwame Brown,Tyson Chandler,Jarron Collins,Nick Collison,Samuel Dalembert,Erick Dampier,Ike Diogu,DeSagana Diop,Francisco Elson,Melvin Ely,Reggie Evans,Jeff Foster,Adonal Foyle,Dan Gadzuric,David Harrison,Brendan Haywood,Steven Hunter,Al Jefferson,Viktor Khryapa,David Lee,Antonio McDyess,Chris Mihm,Nazr Mohammed,Alonzo Mourning*,Rasho Nesterovic,Kendrick Perkins,Johan Petro,Joel Przybilla,Theo Ratliff,Mike Sweetney,Robert Swift,Stromile Swift,Etan Thomas,Kurt Thomas,Jake Tsakalidis,Chris Wilcox,Lorenzen Wright"
7,Jason Collins
8,"Brian Cook,Joey Graham"
9,Austin Croshere
