Group,Player
2,"Steven Adams,Trevor Booker,Clint Capela,Tyson Chandler,Dewayne Dedmon,Gorgui Dieng,Andre Drummond,Kenneth Faried,Cristiano Felicio,Taj Gibson,Rudy Gobert,Marcin Gortat,Willy Hernangomez,Dwight Howard,DeAndre Jordan,Michael Kidd-Gilchrist,David Lee,Robin Lopez,Salah Mejri,Greg Monroe,Lucas Nogueira,Zaza Pachulia,Mason Plumlee,Willie Reed,Tristan Thompson,Jonas Valanciunas,Nikola Vucevic,Hassan Whiteside,Cody Zeller"
7,"Alexis Ajinca,Cole Aldrich,Lavoy Allen,Chris Andersen,Omer Asik,DeAndre' Bembry,Anthony Bennett,Rakeem Christmas,Deyonta Davis,Ed Davis,Cheick Diallo,Udonis Haslem,Skal Labissiere,Ian Mahinmi,James Michael,Jordan Mickey,Donatas Motiejunas,Maurice Ndour,Georgios Papagiannis,Adreian Payne,Marshall Plumlee,Miles Plumlee,Kevin Seraphin,Pascal Siakam,Jarrod Uthoff,Jeff Withey,Tyler Zeller,Ivica Zubac"
8,Tony Allen
9,Al-Farouq Aminu
12,Justin Anderson
13,Kyle Anderson
15,"LaMarcus Aldridge,Giannis Antetokounmpo,Carmelo Anthony,Harrison Barnes,Will Barton,Nicolas Batum,Bradley Beal,Marco Belinelli,Eric Bledsoe,Devin Booker,Jimmy Butler,Kentavious Caldwell-Pope,Wilson Chandler,Jordan Clarkson,Mike Conley,DeMarcus Cousins,Jamal Crawford,Stephen Curry,Anthony Davis,DeMar DeRozan,Goran Dragic,Kevin Durant,Evan Fournier,Danilo Gallinari,Marc Gasol,Paul George,Aaron Gordon,Eric Gordon,Blake Griffin,Tim Hardaway,James Harden,Tobias Harris,Gordon Hayward,Buddy Hield,George Hill,Jrue Holiday,Al Horford,Serge Ibaka,Ersan Ilyasova,Kyrie Irving,LeBron James,James Johnson,Tyler Johnson,Nikola Jokic,Frank Kaminsky,Zach LaVine,Kawhi Leonard,Damian Lillard,Brook Lopez,Kyle Lowry,Wesley Matthews,C.J. McCollum,Paul Millsap,Marcus Morris,Markieff Morris,Jamal Murray,Victor Oladipo,Jabari Parker,Chris Paul,Elfrid Payton,Kristaps Porzingis,J.J. Redick,Austin Rivers,Ricky Rubio,Dennis Schroder,Jeff Teague,Isaiah Thomas,Klay Thompson,Karl-Anthony Towns,Myles Turner,Dwyane Wade,Kemba Walker,John Wall,Russell Westbrook,Andrew Wiggins,Lou Williams"
19,Darrell Arthur
21,D.J. Augustin
22,"Alex Abrines,Luke Babbitt,Troy Daniels,Mike Dunleavy,Langston Galloway,Joe Harris,Meyers Leonard,J.R. Smith,Mirza Teletovic,Denzel Valentine"
24,"Malcolm Delaney,Emmanuel Mudiay,Evan Turner,Isaiah Whitehead"
