Group,Player
0,"Alexis Ajinca,David Andersen,James Anderson,Carlos Arroyo,Tony Battie,Rodrigue Beaubois,Steve Blake,Keith Bogans,Earl Boykins,Caron Butler,Brian Cardinal,Rodney Carney,Matt Carroll,Anthony Carter,Jason Collins,Brian Cook,Carlos Delfino,Chris Douglas-Roberts,Wayne Ellington,Maurice Evans,Christian Eyenga,Gary Forbes,Alonzo Gee,Joey Graham,Luther Head,Eddie House,Royal Ivey,Armon Johnson,Dahntay Jones,Linas Kleiza,Sean Marks,Cartier Martin,Eric Maynor,Mike Miller,Patty Mills,Jamario Moon,Andres Nocioni,Larry Owens,Sasha Pavlovic,Mickael Pietrus,James Posey,Michael Redd,Nate Robinson,DeShawn Stevenson,Jermaine Taylor,Jeff Teague,Greivis Vasquez,Von Wafer,Delonte West"
1,"Cole Aldrich,Hilton Armstrong,Jon Brockman,Derrick Brown,Derrick Caracter,Josh Childress,Erick Dampier,Marquis Daniels,Ike Diogu,Joey Dorsey,Melvin Ely,Semih Erden,Jeremy Evans,Aaron Gray,Hamed Haddadi,Udonis Haslem,Darnell Jackson,Othyus Jeffers,Jamaal Magloire,Ian Mahinmi,Jason Maxiell,Patrick Patterson,Kendrick Perkins,Leon Powe,Joel Przybilla,Garret Siler,Craig Smith,Marreese Speights,Tiago Splitter,Anderson Varejao,D.J. White,Damien Wilkins,Brandan Wright,Julian Wright"
2,"LaMarcus Aldridge,Darrell Arthur,Michael Beasley,DeJuan Blair,Andray Blatche,Andrew Bogut,Carlos Boozer,Chris Bosh,Elton Brand,Kwame Brown,Andrew Bynum,Tyson Chandler,DeMarcus Cousins,Samuel Dalembert,Ed Davis,Glen Davis,DeMar DeRozan,Tim Duncan,Derrick Favors,Kevin Garnett,Marc Gasol,Pau Gasol,Taj Gibson,Marcin Gortat,Blake Griffin,Spencer Hawes,Chuck Hayes,Brendan Haywood,Roy Hibbert,J.J. Hickson,Nene Hilario,Al Horford,Dwight Howard,Kris Humphries,Serge Ibaka,Al Jefferson,Amir Johnson,DeAndre Jordan,Nenad Krstic,David Lee,Brook Lopez,Kevin Love,Shawn Marion,Luc Mbah,JaVale McGee,Darko Milicic,Paul Millsap,Nazr Mohammed,Greg Monroe,Joakim Noah,Lamar Odom,Emeka Okafor,Tayshaun Prince,Zach Randolph,Luis Scola,Josh Smith,Amar'e Stoudemire,Jason Thompson,David West,Thaddeus Young"
3,"Jeff Adrien,Malik Allen,Lou Amundson,Luke Babbitt,Earl Barron,Charlie Bell,Avery Bradley,Rasual Butler,Earl Clark,Jarron Collins,Jordan Crawford,DeSagana Diop,Zabian Dowdell,Chris Duhon,Devin Ebanks,Francisco Elson,Reggie Evans,Kyrylo Fesenko,Jonny Flynn,T.J. Ford,Jeff Foster,Dan Gadzuric,Sundiata Gaines,Stephen Graham,Donte Greene,Luke Harangody,Manny Harris,Lazar Hayward,Xavier Henry,Josh Howard,Juwan Howard,Didier Ilunga-Mbenga,Damion James,Jared Jeffries,Eugene Jeter,Yi Jianlian,Chris Johnson,James Johnson,Dominique Jones,Solomon Jones,Jason Kapono,Kosta Koufos,Acie Law,Jeremy Lin,Roger Mason,Dominic McGuire,Timofey Mozgov,Troy Murphy,Eduardo Najera,Jermaine O'Neal,Mehmet Okur,Johan Petro,Quincy Pondexter,Josh Powell,A.J. Price,Ronnie Price,Chris Quinn,Anthony Randolph,Quentin Richardson,Quinton Ross,Brandon Roy,Samardo Samuels,Larry Sanders,Kevin Seraphin,Mustafa Shakur,Ish Smith,Lance Stephenson,DaJuan Summers,Sebastian Telfair,Garrett Temple,Hasheem Thabeet,Tyrus Thomas,Ekpe Udoh,Ime Udoka,Ben Uzoh,Luke Walton,Willie Warren,C.J. Watson,Mario West,Jason Williams,Jawad Williams,Shelden Williams,Terrence Williams"
4,"Arron Afflalo,Ray Allen,Trevor Ariza,Shane Battier,Nicolas Batum,Vince Carter,Wilson Chandler,Boris Diaw,Jared Dudley,Landry Fields,Channing Frye,Ryan Gomes,Richard Jefferson,Wesley Johnson,C.J. Miles,Jason Richardson,J.R. Smith,Hedo Turkoglu,Metta World,Dorell Wright"
5,Tony Allen
6,Al-Farouq Aminu
7,"Chris Andersen,Joel Anthony,Omer Asik,Trevor Booker,Nick Collison,Ryan Hollins,Shaquille O'Neal*,Nikola Pekovic,Ronny Turiaf,Chris Wilcox"
8,"Carmelo Anthony,Andrea Bargnani,Kobe Bryant,Luol Deng,Kevin Durant,Danilo Gallinari,Rudy Gay,Danny Granger,Jeff Green,Grant Hill,LeBron James,Antawn Jamison,Andrei Kirilenko,Kevin Martin,Dirk Nowitzki,Paul Pierce,Derrick Rose,Ramon Sessions,Rodney Stuckey,Dwyane Wade,Gerald Wallace"
9,"D.J. Augustin,Chauncey Billups,Jose Calderon,Darren Collison,Mike Conley,Jamal Crawford,Stephen Curry,Baron Davis,Monta Ellis,Tyreke Evans,Raymond Felton,Manu Ginobili,Ben Gordon,Eric Gordon,James Harden,Devin Harris,George Hill,Kirk Hinrich,Jrue Holiday,Andre Iguodala,Stephen Jackson,Brandon Jennings,Joe Johnson,Ty Lawson,Kyle Lowry,Wesley Matthews,Andre Miller,Steve Nash,Jameer Nelson,Tony Parker,Chris Paul,Luke Ridnour,John Salmons,Jason Terry,Marcus Thornton,Beno Udrih,John Wall,Russell Westbrook,Deron Williams,Lou Williams,Mo Williams,Nick Young"
