Group,Player
0,Alaa Abdelnaby
1,"Mahmoud Abdul-Rauf,Michael Adams,Danny Ainge,Nick Anderson,B.J. Armstrong,Mookie Blaylock,Rex Chapman,Bimbo Coles,Dell Curry,Todd Day,Joe Dumars*,Craig Ehlo,Mario Elie,Sean Elliott,Dale Ellis,Kevin Gamble,Tim Hardaway,Derek Harper,Hersey Hawkins,Jeff Hornacek,Michael Jordan*,Dan Majerle,Vernon Maxwell,Derrick McKey,Reggie Miller*,Chris Mullin*,Anthony Peeler,Chuck Person,Drazen Petrovic*,Ricky Pierce,Terry Porter,Mark Price,Glen Rice,Mitch Richmond*,Doc Rivers,Byron Scott,Dennis Scott,Scott Skiles,Kenny Smith,Steve Smith,Latrell Sprewell,John Starks,John Stockton*,Isiah Thomas*,Spud Webb,Dominique Wilkins*,Walt Williams,James Worthy*"
2,Kenny Anderson
3,"Rafael Addison,Mark Aguirre,Ron Anderson,Willie Anderson,Keith Askins,Steve Bardo,Jon Barry,John Battle,Tony Bennett,Rolando Blackman,Alex Blackwell,Lance Blanks,Manute Bol,Kevin Brooks,Mike Brown,Jud Buechler,Elden Campbell,Bill Cartwright,Duane Cooper,Joe Courtney,Hubert Davis,Greg Dreiling,Chris Dudley,Sleepy Floyd,Winston Garland,Tate George,Gerald Glass,Greg Grant,Sidney Green,Jay Guidinger,Steve Henson,Rod Higgins,Sean Higgins,Donald Hodge,Byron Houston,Brian Howard,Stephen Howard,Jaren Jackson,Jim Jackson,Dave Johnson,Steve Kerr,Joe Kleine,Negele Knight,Tim Legler,Todd Lichti,Luc Longley,Don MacLean,Mark Macon,Moses Malone*,Travis Mays,Rodney McCray,Tracy Moore,Tracy Murray,Ed Nealy,Melvin Newbern,Gerald Paddio,John Paxson,Kenny Payne,Brent Price,Blair Rasmussen,Tree Rollins,Jeff Sanders,Malik Sealy,Brad Sellers,Felton Spencer,Lamont Strothers,Kiki Vandeweghe,Darrell Walker,Robert Werdann,Morlon Wiley,Corey Williams,Herb Williams,Scott Williams,Kennard Winchester,David Wood,Randy Woods,Danny Young"
4,Greg Anthony
5,Stacey Augmon
6,"Mark Acres,Vincent Askew,Isaac Austin,Benoit Benjamin,Randy Breuer,Chucky Brown,Willie Burton,Dexter Cambridge,Tony Campbell,Terry Catledge,Maurice Cheeks,Pete Chilcutt,Doug Christie,Marty Conlon,Lester Conner,Chris Corchiani,John Crotty,Radisav Curcic,Bison Dele,Mark Eaton,James Edwards,Greg Foster,Matt Geiger,Mike Gminski,Jeff Grayer,Litterial Green,Tom Hammonds,Scott Hastings,Keith Jennings,Buck Johnson,Charles Jones,Thomas Jordan,Tim Kempton,Alec Kessler,Bernard King*,Stacey King,Greg Kite,Jerome Lane,Alton Lister,Kevin Lynch,Sam Mack,Sarunas Marciulionis*,Marlon Maxey,Oliver Miller,Isaiah Morris,Jerrod Mustaf,Doug Overton,Walter Palmer,Will Perdue,Bobby Phills,Ed Pinckney,Gary Plummer,Paul Pressey,Kurt Rambis,Mark Randall,Mike Sanders,Steve Scheffler,Charles Shackleford,Larry Smith,Tony Smith,Andre Spencer,Elmore Spencer,Bryant Stith,Derek Strong,LaSalle Thompson,Eddie Lee,Jayson Williams,Kenny Williams,Lorenzo Williams,Joe Wolf"
7,"Anthony Avent,Kevin Duckworth,Jerome Kersey,Doug Smith"
8,Thurl Bailey
9,"Muggsy Bogues,Dee Brown,Duane Ferrell,Mark Jackson,Eddie Johnson,Jeff Malone,Eric Murdock,Gary Payton*,Pooh Richardson,Rod Strickland,Sedale Threatt,Micheal Williams"
10,David Benoit
11,Walter Bond
12,Anthony Bonner
13,Anthony Bowie
14,Terrell Brandon
15,Randy Brown
16,"Dana Barros,Matt Bullard,Lloyd Daniels,Jim Les,Brad Lohaus,George McCloud,Brian Shaw,Trent Tucker"
17,"Antoine Carr,Cedric Ceballos,Richard Dumas,Pervis Ellison,Larry Stewart"
18,"Mark Bryant,Duane Causwell,Chris Gatling,Kenny Gattison,Carl Herrera,Bob McCann,John Salley,Tom Tolbert,Mark West"
19,Tom Chambers
