Group,Player
0,"Victor Alexander,Greg Anderson,Anthony Bonner,Michael Cage,Antonio Davis,Bison Dele,Chris Gatling,Kenny Gattison,Tyrone Hill,Oliver Miller,Ed Pinckney,Mark West"
1,"Kevin Johnson,Micheal Williams"
2,"Mahmoud Abdul-Rauf,Kenny Anderson,Nick Anderson,Willie Anderson,B.J. Armstrong,Dee Brown,Todd Day,Vinny Del,Sherman Douglas,Clyde Drexler*,Joe Dumars*,Blue Edwards,Kevin Edwards,Sean Elliott,Rick Fox,Kendall Gill,Tom Gugliotta,Anfernee Hardaway,Ron Harper,Hersey Hawkins,Jeff Hornacek,Robert Horry,Jim Jackson,Mark Jackson,Toni Kukoc,Jamal Mashburn,Reggie Miller*,Chris Mullin*,Eric Murdock,Ken Norman,Gary Payton*,Scottie Pippen*,Mark Price,Glen Rice,Mitch Richmond*,Isaiah Rider,Steve Smith,Latrell Sprewell,John Stockton*,Rod Strickland,Sedale Threatt,Spud Webb,Dominique Wilkins*,Gerald Wilkins,Reggie Williams"
3,Vincent Askew
4,"Mark Aguirre,Tony Bennett,Rolando Blackman,Jud Buechler,Matt Bullard,Chris Corchiani,John Crotty,Lloyd Daniels,Danny Ferry,Rod Higgins,Joe Kleine,Brad Lohaus,Lee Mayberry,Chris Morris,Tracy Murray,John Paxson,Doc Rivers,Randy Woods"
5,"Alaa Abdelnaby,Anthony Avent,John Battle,Corie Blount,Anthony Bowie,Sam Bowie,Willie Burton,Antoine Carr,Bill Cartwright,Duane Causwell,Marty Conlon,Anthony Cook,Duane Cooper,Kevin Duckworth,Acie Earl,James Edwards,Harold Ellis,LeRon Ellis,Pervis Ellison,Vern Fleming,Tellis Frank,Jeff Grayer,Litterial Green,Jay Guidinger,Tom Hammonds,Scott Haskin,Donald Hodge,Byron Houston,Frank Johnson,Charles Jones,Adam Keefe,Warren Kidd,Stacey King,Larry Krystkowiak,Rick Mahorn,Moses Malone*,Bob Martin,Marlon Maxey,Darren Morningstar,Gheorghe Muresan,Larry Nance,Bo Outlaw,Mike Peplowski,Kurt Rambis,Eric Riley,Tree Rollins,Bryon Russell,Steve Scheffler,Andre Spencer,Herb Williams,Jayson Williams,Lorenzo Williams,Scott Williams"
6,Thurl Bailey
7,"Stacey Augmon,Vin Baker,Charles Barkley*,Benoit Benjamin,Frank Brickowski,Elden Campbell,Derrick Coleman,Brad Daugherty,Dale Davis,Vlade Divac,LaPhonso Ellis,Patrick Ewing*,Armen Gilliam,Horace Grant,A.C. Green,Shawn Kemp,Christian Laettner,Grant Long,George Lynch,Don MacLean,Karl Malone*,Danny Manning,Xavier McDaniel,Derrick McKey,Terry Mills,Alonzo Mourning*,Dikembe Mutombo*,Shaquille O'Neal*,Charles Oakley,Hakeem Olajuwon*,Billy Owens,Robert Parish*,Olden Polynice,Dino Radja,Clifford Robinson,David Robinson*,Dennis Rodman*,Detlef Schrempf,Rony Seikaly,Lionel Simmons,Rik Smits,Elmore Spencer,Felton Spencer,Bryant Stith,Otis Thorpe,Wayman Tisdale,Loy Vaught,Clarence Weatherspoon,Chris Webber,Doug West,Buck Williams,Hot Rod,Kevin Willis,Orlando Woolridge"
8,"Michael Adams,Greg Anthony,Dana Barros,Mookie Blaylock,Doug Christie,Dell Curry,Craig Ehlo,Dale Ellis,Derek Harper,Lindsey Hunter,Dan Majerle,Vernon Maxwell,Sam Perkins,Chuck Person,Terry Porter,Dennis Scott,Brian Shaw,Scott Skiles,Kenny Smith,John Starks,Nick Van"
9,"Danny Ainge,Jon Barry,Sam Cassell,Johnny Dawkins,Mario Elie,Keith Jennings,Tim Legler,Brent Price"
