Group,Player
0,"Shareef Abdur-Rahim,Elton Brand,Vlade Divac,Tim Duncan,Kevin Garnett,Chris Gatling,Brian Grant,Juwan Howard,Raef LaFrentz,Karl Malone*,Shawn Marion,Donyell Marshall,Anthony Mason,Antonio McDyess,Shaquille O'Neal*,Ruben Patterson,Wally Szczerbiak,Rasheed Wallace,Chris Webber,Bonzi Wells"
1,"Tariq Abdul-Wahad,Cory Alexander,Rafer Alston,Kenny Anderson,Greg Anthony,Isaac Austin,William Avery,Dalibor Bagaric,Jonathan Bender,Corey Benjamin,Earl Boykins,Chucky Brown,Dee Brown,Rick Brunson,Mark Bryant,Greg Buckner,Jud Buechler,Rodney Buford,Brian Cardinal,Duane Causwell,Cedric Ceballos,Calbert Cheaney,Derrick Coleman,Bimbo Coles,Jason Collier,Tyrone Corbin,Jamal Crawford,John Crotty,Vonteego Cummings,Erick Dampier,Terry Davis,Todd Day,Derrick Dial,Sherman Douglas,Bryce Drew,Chris Dudley,Tyus Edney,Kevin Edwards,Obinna Ekezie,Khalid El-Amin,Jamie Feick,Derek Fisher,Greg Foster,Chris Garner,Matt Geiger,Devean George,Eddie Gill,Kendall Gill,Dion Glover,Anthony Goldwire,Steve Goodrich,Adrian Griffin,Tom Gugliotta,A.J. Guyton,Anfernee Hardaway,Ron Harper,Hersey Hawkins,Cedric Henderson,Chris Herren,Grant Hill,Eddie House,Troy Hudson,Tim James,Anthony Johnson,Avery Johnson,DerMarr Johnson,Jumaine Jones,Popeye Jones,Adam Keefe,Steve Kerr,Jerome Kersey,Travis Knight,Dan Langhi,Quincy Lewis,Luc Longley,Tyronn Lue,Mark Madsen,Dan Majerle,Darrick Martin,Vernon Maxwell,Walter McCarty,Jim McIlvaine,Chris Mills,Sam Mitchell,Jerome Moiso,Eric Montross,Chris Mullin*,Tracy Murray,Tyrone Nesby,Ira Newble,Kevin Ollie,Doug Overton,Billy Owens,Scott Padgett,Sam Perkins,Wesley Person,Lavor Postell,Laron Profit,Joel Przybilla,Eldridge Recasner,Larry Robinson,Soumaila Samake,Pepe Sanchez,Detlef Schrempf,Shawnelle Scott,Brian Skinner,Mike Smith,Vladimir Stepania,DeShawn Stevenson,Michael Stewart,Erick Strickland,Mark Strickland,Derek Strong,Dragan Tarlac,Gary Trent,David Vanterpool,Jake Voskuhl,John Wallace,Doug West,Ruben Wolkowyski"
2,Courtney Alexander
3,"Ray Allen,Derek Anderson,Shandon Anderson,Darrell Armstrong,Travis Best,Mike Bibby,Terrell Brandon,Kobe Bryant,Vince Carter,Sam Cassell,Doug Christie,Baron Davis,Tony Delk,Michael Dickerson,Michael Finley,Steve Francis,Richard Hamilton,Allan Houston,Allen Iverson*,Antawn Jamison,Eddie Jones,Jason Kidd,Rashard Lewis,Stephon Marbury,Jamal Mashburn,Tracy McGrady,Jeff McInnis,Aaron McKie,Ron Mercer,Andre Miller,Reggie Miller*,Cuttino Mobley,Lamond Murray,Steve Nash,Johnny Newman,Dirk Nowitzki,Lamar Odom,Gary Payton*,Eric Piatkowski,Paul Pierce,Scottie Pippen*,Glen Rice,Clifford Robinson,Glenn Robinson,Rodney Rogers,Jalen Rose,Bryon Russell,Steve Smith,Latrell Sprewell,Jerry Stackhouse,Bryant Stith,John Stockton*,Peja Stojakovic,Damon Stoudamire,Jason Terry,Tim Thomas,Nick Van,Keith Van,Antoine Walker,David Wesley,Alvin Williams,Metta World"
4,John Amaechi
5,"Nick Anderson,Jaren Jackson,Terry Mills"
6,"Chucky Atkins,Chauncey Billups,Mookie Blaylock,Howard Eisley,Rick Fox,Tim Hardaway,Lucious Harris,Fred Hoiberg,Lindsey Hunter,Mark Jackson,Stephen Jackson,Larry Johnson,Voshon Lenard,George McCloud,Mike Miller,Anthony Peeler,Morris Peterson,James Posey,John Starks,Chris Whitney,Jason Williams"
7,"Vin Baker,Shawn Bradley,P.J. Brown,Marcus Camby,Elden Campbell,Keon Clark,Antonio Davis,Dale Davis,LaPhonso Ellis,Patrick Ewing*,Horace Grant,Othella Harrington,Alan Henderson,Tyrone Hill,Christian Laettner,George Lynch,Kenyon Martin,Darius Miles,Dikembe Mutombo*,Jermaine O'Neal,Hakeem Olajuwon*,Michael Olowokandi,Scot Pollard,Vitaly Potapenko,Theo Ratliff,Bryant Reeves,David Robinson*,Joe Smith,Kurt Thomas,Ben Wallace,Clarence Weatherspoon,Jahidi White,Aaron Williams,Corliss Williamson,Kevin Willis,Lorenzen Wright"
8,"Dana Barros,Jon Barry,Matt Bullard,Dell Curry,Emanual Davis,Hubert Davis,Mario Elie,Sean Elliott,Damon Jones,Trajan Langdon,Matt Maloney,Mike Penberthy,Charlie Ward,Shammond Williams"
9,"Tony Battie,Mark Blount,Ryan Bowen,Jason Caffey,Kelvin Cato,Andrew DeClercq,Danny Fortson,Ervin Johnson,Todd MacCulloch,Jelani McCoy,Mikki Moore,Greg Ostertag,Don Reid,Carlos Rogers,Reggie Slater,Michael Smith,Felton Spencer,Zan Tabak,Robert Traylor,Samaki Walker"
10,"Mahmoud Abdul-Rauf,Stacey Augmon,David Benoit,Cal Bowdler,Chris Carr,Chris Crawford,Bill Curley,Kornel David,Lawrence Funderburke,Dean Garrett,Darvin Ham,Zydrunas Ilgauskas,Gerard King,Tony Massenburg,Paul McPherson,Alonzo Mourning*,Lee Nailon,Eduardo Najera,Olumide Oyedeji,Cherokee Parks,Elliot Perry,Daniel Santiago,Bruno Sundov"
11,"Corie Blount,Rasho Nesterovic"
12,"Calvin Booth,Jeff Foster,Nazr Mohammed,Jake Tsakalidis"
13,Bruce Bowen
14,Randy Brown
15,"Anthony Carter,Mateen Cleaves,Brevin Knight"
16,Chris Childs
17,Austin Croshere
18,"Brent Barry,Antonio Daniels,Terry Porter"
19,"Michael Curry,Vinny Del,Roshown McLeod,Hanno Mottola,Otis Thorpe,Loy Vaught"
20,Michael Doleac
21,Keyon Dooling
22,Danny Ferry
23,Marcus Fizer
24,Adonal Foyle
25,"A.C. Green,Chris Mihm,Monty Williams"
26,Matt Harpring
27,Al Harrington
28,Robert Horry
29,Larry Hughes
30,Bobby Jackson
31,Jim Jackson
32,Marc Jackson
33,Shawn Kemp
34,Toni Kukoc
35,Grant Long
36,Felipe Lopez
37,Corey Maggette
38,"Evan Eschmeyer,Jamaal Magloire,Malik Rose,Stromile Swift,Jerome Williams"
39,Danny Manning
40,Desmond Mason
41,Derrick McKey
42,Brad Miller
43,Charles Oakley
44,Bo Outlaw
45,Milt Palacio
46,Olden Polynice
47,Mark Pope
48,Chris Porter
49,Quentin Richardson
50,Mitch Richmond*
51,Isaiah Rider
52,Eddie Robinson
53,Sean Rooks
54,Michael Ruffin
55,Arvydas Sabonis*
56,Brian Shaw
57,"Robert Pack,Eric Snow"
58,Rod Strickland
59,Bob Sura
60,Maurice Taylor
61,Kenny Thomas
62,Hedo Turkoglu
63,"Moochie Norris,Jacque Vaughn"
64,Eric Williams
65,Scott Williams
66,"Pat Garrity,Walt Williams"
