Group,Player
0,Tariq Abdul-Wahad
1,"Ray Allen,Derek Anderson,Kenny Anderson,Shandon Anderson,Greg Anthony,Darrell Armstrong,Dana Barros,Brent Barry,Jon Barry,Travis Best,Mike Bibby,Mookie Blaylock,Terrell Brandon,Kobe Bryant,Vince Carter,Sam Cassell,Cedric Ceballos,Doug Christie,Dell Curry,Hubert Davis,Michael Dickerson,Michael Finley,Steve Francis,Pat Garrity,Anfernee Hardaway,Tim Hardaway,Hersey Hawkins,Grant Hill,Jeff Hornacek,Allan Houston,Lindsey Hunter,Allen Iverson*,Jim Jackson,Avery Johnson,Larry Johnson,Eddie Jones,Jason Kidd,Kerry Kittles,Toni Kukoc,Voshon Lenard,Stephon Marbury,Jamal Mashburn,George McCloud,Andre Miller,Reggie Miller*,Cuttino Mobley,Lamond Murray,Tracy Murray,Dirk Nowitzki,Gary Payton*,Anthony Peeler,Sam Perkins,Wesley Person,Eric Piatkowski,Paul Pierce,Scottie Pippen*,Terry Porter,Glen Rice,Mitch Richmond*,Isaiah Rider,Clifford Robinson,Glenn Robinson,Rodney Rogers,Jalen Rose,Bryon Russell,Malik Sealy,Steve Smith,Latrell Sprewell,Jerry Stackhouse,John Stockton*,Peja Stojakovic,Damon Stoudamire,Erick Strickland,Rod Strickland,Bob Sura,Wally Szczerbiak,Nick Van,Keith Van,Antoine Walker,David Wesley,Chris Whitney,Jason Williams,Walt Williams"
2,"Cory Alexander,Rafer Alston,B.J. Armstrong,Stacey Augmon,Isaac Austin,Anthony Avent,William Avery,Toby Bailey,Drew Barry,Jonathan Bender,Corey Benjamin,Chauncey Billups,Corie Blount,Muggsy Bogues,Calvin Booth,Lazaro Borrell,Cal Bowdler,Bruce Bowen,Earl Boykins,Chucky Brown,Dee Brown,Randy Brown,Rick Brunson,Rodney Buford,Matt Bullard,Antoine Carr,Chris Carr,John Celestand,Rex Chapman,Pete Chilcutt,Tyrone Corbin,Chris Crawford,John Crotty,Terry Cummings,Bill Curley,Erick Dampier,Kornel David,Emanual Davis,Mark Davis,Ricky Davis,Vinny Del,Sherman Douglas,Bryce Drew,Chris Dudley,Obinna Ekezie,Sean Elliott,Dale Ellis,Pervis Ellison,Greg Foster,Todd Fuller,Dean Garrett,Devean George,Armen Gilliam,Dion Glover,Devin Gray,Richard Hamilton,Thomas Hamilton,Tom Hammonds,Al Harrington,Cedric Henderson,Chris Herren,Fred Hoiberg,Troy Hudson,Rick Hughes,Bobby Jackson,Anthony Johnson,Kevin Johnson,Charles Jones,Damon Jones,Jumaine Jones,Popeye Jones,Reggie Jordan,Adam Keefe,Steve Kerr,Lari Ketner,Travis Knight,Andrew Lang,Trajan Langdon,Rusty LaRue,Tim Legler,Quincy Lewis,Randy Livingston,Grant Long,Luc Longley,Felipe Lopez,Tyronn Lue,Sam Mack,Don MacLean,Matt Maloney,Darrick Martin,Tony Massenburg,Vernon Maxwell,Walter McCarty,Jeff McInnis,Roshown McLeod,Sam Mitchell,Nazr Mohammed,Eric Montross,Eric Murdock,Gheorghe Muresan,Moochie Norris,Kevin Ollie,Doug Overton,Billy Owens,Robert Pack,Scott Padgett,Milt Palacio,Anthony Parker,Will Perdue,Elliot Perry,Chuck Person,Brent Price,Laron Profit,J.R. Reid,Dennis Rodman*,Roy Rogers,Sean Rooks,Michael Ruffin,John Salley,Dennis Scott,Dickey Simpkins,Felton Spencer,Ryan Stack,John Starks,Vladimir Stepania,Joe Stephens,Michael Stewart,Bryant Stith,Derek Strong,Zan Tabak,John Thomas,Otis Thorpe,Gary Trent,Jacque Vaughn,Loy Vaught,Samaki Walker,Rex Walters,Doug West,Mark West,Alvin Williams,Shammond Williams,Dedric Willoughby,Haywoode Workman,Tim Young"
3,Nick Anderson
4,Chris Anstey
5,"Chucky Atkins,Vonteego Cummings,Howard Eisley,Jason Terry"
6,Charles Barkley*
7,"Mario Elie,Dan Majerle,James Posey,Charlie Ward"
8,"Tony Battie,Shawn Bradley,Marcus Camby,Kelvin Cato,Keon Clark,Dale Davis,Andrew DeClercq,Danny Fortson,Brian Grant,Ervin Johnson,Brad Miller,Greg Ostertag,Scot Pollard,Theo Ratliff,Michael Smith,Ben Wallace,Clarence Weatherspoon,Jahidi White,Aaron Williams,Jerome Williams,Scott Williams"
9,"Etdrick Bohannon,Duane Causwell,Keith Closs,Evan Eschmeyer,Darvin Ham,Antonio Harvey,Gerard King,Todd MacCulloch,Jelani McCoy,Anthony Miller,Jermaine O'Neal,Cherokee Parks,Don Reid,Carlos Rogers,Brian Skinner,Robert Traylor"
