Group,Player
0,"Ray Allen,Rafer Alston,Derek Anderson,Shandon Anderson,Gilbert Arenas,Darrell Armstrong,Chucky Atkins,Marcus Banks,Leandro Barbosa,Brent Barry,Shane Battier,Raja Bell,Mike Bibby,Chauncey Billups,Steve Blake,Keith Bogans,Bruce Bowen,Earl Boykins,Doug Christie,Jamal Crawford,Baron Davis,Juan Dixon,Mike Dunleavy,Howard Eisley,Michael Finley,Derek Fisher,Devean George,Manu Ginobili,Gordan Giricek,Dion Glover,Kirk Hinrich,Fred Hoiberg,Allan Houston,Bobby Jackson,Jim Jackson,Stephen Jackson,Casey Jacobsen,Mike James,Marko Jaric,Anthony Johnson,Damon Jones,Eddie Jones,Jason Kidd,Kerry Kittles,Toni Kukoc,Voshon Lenard,Rashard Lewis,Tyronn Lue,George Lynch,Walter McCarty,Jeff McInnis,Aaron McKie,Mike Miller,Reggie Miller*,Cuttino Mobley,Ronald Murray,Steve Nash,Anthony Peeler,Morris Peterson,James Posey,Tayshaun Prince,Vladimir Radmanovic,Quentin Richardson,Clifford Robinson,Rodney Rogers,John Salmons,Latrell Sprewell,Peja Stojakovic,Damon Stoudamire,Jason Terry,Tim Thomas,Jamaal Tinsley,Hedo Turkoglu,Charlie Ward,Jiri Welsch,David Wesley,Jason Williams"
1,"Kedrick Brown,Rasual Butler,Chris Crawford,Marquis Daniels,Richie Frahm,Kareem Rush,Rodney White"
2,"Shareef Abdur-Rahim,Carmelo Anthony,Carlos Arroyo,Vin Baker,Mark Blount,Carlos Boozer,Chris Bosh,Elton Brand,Kwame Brown,P.J. Brown,Kobe Bryant,Marcus Camby,Vince Carter,Sam Cassell,Kelvin Cato,Jarron Collins,Jason Collins,Eddy Curry,Samuel Dalembert,Erick Dampier,Antonio Davis,Dale Davis,Ricky Davis,Vlade Divac,Tim Duncan,Jeff Foster,Steve Francis,Dan Gadzuric,Kevin Garnett,Pau Gasol,Drew Gooden,Brian Grant,Richard Hamilton,Al Harrington,Udonis Haslem,Brendan Haywood,Nene Hilario,Josh Howard,Juwan Howard,Larry Hughes,Zydrunas Ilgauskas,Allen Iverson*,LeBron James,Antawn Jamison,Richard Jefferson,Joe Johnson,Chris Kaman,Andrei Kirilenko,Corey Maggette,Jamaal Magloire,Karl Malone*,Stephon Marbury,Shawn Marion,Donyell Marshall,Kenyon Martin,Desmond Mason,Tracy McGrady,Stanislav Medvedenko,Chris Mihm,Darius Miles,Andre Miller,Brad Miller,Yao Ming*,Nazr Mohammed,Dikembe Mutombo*,Rasho Nesterovic,Dirk Nowitzki,Jermaine O'Neal,Shaquille O'Neal*,Lamar Odom,Mehmet Okur,Greg Ostertag,Bo Outlaw,Tony Parker,Ruben Patterson,Gary Payton*,Paul Pierce,Vitaly Potapenko,Zach Randolph,Theo Ratliff,Michael Redd,Jason Richardson,Jalen Rose,Brian Skinner,Joe Smith,Eric Snow,DeShawn Stevenson,Amar'e Stoudemire,Stromile Swift,Maurice Taylor,Etan Thomas,Kenny Thomas,Kurt Thomas,Keith Van,Jake Voskuhl,Dwyane Wade,Antoine Walker,Ben Wallace,Rasheed Wallace,Bonzi Wells,Chris Wilcox,Aaron Williams,Jerome Williams,Corliss Williamson,Metta World,Lorenzen Wright"
3,"Malik Allen,Kenny Anderson,Robert Archibald,Brandon Armstrong,Jon Barry,Travis Best,Curtis Borchardt,Ryan Bowen,J.R. Bremer,Jamison Brewer,Rick Brunson,Greg Buckner,Rodney Buford,Mitchell Butler,Zarko Cabarkapa,Maurice Carter,Tyson Chandler,Derrick Coleman,Bimbo Coles,Omar Cook,Austin Croshere,Michael Curry,Tony Delk,Dan Dickau,DeSagana Diop,Keyon Dooling,Predrag Drobnjak,Ronald Dupree,Melvin Ely,Marcus Fizer,T.J. Ford,Tremaine Fowlkes,Rick Fox,Reece Gaines,Eddie Gill,Kendall Gill,Horace Grant,Willie Green,Adrian Griffin,Tom Gugliotta,Travis Hansen,Lucious Harris,Eddie House,Troy Hudson,Lindsey Hunter,Marc Jackson,Mark Jackson,Chris Jefferies,Britton Johnsen,Avery Johnson,DerMarr Johnson,Linton Johnson,Dahntay Jones,Jumaine Jones,Jason Kapono,Brevin Knight,Kyle Korver,Darrick Martin,Jamal Mashburn,Roger Mason,Amal McCaskill,Keith McLeod,Ron Mercer,Darko Milicic,Lamond Murray,Mamadou N'Diaye,Bostjan Nachbar,Ira Newble,Moochie Norris,Michael Olowokandi,Doug Overton,Zaza Pachulia,Robert Pack,Scott Padgett,Milt Palacio,Jannero Pargo,Sasha Pavlovic,Wesley Person,Eric Piatkowski,Mickael Pietrus,Scottie Pippen*,Scot Pollard,Joel Przybilla,Glen Rice,Luke Ridnour,Sean Rooks,Michael Ruffin,Bryon Russell,Brian Scalabrine,Tamar Slay,Jabari Smith,Steve Smith,Theron Smith,Jerry Stackhouse,Vladimir Stepania,Michael Stewart,Erick Strickland,Rod Strickland,Wally Szczerbiak,Nikoloz Tskitishvili,Nick Van,Jacque Vaughn,Dajuan Wagner,Samaki Walker,Gerald Wallace,John Wallace,Luke Walton,Chris Webber,Chris Whitney,Mike Wilks,Frank Williams,Mo Williams,Shammond Williams,Qyntel Woods,Wang Zhizhi"
4,"Chris Andersen,Matt Barnes,Tony Battie,Lonny Baxter,Jonathan Bender,Corie Blount,Calvin Booth,Shawn Bradley,Torraye Braggs,Devin Brown,Elden Campbell,Jason Collier,Brian Cook,Andrew DeClercq,Michael Doleac,Francisco Elson,Danny Fortson,Adonal Foyle,Marcus Haislip,Darvin Ham,Zendon Hamilton,Ben Handlogten,Matt Harpring,Othella Harrington,Jason Hart,Donnell Harvey,Brandon Hunter,Steven Hunter,Jerome James,Ervin Johnson,Christian Laettner,Raef LaFrentz,Maciej Lampe,Mark Madsen,Tony Massenburg,Antonio McDyess,Oliver Miller,Jerome Moiso,Mikki Moore,Alonzo Mourning*,Troy Murphy,Lee Nailon,Eduardo Najera,Zoran Planinic,Zeljko Rebraca,Eddie Robinson,Jamal Sampson,Daniel Santiago,Ansu Sesay,Darius Songaila,Mike Sweetney,Robert Traylor,Gary Trent,Jake Tsakalidis,Clarence Weatherspoon,David West,Jahidi White,Scott Williams,Kevin Willis,Loren Woods"
5,Caron Butler
6,Brian Cardinal
7,Calbert Cheaney
8,Speedy Claxton
9,Antonio Daniels
