Group,Player
0,Kareem Abdul-Jabbar*
1,Mark Acres
2,"Michael Adams,Danny Ainge,Rex Chapman,Lester Conner,Dale Ellis,Sleepy Floyd,Winston Garland,Darrell Griffith,Derek Harper,Hersey Hawkins,Rod Higgins,Jeff Hornacek,Jay Humphries,Mark Jackson,Eddie Johnson,Vernon Maxwell,Reggie Miller*,Chris Morris,Johnny Newman,Terry Porter,Paul Pressey,Harold Pressley,Mark Price,Robert Reid,Doc Rivers,Byron Scott,Kenny Smith,Rory Sparrow,John Stockton*,Rod Strickland,Isiah Thomas*,Gerald Wilkins,Mike Woodson"
3,Mark Alarie
4,"Mark Aguirre,Greg Anderson,Ron Anderson,Willie Anderson,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Rolando Blackman,Frank Brickowski,Michael Cage,Terry Catledge,Tom Chambers,Maurice Cheeks,Wayne Cooper,Tyrone Corbin,Terry Cummings,Quintin Dailey,Adrian Dantley*,Brad Daugherty,Walter Davis,Clyde Drexler*,Kevin Duckworth,Joe Dumars*,Mark Eaton,Alex English*,Patrick Ewing*,Vern Fleming,Armen Gilliam,Mike Gminski,Horace Grant,A.C. Green,Ron Harper,Roy Hinson,Kevin Johnson,Magic Johnson*,Vinnie Johnson,Michael Jordan*,Jerome Kersey,Bernard King*,Larry Krystkowiak,Bill Laimbeer,Fat Lever,Cliff Levingston,Reggie Lewis,Alton Lister,Grant Long,Jeff Malone,Karl Malone*,Moses Malone*,Xavier McDaniel,Kevin McHale*,Derrick McKey,Chris Mullin*,Larry Nance,Ken Norman,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Chuck Person,Ricky Pierce,Ed Pinckney,Scottie Pippen*,Kurt Rambis,Mitch Richmond*,Alvin Robertson,Dennis Rodman*,Danny Schayes,Charles Smith,Rik Smits,Terry Teagle,Reggie Theus,Billy Thompson,LaSalle Thompson,Otis Thorpe,Wayman Tisdale,Kelly Tripucka,Dominique Wilkins*,Buck Williams,Hot Rod,John Williams,James Worthy*"
5,John Battle
6,Walter Berry
7,"Larry Bird*,Otis Birdsong,Uwe Blab,Anthony Bowie,Sam Bowie,Adrian Branch,Randy Breuer,Mike Brown,Mark Bryant,Greg Butler,Tony Campbell,Ben Coleman,Dallas Comegys,Dave Corzine,Pat Cummings,Dell Curry,Charles Davis,Mark Davis,Chris Dudley,T.R. Dunn,Dave Feitl,Duane Ferrell,Tellis Frank,Anthony Frederick,Ron Grandison,Harvey Grant,Stuart Gray,Sylvester Gray,Jeff Grayer,Sidney Green,Dave Greenwood,Jack Haley,Scott Hastings,Tito Horford,Phil Hubbard,Marc Iavaroni,Bill Jones,Caldwell Jones,Charles Jones,Shelton Jones,Randolph Keys,Greg Kite,Jerome Lane,Andrew Lang,Keith Lee,Ralph Lewis,Rob Lock,Danny Manning,Tim McCormick,Mark McNamara,Todd Mitchell,Paul Mokeski,Pete Myers,Calvin Natt,Ed Nealy,Chuck Nevitt,Jose Ortiz,Will Perdue,Olden Polynice,Dave Popson,Cliff Robinson,Tree Rollins,Ralph Sampson*,Charles Shackleford,John Shasky,Mike Smrek,Bob Thornton,Ray Tolbert,Tom Tolbert,Terry Tyler,Jay Vincent,Chris Welp,Bill Wennington,Clinton Wheeler,Eric White,Jerome Whitehead,Eddie Lee,Joe Wolf"
8,"Muggsy Bogues,Tom Garrick,Mike Holton,Dennis Johnson*,Scott Skiles,Sam Vincent,Spud Webb"
9,Manute Bol
