Group,Player
0,Alvan Adams
1,"Michael Adams,Danny Ainge,John Lucas,Reggie Miller*"
2,John Battle
3,"Kareem Abdul-Jabbar*,Mark Aguirre,Greg Anderson,John Bagley,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Walter Berry,Larry Bird*,Rolando Blackman,Randy Breuer,Frank Brickowski,Michael Cage,Terry Catledge,Tom Chambers,Terry Cummings,Brad Daugherty,Clyde Drexler*,Kevin Duckworth,Joe Dumars*,Dale Ellis,Alex English*,Patrick Ewing*,Sleepy Floyd,Mike Gminski,Horace Grant,A.C. Green,Derek Harper,Roy Hinson,Mark Jackson,Dennis Johnson*,Eddie Johnson,Magic Johnson*,Michael Jordan*,Jerome Kersey,Bernard King*,Joe Kleine,Bill Laimbeer,Fat Lever,Jeff Malone,Karl Malone*,Moses Malone*,Tim McCormick,Rodney McCray,Xavier McDaniel,Kevin McHale*,Larry Nance,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Chuck Person,Paul Pressey,Mark Price,Doc Rivers,Alvin Robertson,Cliff Robinson,Dennis Rodman*,Danny Schayes,Byron Scott,Purvis Short,Jack Sikma,Steve Stipanovich,Roy Tarpley,Reggie Theus,Isiah Thomas*,Mychal Thompson,Otis Thorpe,Wayman Tisdale,Jay Vincent,Mark West,Dominique Wilkins*,Gerald Wilkins,Buck Williams,Hot Rod,John Williams,Kevin Willis,Mike Woodson,James Worthy*"
4,Otis Birdsong
5,"Mark Alarie,Ron Anderson,James Bailey,Uwe Blab,Manute Bol,Mike Brown,Steve Burtt,Tony Campbell,Dallas Comegys,Lester Conner,Wayne Cooper,Winston Crite,Pat Cummings,Earl Cureton,Darren Daye,Chris Dudley,Franklin Edwards,Dave Feitl,Kenny Fields,Stuart Gray,Dave Greenwood,Claude Gregory,Dave Hoppen,Buck Johnson,Clemon Johnson,Charles Jones,Charles Jones,Greg Kite,Reggie Lewis,Brad Lohaus,Maurice Lucas,Paul Mokeski,Pete Myers,Calvin Natt,Ed Nealy,Kurt Nimphius,Jawann Oldham,Mike Sanders,Carey Scurry,Larry Smith,Mike Smrek,Bernard Thompson,Bob Thornton,Ray Tolbert,Terry Tyler,Danny Vranes,Chris Washburn,Chris Welp,Bill Wennington,Clinton Wheeler,Orlando Woolridge"
6,"Steve Alford,Vincent Askew,William Bedford,Nate Blackwell,Adrian Branch,Michael Brooks,Rick Carlisle,Norris Coleman,Jeff Cook,Charles Davis,Billy Donovan,Chris Engler,Mike Evans,Jim Farmer,World B.,Steve Harris,Scott Hastings,Dave Henderson,Kevin Henderson,Conner Henry,Dennis Hopson,Michael Jackson,Bart Kofoed,Ralph Lewis,Pace Mannion,Bill Martin,Maurice Martin,Wes Matthews,Kevin McKenna,Mark McNamara,Chris McNealy,Martin Nessley,Louis Orr,Jim Paxson,Robert Reid,Jerry Reynolds,Johnny Rogers,Scott Roth,Russ Schoene,Scott Skiles,Derek Smith,Rory Sparrow,John Stroeder,Jon Sundvold,Terry Teagle,Andrew Toney,Sedric Toney,Kelly Tripucka,Mark Wade,Milt Wagner,Granville Waiters,Darrell Walker,Duane Washington,Eric White,Tony White,Reggie Williams,Ricky Wilson,David Wingate,Joe Wolf,Danny Young"
7,Muggsy Bogues
8,"Richard Anderson,Dudley Bradley,Michael Cooper,Gerald Henderson,Craig Hodges,Mike McGee,Trent Tucker,Leon Wood"
9,Bill Cartwright
10,Steve Colter
11,Tyrone Corbin
12,Quintin Dailey
13,Adrian Dantley*
14,Brad Davis
15,"Walter Davis,Johnny Dawkins,Rod Higgins,John Long,Chris Mullin*,Kenny Smith,Otis Smith"
16,"Dell Curry,Larry Drew"
17,"Maurice Cheeks,Vern Fleming,Jeff Hornacek,Terry Porter,John Stockton*"
18,T.R. Dunn
19,James Edwards
20,Craig Ehlo
21,Tellis Frank
22,Winston Garland
23,Armen Gilliam
24,"Mark Acres,Artis Gilmore*,Ed Pinckney,Kurt Rambis"
25,"Joe Barry,Mark Eaton,Sidney Green,Ralph Sampson*,Herb Williams"
26,Darrell Griffith
27,Petur Gudmundsson
28,Bob Hansen
29,Bill Hanzlik
30,Ron Harper
31,Mike Holton
32,Phil Hubbard
33,Jay Humphries
34,Marc Iavaroni
35,"Rickey Green,Frank Johnson,Kevin Williams"
36,Kevin Johnson
37,Steve Johnson
38,Vinnie Johnson
39,Albert King
40,"Dave Corzine,Blair Rasmussen,Kenny Walker"
41,Allen Leavell
42,"Antoine Carr,Ben Coleman,James Donaldson,Cliff Levingston,Alton Lister,Rick Mahorn,Derrick McKey,Jim Petersen,John Salley"
43,Cedric Maxwell
44,Ben McDonald
45,Nate McMillan
46,Dirk Minniefield
47,Mike Mitchell
48,Sidney Moncrief
49,Johnny Newman
50,Ken Norman
51,John Paxson
52,Ricky Pierce
53,Scottie Pippen*
54,"Jon Koncak,Olden Polynice"
55,Harold Pressley
56,"Larry Krystkowiak,Fred Roberts"
57,"Caldwell Jones,Tree Rollins,LaSalle Thompson"
58,Detlef Schrempf
59,Brad Sellers
60,"Jerry Sichting,Sedale Threatt"
61,Melvin Turpin
62,Darnell Valentine
63,Kiki Vandeweghe
64,Sam Vincent
65,Pearl Washington
66,Spud Webb
67,Jerome Whitehead
68,Randy Wittman
