Group,Player
0,"Solomon Alabi,Alan Anderson,James Anderson,Gilbert Arenas,Jeff Ayres,Renaldo Balkman,Tony Battie,Jerryd Bayless,Mike Bibby,Chauncey Billups,Andray Blatche,Eric Bledsoe,Andrew Bogut,Earl Boykins,Jon Brockman,Jimmy Butler,Rasual Butler,Will Bynum,Brian Cardinal,DeMarre Carroll,Matt Carroll,Anthony Carter,Wilson Chandler,Earl Clark,Jason Collins,Brian Cook,Marquis Daniels,Baron Davis,Josh Davis,Austin Daye,DeSagana Diop,Keyon Dooling,Toney Douglas,Jerome Dyson,Devin Ebanks,Maurice Evans,Christian Eyenga,Jonny Flynn,Gary Forbes,T.J. Ford,Jeff Foster,Mickell Gladness,Ryan Gomes,Eric Gordon,Andrew Goudelock,Jordan Hamilton,Luke Harangody,Josh Harrellson,Manny Harris,Terrel Harris,Tobias Harris,Lazar Hayward,Xavier Henry,Cory Higgins,Josh Howard,Juwan Howard,Lester Hudson,Larry Hughes,Royal Ivey,Reggie Jackson,Damion James,Mike James,Yi Jianlian,Armon Johnson,Carldell Johnson,JaJuan Johnson,Dominique Jones,Solomon Jones,Jerome Jordan,Cory Joseph,Jason Kapono,Malcolm Lee,Rashard Lewis,Brook Lopez,Shelvin Mack,Jamaal Magloire,Cartier Martin,Eric Maynor,Tracy McGrady,Josh McRoberts,Darko Milicic,Brad Miller,Jamario Moon,E'Twaun Moore,Mikki Moore,Darius Morris,Marcus Morris,Eduardo Najera,Jermaine O'Neal,Mehmet Okur,Travis Outlaw,Jeremy Pargo,Sasha Pavlovic,Dexter Pittman,A.J. Price,Ronnie Price,Joel Przybilla,Michael Redd,Walker Russell,Brian Scalabrine,Josh Selby,Bobby Simmons,Donald Sloan,Ish Smith,Nolan Smith,Jerry Stackhouse,Lance Stephenson,DeShawn Stevenson,Julyan Stone,DaJuan Summers,Trey Thompkins,Jamaal Tinsley,Jeremy Tyler,Ben Uzoh,Charlie Villanueva,Von Wafer,Luke Walton,Hakim Warrick,Hassan Whiteside,Damien Wilkins,Elliot Williams,Reggie Williams,Shawne Williams,Terrence Williams,Sam Young"
1,"Matt Bonner,Chase Budinger,Mike Dunleavy,George Hill,Kyle Korver,Gary Neal,Steve Novak,Brandon Rush"
2,Al-Farouq Aminu
3,"Cole Aldrich,Chris Andersen,Kwame Brown,Semih Erden,Jeremy Evans,Hamed Haddadi,Ryan Hollins,Al Horford,Chris Johnson,Jon Leuer,DeAndre Liggins,Vernon Macklin,Daniel Orton,Anthony Randolph,James Singleton,Craig Smith,Hasheem Thabeet,Lance Thomas,Ronny Turiaf,Chris Wilcox,Jordan Williams,Sean Williams,Chris Wright"
4,"Arron Afflalo,Carmelo Anthony,Corey Brewer,MarShon Brooks,Kobe Bryant,Jose Calderon,Darren Collison,Mike Conley,Jamal Crawford,Jordan Crawford,Luol Deng,DeMar DeRozan,Goran Dragic,Jared Dudley,Kevin Durant,Monta Ellis,Tyreke Evans,Raymond Felton,Landry Fields,Rudy Gay,Alonzo Gee,Paul George,Danny Granger,James Harden,Al Harrington,Devin Harris,Gordon Hayward,Jrue Holiday,Andre Iguodala,Kyrie Irving,Jarrett Jack,LeBron James,Antawn Jamison,Brandon Jennings,Joe Johnson,Ty Lawson,Kevin Love,Kyle Lowry,Andre Miller,Steve Nash,Dirk Nowitzki,Tony Parker,Chris Paul,Paul Pierce,Luke Ridnour,Rajon Rondo,Derrick Rose,Ramon Sessions,Iman Shumpert,Rodney Stuckey,Jeff Teague,Isaiah Thomas,Greivis Vasquez,Dwyane Wade,Kemba Walker,John Wall,Gerald Wallace,Russell Westbrook,Deron Williams,Lou Williams,Marvin Williams"
5,"Joel Anthony,Omer Asik,Gustavo Ayon,Derrick Brown,Tyson Chandler,Nick Collison,Dante Cunningham,Reggie Evans,Kenneth Faried,Aaron Gray,Udonis Haslem,Brendan Haywood,Nene Hilario,Jordan Hill,Ivan Johnson,Enes Kanter,Kosta Koufos,Robin Lopez,Ian Mahinmi,Luc Mbah,Timofey Mozgov,Emeka Okafor,Nikola Pekovic,Samardo Samuels,Tiago Splitter,Greg Stiemsma,Ekpe Udoh,Anderson Varejao,Jan Vesely,Shelden Williams,Brandan Wright"
6,"Raja Bell,Stephen Curry,Jordan Farmar,Rudy Fernandez,Gerald Green,Willie Green,Patty Mills"
7,Trevor Ariza
8,"D.J. Augustin,Stephen Jackson,C.J. Miles,C.J. Watson"
9,"Luke Babbitt,Daequan Cook,Wayne Ellington,Jimmer Fredette,Francisco Garcia,Daniel Gibson,Donte Greene,James Jones,John Lucas,Roger Mason,Mike Miller,Jannero Pargo,Mickael Pietrus,Vladimir Radmanovic,Quentin Richardson,Thabo Sefolosha,J.R. Smith,Anthony Tolliver,Henry Walker,Martell Webster"
