Group,Player
0,"Cory Alexander,Rafer Alston,B.J. Armstrong,Stacey Augmon,Isaac Austin,Anthony Avent,William Avery,Toby Bailey,Charles Barkley*,Jonathan Bender,Corey Benjamin,Chauncey Billups,Corie Blount,Etdrick Bohannon,Calvin Booth,Lazaro Borrell,Cal Bowdler,Bruce Bowen,Ryan Bowen,Chucky Brown,Dee Brown,Randy Brown,Rick Brunson,Jud Buechler,Rodney Buford,Matt Bullard,Antoine Carr,Chris Carr,Duane Causwell,John Celestand,Rex Chapman,Calbert Cheaney,Pete Chilcutt,Chris Childs,Tyrone Corbin,Chris Crawford,John Crotty,Terry Cummings,Bill Curley,Erick Dampier,Kornel David,Emanual Davis,Mark Davis,Todd Day,Vinny Del,Tony Delk,Bryce Drew,Chris Dudley,Obinna Ekezie,Sean Elliott,Dale Ellis,LaPhonso Ellis,Pervis Ellison,Greg Foster,Todd Fuller,Dean Garrett,Devean George,Armen Gilliam,Dion Glover,Devin Gray,Richard Hamilton,Thomas Hamilton,Tom Hammonds,Al Harrington,Lucious Harris,Cedric Henderson,Chris Herren,Fred Hoiberg,Troy Hudson,Rick Hughes,Bobby Jackson,Anthony Johnson,Charles Jones,Damon Jones,Jumaine Jones,Popeye Jones,Reggie Jordan,Adam Keefe,Steve Kerr,Jerome Kersey,Lari Ketner,Travis Knight,Andrew Lang,Trajan Langdon,Rusty LaRue,Tim Legler,Quincy Lewis,Randy Livingston,Grant Long,Felipe Lopez,Sam Mack,Don MacLean,Matt Maloney,Danny Manning,Darrick Martin,Tony Massenburg,Vernon Maxwell,Walter McCarty,Jim McIlvaine,Jeff McInnis,Derrick McKey,Roshown McLeod,Brad Miller,Chris Mills,Sam Mitchell,Nazr Mohammed,Eric Montross,Chris Mullin*,Eric Murdock,Gheorghe Muresan,Moochie Norris,Kevin Ollie,Doug Overton,Billy Owens,Robert Pack,Scott Padgett,Milt Palacio,Anthony Parker,Will Perdue,Elliot Perry,Chuck Person,Brent Price,Laron Profit,J.R. Reid,Dennis Rodman*,Roy Rogers,Sean Rooks,Michael Ruffin,John Salley,Dennis Scott,Brian Shaw,Dickey Simpkins,Felton Spencer,Ryan Stack,John Starks,Vladimir Stepania,Joe Stephens,Michael Stewart,Derek Strong,Zan Tabak,John Thomas,Robert Traylor,Gary Trent,Jacque Vaughn,Loy Vaught,Samaki Walker,John Wallace,Rex Walters,Doug West,Mark West,Alvin Williams,Eric Williams,Shammond Williams,Dedric Willoughby,Haywoode Workman,Tim Young"
1,"Ray Allen,Derek Anderson,Kenny Anderson,Shandon Anderson,Greg Anthony,Darrell Armstrong,Chucky Atkins,Dana Barros,Brent Barry,Jon Barry,Travis Best,Mike Bibby,Mookie Blaylock,Terrell Brandon,Kobe Bryant,Scott Burrell,Anthony Carter,Vince Carter,Sam Cassell,Cedric Ceballos,Doug Christie,Austin Croshere,Vonteego Cummings,Dell Curry,Hubert Davis,Michael Dickerson,Howard Eisley,Mario Elie,Michael Finley,Rick Fox,Steve Francis,Pat Garrity,Kendall Gill,Anfernee Hardaway,Tim Hardaway,Hersey Hawkins,Grant Hill,Jeff Hornacek,Allan Houston,Larry Hughes,Lindsey Hunter,Allen Iverson*,Jaren Jackson,Jim Jackson,Mark Jackson,Larry Johnson,Eddie Jones,Jason Kidd,Kerry Kittles,Brevin Knight,Toni Kukoc,Voshon Lenard,Dan Majerle,Stephon Marbury,Donyell Marshall,Jamal Mashburn,George McCloud,Aaron McKie,Ron Mercer,Andre Miller,Reggie Miller*,Terry Mills,Cuttino Mobley,Lamond Murray,Tracy Murray,Steve Nash,Tyrone Nesby,Johnny Newman,Dirk Nowitzki,Lamar Odom,Gary Payton*,Anthony Peeler,Sam Perkins,Wesley Person,Eric Piatkowski,Paul Pierce,Scottie Pippen*,Terry Porter,James Posey,Glen Rice,Mitch Richmond*,Isaiah Rider,Clifford Robinson,Glenn Robinson,Rodney Rogers,Jalen Rose,Bryon Russell,Steve Smith,Eric Snow,Latrell Sprewell,Jerry Stackhouse,John Stockton*,Peja Stojakovic,Damon Stoudamire,Erick Strickland,Rod Strickland,Bob Sura,Wally Szczerbiak,Jason Terry,Tim Thomas,Nick Van,Keith Van,Antoine Walker,Charlie Ward,David Wesley,Chris Whitney,Jason Williams,Walt Williams,Metta World"
2,"Tariq Abdul-Wahad,John Amaechi"
3,Nick Anderson
4,Chris Anstey
5,"Shareef Abdur-Rahim,Vin Baker,Tony Battie,Shawn Bradley,Elton Brand,P.J. Brown,Mark Bryant,Jason Caffey,Marcus Camby,Elden Campbell,Kelvin Cato,Keon Clark,Derrick Coleman,Antonio Davis,Dale Davis,Andrew DeClercq,Vlade Divac,Tim Duncan,Patrick Ewing*,Danny Fortson,Adonal Foyle,Kevin Garnett,Chris Gatling,Brian Grant,Horace Grant,A.C. Green,Tom Gugliotta,Othella Harrington,Alan Henderson,Tyrone Hill,Juwan Howard,Antawn Jamison,Ervin Johnson,Shawn Kemp,Christian Laettner,Raef LaFrentz,Luc Longley,George Lynch,Corey Maggette,Karl Malone*,Anthony Mason,Antonio McDyess,Tracy McGrady,Alonzo Mourning*,Dikembe Mutombo*,Rasho Nesterovic,Shaquille O'Neal*,Charles Oakley,Michael Olowokandi,Greg Ostertag,Bo Outlaw,Ruben Patterson,Scot Pollard,Olden Polynice,Vitaly Potapenko,Theo Ratliff,Bryant Reeves,David Robinson*,Malik Rose,Arvydas Sabonis*,Malik Sealy,Rik Smits,Maurice Taylor,Kurt Thomas,Ben Wallace,Rasheed Wallace,Clarence Weatherspoon,Chris Webber,Jahidi White,Aaron Williams,Jerome Williams,Scott Williams,Corliss Williamson,Lorenzen Wright"
6,"Drew Barry,Earl Boykins,Greg Buckner,Michael Cage,Antonio Daniels,Sherman Douglas,Danny Ferry,Sam Jacobson,Kevin Johnson,Tyronn Lue,Bobby Phills,Bryant Stith"
7,Muggsy Bogues
8,"Keith Closs,Ricky Davis,Evan Eschmeyer,Lawrence Funderburke,Darvin Ham,Antonio Harvey,Gerard King,Todd MacCulloch,Jelani McCoy,Anthony Miller,Oliver Miller,Mikki Moore,Jermaine O'Neal,Cherokee Parks,Don Reid,Eddie Robinson,Carlos Rogers,Brian Skinner,Michael Smith,Mark Strickland,Otis Thorpe,Bonzi Wells"
9,"Bimbo Coles,Avery Johnson"
10,Michael Curry
11,Baron Davis
12,Michael Doleac
13,Tony Farmer
14,Derek Fisher
15,Matt Geiger
16,Adrian Griffin
17,Ron Harper
18,Robert Horry
19,Rashard Lewis
20,Shawn Marion
21,Hakeem Olajuwon*
22,Detlef Schrempf
23,"Jamie Feick,Joe Smith,Kevin Willis"
24,Kenny Thomas
25,Monty Williams
