Group,Player
0,Chris Andersen
1,"Malik Allen,Kenny Anderson,Robert Archibald,Brandon Armstrong,Matt Barnes,Jon Barry,Lonny Baxter,Jonathan Bender,Travis Best,Steve Blake,Corie Blount,Calvin Booth,Curtis Borchardt,Ryan Bowen,Shawn Bradley,Torraye Braggs,J.R. Bremer,Jamison Brewer,Devin Brown,Rick Brunson,Greg Buckner,Rodney Buford,Mitchell Butler,Zarko Cabarkapa,Elden Campbell,Maurice Carter,Tyson Chandler,Derrick Coleman,Bimbo Coles,Jason Collier,Brian Cook,Omar Cook,Austin Croshere,Michael Curry,Andrew DeClercq,Tony Delk,Dan Dickau,DeSagana Diop,Keyon Dooling,Predrag Drobnjak,Ronald Dupree,Howard Eisley,Francisco Elson,Melvin Ely,Marcus Fizer,Danny Fortson,Tremaine Fowlkes,Rick Fox,Adonal Foyle,Reece Gaines,Eddie Gill,Horace Grant,Willie Green,Adrian Griffin,Tom Gugliotta,Marcus Haislip,Darvin Ham,Zendon Hamilton,Ben Handlogten,Travis Hansen,Othella Harrington,Lucious Harris,Jason Hart,Donnell Harvey,Eddie House,Troy Hudson,Brandon Hunter,Lindsey Hunter,Steven Hunter,Marc Jackson,Mark Jackson,Chris Jefferies,Britton Johnsen,Anthony Johnson,Avery Johnson,DerMarr Johnson,Ervin Johnson,Linton Johnson,Dahntay Jones,Jumaine Jones,Jason Kapono,Brevin Knight,Kyle Korver,Christian Laettner,Raef LaFrentz,Maciej Lampe,Darrick Martin,Jamal Mashburn,Roger Mason,Tony Massenburg,Amal McCaskill,Antonio McDyess,Keith McLeod,Ron Mercer,Darko Milicic,Oliver Miller,Jerome Moiso,Mikki Moore,Alonzo Mourning*,Troy Murphy,Lamond Murray,Mamadou N'Diaye,Bostjan Nachbar,Lee Nailon,Eduardo Najera,Ira Newble,Moochie Norris,Michael Olowokandi,Doug Overton,Zaza Pachulia,Robert Pack,Scott Padgett,Milt Palacio,Jannero Pargo,Sasha Pavlovic,Wesley Person,Eric Piatkowski,Mickael Pietrus,Scottie Pippen*,Zoran Planinic,Scot Pollard,Joel Przybilla,Zeljko Rebraca,Glen Rice,Luke Ridnour,Eddie Robinson,Sean Rooks,Michael Ruffin,Bryon Russell,John Salmons,Jamal Sampson,Daniel Santiago,Brian Scalabrine,Ansu Sesay,Tamar Slay,Jabari Smith,Steve Smith,Theron Smith,Darius Songaila,Jerry Stackhouse,Vladimir Stepania,Michael Stewart,Erick Strickland,Rod Strickland,Mike Sweetney,Wally Szczerbiak,Gary Trent,Jake Tsakalidis,Nikoloz Tskitishvili,Jacque Vaughn,Dajuan Wagner,Samaki Walker,Gerald Wallace,John Wallace,Luke Walton,Clarence Weatherspoon,Chris Webber,David West,Chris Whitney,Mike Wilks,Frank Williams,Mo Williams,Scott Williams,Shammond Williams,Kevin Willis,Loren Woods,Qyntel Woods,Wang Zhizhi"
2,"Shareef Abdur-Rahim,Ray Allen,Rafer Alston,Derek Anderson,Shandon Anderson,Carmelo Anthony,Gilbert Arenas,Darrell Armstrong,Carlos Arroyo,Chucky Atkins,Leandro Barbosa,Brent Barry,Raja Bell,Mike Bibby,Chauncey Billups,Mark Blount,Keith Bogans,Carlos Boozer,Chris Bosh,Bruce Bowen,Elton Brand,Kwame Brown,P.J. Brown,Kobe Bryant,Marcus Camby,Vince Carter,Sam Cassell,Kelvin Cato,Doug Christie,Jamal Crawford,Eddy Curry,Samuel Dalembert,Erick Dampier,Antonio Davis,Baron Davis,Ricky Davis,Vlade Divac,Tim Duncan,Mike Dunleavy,Michael Finley,Steve Francis,Kevin Garnett,Pau Gasol,Manu Ginobili,Gordan Giricek,Drew Gooden,Brian Grant,Richard Hamilton,Al Harrington,Udonis Haslem,Nene Hilario,Kirk Hinrich,Josh Howard,Juwan Howard,Larry Hughes,Zydrunas Ilgauskas,Allen Iverson*,Jim Jackson,Stephen Jackson,LeBron James,Mike James,Antawn Jamison,Richard Jefferson,Joe Johnson,Damon Jones,Eddie Jones,Chris Kaman,Jason Kidd,Andrei Kirilenko,Kerry Kittles,Voshon Lenard,Rashard Lewis,Tyronn Lue,Corey Maggette,Jamaal Magloire,Stephon Marbury,Shawn Marion,Donyell Marshall,Kenyon Martin,Desmond Mason,Walter McCarty,Tracy McGrady,Jeff McInnis,Aaron McKie,Stanislav Medvedenko,Darius Miles,Andre Miller,Brad Miller,Mike Miller,Reggie Miller*,Yao Ming*,Cuttino Mobley,Ronald Murray,Dikembe Mutombo*,Steve Nash,Rasho Nesterovic,Dirk Nowitzki,Jermaine O'Neal,Shaquille O'Neal*,Lamar Odom,Mehmet Okur,Greg Ostertag,Tony Parker,Gary Payton*,Morris Peterson,Paul Pierce,James Posey,Tayshaun Prince,Vladimir Radmanovic,Zach Randolph,Theo Ratliff,Michael Redd,Jason Richardson,Quentin Richardson,Clifford Robinson,Jalen Rose,Joe Smith,Eric Snow,Latrell Sprewell,DeShawn Stevenson,Peja Stojakovic,Damon Stoudamire,Amar'e Stoudemire,Stromile Swift,Maurice Taylor,Jason Terry,Etan Thomas,Kenny Thomas,Kurt Thomas,Tim Thomas,Jamaal Tinsley,Hedo Turkoglu,Keith Van,Dwyane Wade,Antoine Walker,Ben Wallace,Rasheed Wallace,Charlie Ward,Bonzi Wells,Jiri Welsch,David Wesley,Jason Williams,Metta World,Lorenzen Wright"
3,Vin Baker
4,Tony Battie
5,Shane Battier
6,"Jerome James,Mark Madsen,Robert Traylor,Jahidi White,Chris Wilcox,Aaron Williams,Corliss Williamson"
7,"Jarron Collins,Dale Davis,Jeff Foster,Dan Gadzuric,Brendan Haywood,Karl Malone*,Chris Mihm,Nazr Mohammed,Bo Outlaw,Brian Skinner,Jake Voskuhl,Jerome Williams"
8,Earl Boykins
9,"Kedrick Brown,Rasual Butler,Chris Crawford,Marquis Daniels,Richie Frahm,Kareem Rush,Rodney White"
10,Caron Butler
11,Brian Cardinal
12,Calbert Cheaney
13,Speedy Claxton
14,Jason Collins
15,Antonio Daniels
16,Boris Diaw
17,"Marcus Banks,Juan Dixon,Derek Fisher,Marko Jaric"
18,Michael Doleac
19,Reggie Evans
20,T.J. Ford
21,Kendall Gill
22,Dion Glover
23,Matt Harpring
24,Trenton Hassell
25,"Anfernee Hardaway,Jarvis Hayes"
26,"Fred Hoiberg,Casey Jacobsen,Anthony Peeler"
27,Robert Horry
28,Allan Houston
29,Bobby Jackson
30,Jared Jeffries
31,Fred Jones
32,Toni Kukoc
33,Raul Lopez
34,George Lynch
35,Kevin Ollie
36,Ruben Patterson
37,Vitaly Potapenko
38,Glenn Robinson
39,"Devean George,Rodney Rogers"
40,Malik Rose
41,"Stacey Augmon,Bobby Simmons"
42,Bob Sura
43,Nick Van
44,Earl Watson
45,Alvin Williams
46,Eric Williams
