Group,Player
0,Alexis Ajinca
1,Tony Allen
2,"Lou Amundson,Alan Anderson,James Anderson,Justin Anderson,Luke Babbitt,Cameron Bairstow,Leandro Barbosa,Andrea Bargnani,Nemanja Bjelica,DeJuan Blair,Steve Blake,Elton Brand,Aaron Brooks,Anthony Brown,Markel Brown,Chase Budinger,Reggie Bullock,Alec Burks,Caron Butler,DeMarre Carroll,Vince Carter,Ian Clark,Nick Collison,Pat Connaughton,Chris Copeland,Jared Cunningham,Seth Curry,Troy Daniels,Bryce Dejean-Jones,Spencer Dinwiddie,Mike Dunleavy,Cleanthony Early,Jarell Eddie,Tyler Ennis,Tyreke Evans,Jordan Farmar,Tim Frazier,Kevin Garnett,Drew Gooden,P.J. Hairston,Jordan Hamilton,Tim Hardaway,Udonis Haslem,Spencer Hawes,Solomon Hill,Darrun Hilliard,Kirk Hinrich,Justin Holiday,Rondae Hollis-Jefferson,Marcelo Huertas,Kris Humphries,R.J. Hunter,Joe Ingles,Damien Inglis,Richard Jefferson,John Jenkins,Brandon Jennings,Chris Johnson,Orlando Johnson,James Jones,Terrence Jones,Tyus Jones,Chris Kaman,Sergey Karasev,Ryan Kelly,Sean Kilpatrick,Devyn Marble,Kendall Marshall,Jarell Martin,O.J. Mayo,Ray McCallum,Chris McCullough,K.J. McDaniels,Jordan McRae,Josh McRoberts,Mike Miller,Elijah Millsap,Anthony Morrow,Donatas Motiejunas,Xavier Munford,Shabazz Napier,Gary Neal,Jameer Nelson,Andrew Nicholson,Joakim Noah,Jusuf Nurkic,Kelly Oubre,Kostas Papanikolaou,Lamar Patterson,Adreian Payne,Cameron Payne,Nikola Pekovic,Norman Powell,Phil Pressey,Ronnie Price,Pablo Prigioni,Josh Richardson,Brian Roberts,Glenn Robinson,Terry Rozier,Damjan Rudez,Brandon Rush,Robert Sacre,Kevin Seraphin,Iman Shumpert,Henry Sims,Kyle Singler,Josh Smith,Tony Snell,Jason Terry,Lance Thomas,Anthony Tolliver,Axel Toupane,Beno Udrih,Anderson Varejao,Greivis Vasquez,Rashad Vaughn,Charlie Villanueva,Sasha Vujacic,C.J. Watson,Briante Weber,Sonny Weems,C.J. Wilcox,Mo Williams,Christian Wood,Metta World,Delon Wright,Tony Wroten,James Young,Joe Young,Nick Young"
3,Kyle Anderson
4,"Arron Afflalo,Al-Farouq Aminu,Ryan Anderson,Giannis Antetokounmpo,Carmelo Anthony,Trevor Ariza,Harrison Barnes,Matt Barnes,Will Barton,Nicolas Batum,Kent Bazemore,Bradley Beal,Patrick Beverley,Bojan Bogdanovic,Devin Booker,Chris Bosh,Avery Bradley,Corey Brewer,Kobe Bryant,Jimmy Butler,Kentavious Caldwell-Pope,Isaiah Canaan,Michael Carter-Williams,Jordan Clarkson,Darren Collison,Mike Conley,DeMarcus Cousins,Robert Covington,Allen Crabbe,Jamal Crawford,Jae Crowder,Stephen Curry,Anthony Davis,Luol Deng,DeMar DeRozan,Goran Dragic,Kevin Durant,Monta Ellis,Raymond Felton,Evan Fournier,Langston Galloway,Rudy Gay,Paul George,Danny Green,Draymond Green,Jeff Green,James Harden,Gary Harris,Tobias Harris,Gordon Hayward,George Hill,Jrue Holiday,Rodney Hood,Al Horford,Ersan Ilyasova,Kyrie Irving,Reggie Jackson,LeBron James,Joe Johnson,Stanley Johnson,Wesley Johnson,Cory Joseph,Brandon Knight,Kyle Korver,Zach LaVine,Courtney Lee,Kawhi Leonard,Damian Lillard,Jeremy Lin,Kevin Love,Kyle Lowry,Wesley Matthews,C.J. McCollum,Doug McDermott,Khris Middleton,C.J. Miles,Paul Millsap,Nikola Mirotic,Marcus Morris,Emmanuel Mudiay,Dirk Nowitzki,Victor Oladipo,Kelly Olynyk,Patrick Patterson,Chris Paul,Elfrid Payton,Otto Porter,Kristaps Porzingis,J.J. Redick,Rajon Rondo,Derrick Rose,Terrence Ross,D'Angelo Russell,Dennis Schroder,Marcus Smart,Ish Smith,J.R. Smith,Nik Stauskas,Jeff Teague,Mirza Teletovic,Garrett Temple,Isaiah Thomas,Hollis Thompson,Klay Thompson,P.J. Tucker,Evan Turner,Dwyane Wade,Dion Waiters,Kemba Walker,John Wall,Russell Westbrook,Andrew Wiggins,Deron Williams,Marvin Williams"
5,Darrell Arthur
6,D.J. Augustin
7,J.J. Barea
8,"Cole Aldrich,Omer Asik,Brandon Bass,Willie Cauley-Stein,Dewayne Dedmon,Festus Ezeli,John Henson,Nene Hilario,David Lee,Timofey Mozgov,Miles Plumlee,Dwight Powell,Amar'e Stoudemire"
9,Aron Baynes
10,"Quincy Acy,Chris Andersen,Jeff Ayres,Michael Beasley,Tarik Black,Matt Bonner,Rasual Butler,James Ennis,Jeremy Evans,Cristiano Felicio,Montrezl Harrell,J.J. Hickson,Ryan Hollins,Richaun Holmes,James Johnson,Tyler Johnson,Michael Kidd-Gilchrist,Carl Landry,Boban Marjanovic,James Michael,JaVale McGee,Salah Mejri,Andre Miller,Mike Muscala,Lucas Nogueira,Kendrick Perkins,Willie Reed,Jonathon Simmons,Greg Smith,Tiago Splitter,Jason Thompson,Jeff Withey,Brandan Wright,Tyler Zeller"
11,Eric Bledsoe
12,Andrew Bogut
13,"Jerryd Bayless,Marco Belinelli,Trey Burke,Toney Douglas,Wayne Ellington,Randy Foye,Gerald Green,Paul Pierce,Marcus Thornton"
14,"Jose Calderon,Matthew Dellavedova,Patty Mills"
15,"Steven Adams,Bismack Biyombo,Clint Capela,Tyson Chandler,Ed Davis,Taj Gibson,Rudy Gobert,Dwight Howard,Amir Johnson,DeAndre Jordan,Alex Len,Ian Mahinmi,Zaza Pachulia,Mason Plumlee,Tristan Thompson,Jonas Valanciunas,Hassan Whiteside,Cody Zeller"
16,"Omri Casspi,Jared Dudley,Chandler Parsons"
17,Mario Chalmers
18,Norris Cole
19,"LaMarcus Aldridge,Gorgui Dieng,Andre Drummond,Kenneth Faried,Derrick Favors,Pau Gasol,Aaron Gordon,Marcin Gortat,Serge Ibaka,Nikola Jokic,Enes Kanter,Brook Lopez,Robin Lopez,Greg Monroe,Markieff Morris,Nerlens Noel,Jahlil Okafor,Jabari Parker,Julius Randle,Zach Randolph,Jared Sullinger,Karl-Anthony Towns,Nikola Vucevic,Thaddeus Young"
20,Dante Cunningham
21,Boris Diaw
22,"Channing Frye,Jeremy Lamb,Meyers Leonard,Mike Scott"
23,Marc Gasol
24,Manu Ginobili
25,Archie Goodwin
26,Eric Gordon
27,Jerami Grant
28,Jerian Grant
29,Blake Griffin
30,Tyler Hansbrough
31,"Alonzo Gee,Maurice Harkless,Andre Roberson,Thabo Sefolosha"
32,Devin Harris
33,Gerald Henderson
34,Mario Hezonja
35,"Lavoy Allen,Trevor Booker,Tim Duncan,JaMychal Green,Roy Hibbert,Jordan Hill,Kosta Koufos,Myles Turner"
36,Andre Iguodala
37,Al Jefferson
38,Jonas Jerebko
39,Frank Kaminsky
40,Shane Larkin
41,Joffrey Lauvergne
42,Ty Lawson
43,Jon Leuer
44,Shaun Livingston
45,Trey Lyles
46,Shelvin Mack
47,Kevin Martin
48,Luc Mbah
49,T.J. McConnell
50,E'Twaun Moore
51,Shabazz Muhammad
52,Larry Nance
53,"Ben McLemore,Raul Neto,Austin Rivers"
54,Johnny O'Bryant
55,Kyle O'Quinn
56,Tony Parker
57,Bobby Portis
58,Tayshaun Prince
59,Ricky Rubio
60,"Thomas Robinson,JaKarr Sampson"
61,Luis Scola
62,Ramon Sessions
63,Donald Sloan
64,Jason Smith
65,Marreese Speights
66,Lance Stephenson
67,"Jarrett Jack,Rodney Stuckey"
68,Noah Vonleh
69,T.J. Warren
70,David West
71,"Danilo Gallinari,Derrick Williams,Lou Williams"
72,Justise Winslow
