Group,Player
0,"Tariq Abdul-Wahad,Cory Alexander,Rafer Alston,Kenny Anderson,Greg Anthony,Isaac Austin,William Avery,Dalibor Bagaric,Jonathan Bender,Corey Benjamin,Earl Boykins,Chucky Brown,Dee Brown,Randy Brown,Rick Brunson,Mark Bryant,Greg Buckner,Jud Buechler,Rodney Buford,Brian Cardinal,Chris Carr,Duane Causwell,Cedric Ceballos,Calbert Cheaney,Derrick Coleman,Bimbo Coles,Jason Collier,Tyrone Corbin,Jamal Crawford,John Crotty,Vonteego Cummings,Erick Dampier,Terry Davis,Todd Day,Derrick Dial,Sherman Douglas,Bryce Drew,Chris Dudley,Tyus Edney,Kevin Edwards,Obinna Ekezie,Khalid El-Amin,Jamie Feick,Derek Fisher,Greg Foster,Chris Garner,Matt Geiger,Devean George,Eddie Gill,Kendall Gill,Dion Glover,Anthony Goldwire,Steve Goodrich,Adrian Griffin,Tom Gugliotta,A.J. Guyton,Anfernee Hardaway,Ron Harper,Hersey Hawkins,Cedric Henderson,Chris Herren,Grant Hill,Eddie House,Troy Hudson,Tim James,Anthony Johnson,Avery Johnson,DerMarr Johnson,Jumaine Jones,Popeye Jones,Adam Keefe,Steve Kerr,Jerome Kersey,Travis Knight,Dan Langhi,Quincy Lewis,Luc Longley,Tyronn Lue,Mark Madsen,Dan Majerle,Darrick Martin,Vernon Maxwell,Walter McCarty,Jim McIlvaine,Derrick McKey,Chris Mills,Sam Mitchell,Jerome Moiso,Eric Montross,Chris Mullin*,Tracy Murray,Tyrone Nesby,Ira Newble,Kevin Ollie,Doug Overton,Billy Owens,Scott Padgett,Sam Perkins,Wesley Person,Mark Pope,Lavor Postell,Laron Profit,Joel Przybilla,Eldridge Recasner,Larry Robinson,Michael Ruffin,Soumaila Samake,Pepe Sanchez,Detlef Schrempf,Shawnelle Scott,Brian Skinner,Mike Smith,Vladimir Stepania,DeShawn Stevenson,Michael Stewart,Erick Strickland,Mark Strickland,Derek Strong,Dragan Tarlac,Gary Trent,David Vanterpool,Jake Voskuhl,John Wallace,Doug West,Ruben Wolkowyski"
1,Courtney Alexander
2,John Amaechi
3,"Ray Allen,Derek Anderson,Shandon Anderson,Darrell Armstrong,Chucky Atkins,Brent Barry,Travis Best,Mike Bibby,Chauncey Billups,Mookie Blaylock,Terrell Brandon,Kobe Bryant,Vince Carter,Sam Cassell,Doug Christie,Antonio Daniels,Baron Davis,Tony Delk,Michael Dickerson,Howard Eisley,Michael Finley,Rick Fox,Steve Francis,Pat Garrity,Richard Hamilton,Tim Hardaway,Lucious Harris,Fred Hoiberg,Allan Houston,Lindsey Hunter,Allen Iverson*,Mark Jackson,Stephen Jackson,Antawn Jamison,Larry Johnson,Eddie Jones,Jason Kidd,Toni Kukoc,Voshon Lenard,Rashard Lewis,Stephon Marbury,Jamal Mashburn,George McCloud,Tracy McGrady,Jeff McInnis,Aaron McKie,Ron Mercer,Andre Miller,Mike Miller,Reggie Miller*,Cuttino Mobley,Lamond Murray,Steve Nash,Johnny Newman,Dirk Nowitzki,Lamar Odom,Gary Payton*,Anthony Peeler,Morris Peterson,Eric Piatkowski,Paul Pierce,Scottie Pippen*,Terry Porter,James Posey,Glen Rice,Quentin Richardson,Clifford Robinson,Glenn Robinson,Rodney Rogers,Jalen Rose,Bryon Russell,Steve Smith,Latrell Sprewell,Jerry Stackhouse,John Starks,Bryant Stith,John Stockton*,Peja Stojakovic,Damon Stoudamire,Jason Terry,Tim Thomas,Nick Van,Keith Van,Antoine Walker,David Wesley,Chris Whitney,Alvin Williams,Jason Williams,Walt Williams,Metta World"
4,"Dana Barros,Jon Barry,Matt Bullard,Dell Curry,Emanual Davis,Hubert Davis,Mario Elie,Sean Elliott,Danny Ferry,Damon Jones,Trajan Langdon,Matt Maloney,Mike Penberthy,Isaiah Rider,Charlie Ward,Shammond Williams"
5,"Mahmoud Abdul-Rauf,Stacey Augmon,David Benoit,Cal Bowdler,Chris Crawford,Bill Curley,Michael Curry,Kornel David,Vinny Del,Lawrence Funderburke,Dean Garrett,A.C. Green,Zydrunas Ilgauskas,Gerard King,Tony Massenburg,Roshown McLeod,Paul McPherson,Chris Mihm,Hanno Mottola,Alonzo Mourning*,Lee Nailon,Eduardo Najera,Olumide Oyedeji,Cherokee Parks,Elliot Perry,Daniel Santiago,Bruno Sundov,Zan Tabak,Otis Thorpe,Loy Vaught,Monty Williams"
6,"Tony Battie,Corie Blount,Mark Blount,Calvin Booth,Ryan Bowen,Jason Caffey,Kelvin Cato,Andrew DeClercq,Evan Eschmeyer,Danny Fortson,Jeff Foster,Darvin Ham,Ervin Johnson,Todd MacCulloch,Jamaal Magloire,Jelani McCoy,Nazr Mohammed,Mikki Moore,Rasho Nesterovic,Greg Ostertag,Olden Polynice,Don Reid,Eddie Robinson,Carlos Rogers,Malik Rose,Reggie Slater,Michael Smith,Felton Spencer,Stromile Swift,Robert Traylor,Jake Tsakalidis,Samaki Walker,Jahidi White,Jerome Williams"
7,Bruce Bowen
8,"Marc Jackson,Arvydas Sabonis*"
9,"Shareef Abdur-Rahim,Vin Baker,Shawn Bradley,Elton Brand,P.J. Brown,Marcus Camby,Elden Campbell,Keon Clark,Antonio Davis,Dale Davis,Vlade Divac,Tim Duncan,LaPhonso Ellis,Patrick Ewing*,Kevin Garnett,Chris Gatling,Brian Grant,Horace Grant,Al Harrington,Othella Harrington,Alan Henderson,Tyrone Hill,Juwan Howard,Christian Laettner,Raef LaFrentz,George Lynch,Karl Malone*,Shawn Marion,Donyell Marshall,Kenyon Martin,Anthony Mason,Antonio McDyess,Darius Miles,Dikembe Mutombo*,Jermaine O'Neal,Shaquille O'Neal*,Charles Oakley,Hakeem Olajuwon*,Michael Olowokandi,Ruben Patterson,Scot Pollard,Vitaly Potapenko,Theo Ratliff,Bryant Reeves,David Robinson*,Joe Smith,Wally Szczerbiak,Kurt Thomas,Ben Wallace,Rasheed Wallace,Clarence Weatherspoon,Chris Webber,Bonzi Wells,Aaron Williams,Corliss Williamson,Kevin Willis,Lorenzen Wright"
10,Chris Childs
11,Austin Croshere
12,Michael Doleac
13,Keyon Dooling
14,Marcus Fizer
15,Adonal Foyle
16,Matt Harpring
17,Robert Horry
18,Larry Hughes
19,Bobby Jackson
20,Jim Jackson
21,Shawn Kemp
22,"Anthony Carter,Mateen Cleaves,Brevin Knight"
23,Grant Long
24,Felipe Lopez
25,Corey Maggette
26,Danny Manning
27,Desmond Mason
28,Brad Miller
29,"Nick Anderson,Jaren Jackson,Terry Mills"
30,Bo Outlaw
31,Milt Palacio
32,Chris Porter
33,Mitch Richmond*
34,Sean Rooks
35,Brian Shaw
36,"Robert Pack,Eric Snow"
37,Rod Strickland
38,Bob Sura
39,Maurice Taylor
40,Kenny Thomas
41,Hedo Turkoglu
42,"Moochie Norris,Jacque Vaughn"
43,Eric Williams
44,Scott Williams
