Group,Player
0,Kenny Anderson
1,"Ray Allen,Derek Anderson,Nick Anderson,Shandon Anderson,Darrell Armstrong,Mike Bibby,Chauncey Billups,Mookie Blaylock,Terrell Brandon,Randy Brown,Doug Christie,Bimbo Coles,Sean Elliott,Michael Finley,Anfernee Hardaway,Tim Hardaway,Ron Harper,Hersey Hawkins,Jeff Hornacek,Allan Houston,Lindsey Hunter,Allen Iverson*,Mark Jackson,Larry Johnson,Eddie Jones,Jason Kidd,Kerry Kittles,Brevin Knight,Toni Kukoc,Stephon Marbury,Ron Mercer,Reggie Miller*,Chris Mills,Lamond Murray,Tyrone Nesby,Gary Payton*,Bobby Phills,Paul Pierce,Scottie Pippen*,Mitch Richmond*,Isaiah Rider,Clifford Robinson,Jalen Rose,Bryon Russell,Steve Smith,Eric Snow,Latrell Sprewell,Jerry Stackhouse,John Starks,John Stockton*,Damon Stoudamire,Rod Strickland,Nick Van,Antoine Walker,Charlie Ward,David Wesley,Jason Williams"
2,"Tony Battie,Mark Bryant,Marcus Camby,Dale Davis,Andrew DeClercq,Lawrence Funderburke,Dean Garrett,Horace Grant,Othella Harrington,Tyrone Hill,Ervin Johnson,Luc Longley,George Lynch,Danny Manning,Charles Oakley,Michael Olowokandi,Greg Ostertag,Don Reid,J.R. Reid,Malik Rose,Michael Smith,Kurt Thomas,Robert Traylor,Ben Wallace,Clarence Weatherspoon,Jayson Williams,Jerome Williams,Lorenzen Wright"
3,"Cory Alexander,Chris Anstey,B.J. Armstrong,Keith Askins,Stacey Augmon,Thurl Bailey,Toby Bailey,Drew Barry,Corey Beck,Corey Benjamin,Corie Blount,Muggsy Bogues,Keith Booth,Bruce Bowen,Earl Boykins,Gerald Brown,Matt Bullard,Scott Burrell,Mitchell Butler,Antoine Carr,Chris Carr,Cory Carr,Sam Cassell,Duane Causwell,Cedric Ceballos,Pete Chilcutt,Keon Clark,Chris Crawford,Austin Croshere,John Crotty,William Cunningham,Bill Curley,Antonio Daniels,Ricky Davis,Terry Davis,Terry Dehere,Tony Delk,Michael Doleac,Bryce Drew,Chris Dudley,Blue Edwards,LaPhonso Ellis,Brian Evans,Jamie Feick,Greg Foster,Adonal Foyle,Todd Fuller,Marlon Garnett,Pat Garrity,Chris Gatling,Armen Gilliam,Harvey Grant,Ed Gray,A.C. Green,Tom Hammonds,Al Harrington,Lucious Harris,Michael Hawkins,J.R. Henderson,Mark Hendrickson,Carl Herrera,Jerald Honeycutt,Robert Horry,Troy Hudson,Zydrunas Ilgauskas,Randell Jackson,Anthony Johnson,Charles Jones,Damon Jones,Popeye Jones,Reggie Jordan,Adam Keefe,Steve Kerr,Jerome Kersey,Joe Kleine,Travis Knight,Christian Laettner,Raef LaFrentz,Andrew Lang,Rusty LaRue,Tim Legler,Voshon Lenard,Rashard Lewis,Tyronn Lue,Don MacLean,Rick Mahorn,Matt Maloney,Lee Mayberry,Walter McCarty,Jelani McCoy,Jim McIlvaine,Jeff McInnis,Derrick McKey,Roshown McLeod,Anthony Miller,Brad Miller,Greg Minor,Nazr Mohammed,Eric Montross,Chris Morris,Eric Murdock,Tracy Murray,Johnny Newman,Moochie Norris,Charles O'Bannon,Jermaine O'Neal,Bo Outlaw,Doug Overton,Billy Owens,Robert Pack,Cherokee Parks,Andrae Patterson,Ruben Patterson,Anthony Peeler,Will Perdue,Sam Perkins,Elliot Perry,Scot Pollard,Eldridge Recasner,Bryant Reeves,Khalid Reeves,Rodrick Rhodes,Pooh Richardson,Eric Riley,James Robinson,Dennis Rodman*,Sean Rooks,Danny Schayes,Dennis Scott,Malik Sealy,Charles Shackleford,Jeffrey Sheppard,Brian Skinner,Reggie Slater,Charles Smith,Felton Spencer,Ryan Stack,Vladimir Stepania,Michael Stewart,Erick Strickland,Mark Strickland,Derek Strong,Johnny Taylor,John Thomas,David Vaughn,Loy Vaught,Samaki Walker,Rex Walters,Eric Washington,Bill Wennington,Doug West,Mark West,DeJuan Wheat,Jahidi White,Chris Whitney,Dominique Wilkins*,Aaron Williams,Hot Rod,Haywoode Workman"
4,"Tariq Abdul-Wahad,Shareef Abdur-Rahim,Isaac Austin,Vin Baker,Charles Barkley*,Shawn Bradley,P.J. Brown,Kobe Bryant,Elden Campbell,Vince Carter,Derrick Coleman,Terry Cummings,Erick Dampier,Antonio Davis,Bison Dele,Vlade Divac,Tim Duncan,Patrick Ewing*,Danny Fortson,Kevin Garnett,Matt Geiger,Kendall Gill,Brian Grant,Tom Gugliotta,Matt Harpring,Alan Henderson,Cedric Henderson,Grant Hill,Juwan Howard,Larry Hughes,Antawn Jamison,Shawn Kemp,Grant Long,Felipe Lopez,Karl Malone*,Donyell Marshall,Tony Massenburg,Antonio McDyess,Tracy McGrady,Sam Mitchell,Alonzo Mourning*,Dikembe Mutombo*,Shaquille O'Neal*,Hakeem Olajuwon*,Vitaly Potapenko,Theo Ratliff,David Robinson*,Glenn Robinson,Arvydas Sabonis*,Detlef Schrempf,Dickey Simpkins,Joe Smith,Rik Smits,Maurice Taylor,Otis Thorpe,Gary Trent,Keith Van,Rasheed Wallace,Chris Webber,Corliss Williamson,Kevin Willis"
5,"Greg Anthony,Dana Barros,Brent Barry,Dee Brown,Jud Buechler,Rex Chapman,Chris Childs,Tyrone Corbin,Dell Curry,Hubert Davis,Michael Dickerson,Joe Dumars*,Mario Elie,Dale Ellis,Danny Ferry,Derek Fisher,Rick Fox,Derek Harper,Jaren Jackson,Sam Mack,Dan Majerle,Darrick Martin,Vernon Maxwell,George McCloud,Cuttino Mobley,Chris Mullin*,Steve Nash,Chuck Person,Wesley Person,Eric Piatkowski,Terry Porter,Brent Price,Glen Rice,Bryant Stith,Peja Stojakovic,Walt Williams"
6,Jon Barry
7,Chucky Brown
8,Jason Caffey
9,Kelvin Cato
