Group,Player
0,"Michael Adams,Danny Ainge,Rex Chapman,Kevin Edwards,Craig Ehlo,Dale Ellis,Sleepy Floyd,Gary Grant,Darrell Griffith,Derek Harper,Hersey Hawkins,Rod Higgins,Jeff Hornacek,Jay Humphries,Mark Jackson,Eddie Johnson,Vernon Maxwell,Mike McGee,Reggie Miller*,Chris Morris,Johnny Newman,Terry Porter,Harold Pressley,Mark Price,Doc Rivers,Byron Scott,Jack Sikma,Rory Sparrow,Gerald Wilkins,Mike Woodson"
1,"Kareem Abdul-Jabbar*,Mark Aguirre,Greg Anderson,Ron Anderson,Willie Anderson,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Rolando Blackman,Frank Brickowski,Michael Cage,Joe Barry,Bill Cartwright,Terry Catledge,Tom Chambers,Maurice Cheeks,Lester Conner,Wayne Cooper,Terry Cummings,Earl Cureton,Quintin Dailey,Adrian Dantley*,Brad Daugherty,Clyde Drexler*,Kevin Duckworth,Mark Eaton,Alex English*,Patrick Ewing*,Vern Fleming,Winston Garland,Armen Gilliam,Mike Gminski,Horace Grant,A.C. Green,Ron Harper,Roy Hinson,Dennis Johnson*,Kevin Johnson,Magic Johnson*,Vinnie Johnson,Michael Jordan*,Jerome Kersey,Bernard King*,Larry Krystkowiak,Bill Laimbeer,Fat Lever,Cliff Levingston,Reggie Lewis,Alton Lister,Grant Long,Jeff Malone,Karl Malone*,Moses Malone*,Rodney McCray,Xavier McDaniel,Kevin McHale*,Derrick McKey,Chris Mullin*,Larry Nance,Ken Norman,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Chuck Person,Jim Petersen,Ed Pinckney,Scottie Pippen*,Paul Pressey,Kurt Rambis,Robert Reid,Mitch Richmond*,Alvin Robertson,Danny Schayes,Detlef Schrempf,Rony Seikaly,Charles Smith,Kenny Smith,Larry Smith,Rik Smits,John Stockton*,Terry Teagle,Reggie Theus,Isiah Thomas*,Billy Thompson,LaSalle Thompson,Otis Thorpe,Wayman Tisdale,Kelly Tripucka,Dominique Wilkins*,Buck Williams,Herb Williams,Hot Rod,John Williams,James Worthy*"
2,John Battle
3,"Richard Anderson,Ricky Berry,Scott Brooks,Michael Cooper,Brad Davis,Gerald Henderson,Craig Hodges,John Paxson,Russ Schoene,Jon Sundvold,Trent Tucker,Reggie Williams"
4,Walter Berry
5,"Mark Acres,Steve Alford,Michael Anderson,John Bagley,Ken Bannister,Larry Bird*,Otis Birdsong,Uwe Blab,Muggsy Bogues,Anthony Bowie,Sam Bowie,Dudley Bradley,Adrian Branch,Randy Breuer,Mike Brown,Tony Brown,Mark Bryant,Greg Butler,Tony Campbell,Ben Coleman,Steve Colter,Dallas Comegys,Darwin Cook,Dave Corzine,Pat Cummings,Dell Curry,Charles Davis,Mark Davis,Johnny Dawkins,Vinny Del,Greg Dreiling,Chris Dudley,T.R. Dunn,James Edwards,Jim Farmer,Dave Feitl,Duane Ferrell,Tellis Frank,Anthony Frederick,Corey Gaines,Kevin Gamble,Grant Gondrezick,Ron Grandison,Harvey Grant,Stuart Gray,Sylvester Gray,Jeff Grayer,Rickey Green,Jack Haley,Bob Hansen,Bill Hanzlik,Mike Holton,Tito Horford,Phil Hubbard,Eddie Hughes,Marc Iavaroni,Avery Johnson,Frank Johnson,Anthony Jones,Bill Jones,Caldwell Jones,Charles Jones,Charles Jones,Shelton Jones,Tim Kempton,Steve Kerr,Randolph Keys,Albert King,Greg Kite,Bart Kofoed,Jeff Lamp,Jerome Lane,Andrew Lang,Allen Leavell,Eric Leckner,Keith Lee,Jim Les,Ralph Lewis,Rob Lock,Brad Lohaus,John Long,Sidney Lowe,John Lucas,Dan Majerle,Danny Manning,Tim McCormick,Ben McDonald,Mark McNamara,Todd Mitchell,Paul Mokeski,Pete Myers,Calvin Natt,Craig Neal,Ed Nealy,Chuck Nevitt,Norm Nixon,Jose Ortiz,Jim Paxson,Will Perdue,Tim Perry,Olden Polynice,Dave Popson,Dominic Pressley,Blair Rasmussen,Jerry Reynolds,David Rivers,Fred Roberts,Cliff Robinson,Tree Rollins,Scott Roth,Brian Rowsom,John Salley,Ralph Sampson*,Charles Shackleford,John Shasky,Purvis Short,Jerry Sichting,Derek Smith,Mike Smrek,John Starks,Everette Stephens,Brook Steppe,Roy Tarpley,Anthony Taylor,Bernard Thompson,Bob Thornton,Sedale Threatt,Ray Tolbert,Tom Tolbert,Elston Turner,Terry Tyler,Kelvin Upshaw,Darnell Valentine,Kiki Vandeweghe,Jay Vincent,Pearl Washington,Chris Welp,Bill Wennington,Clinton Wheeler,Eric White,Jerome Whitehead,Morlon Wiley,Eddie Lee,Kevin Williams,Micheal Williams,David Wingate,Randy Wittman,Joe Wolf,Danny Young"
6,Manute Bol
7,Antoine Carr
8,"Mark Alarie,Brad Sellers,Kenny Walker"
9,"Walter Davis,Joe Dumars*,Ricky Pierce"
10,"Tyrone Corbin,James Donaldson,Dave Hoppen,Buck Johnson,Steve Johnson,Jon Koncak,Rick Mahorn,Dennis Rodman*,Mychal Thompson,Mark West"
11,Ledell Eackles
12,Tom Garrick
13,"Sidney Green,Dave Greenwood,Joe Kleine"
14,Scott Hastings
15,"Derrick Chievous,Dennis Hopson"
16,Nate McMillan
17,Sidney Moncrief
18,Mike Sanders
19,Scott Skiles
20,Otis Smith
21,Rod Strickland
22,Sam Vincent
23,"Brian Shaw,Darrell Walker"
24,Spud Webb
25,Orlando Woolridge
