Group,Player
0,"Tariq Abdul-Wahad,Malik Allen,Rafer Alston,John Amaechi,Chris Andersen,Nick Anderson,Brandon Armstrong,Carlos Arroyo,Isaac Austin,William Avery,Dalibor Bagaric,Erick Barkley,Dana Barros,Mengke Bateer,Raja Bell,Mookie Blaylock,Mark Blount,Calvin Booth,Ruben Boumtje-Boumtje,Cal Bowdler,Earl Boykins,Michael Bradley,Shawn Bradley,Primoz Brezec,Kedrick Brown,Kwame Brown,Tierre Brown,Rick Brunson,Mark Bryant,Greg Buckner,Jud Buechler,Matt Bullard,Jason Caffey,Anthony Carter,Mateen Cleaves,Bimbo Coles,Jason Collier,Chris Crawford,Jamal Crawford,Joe Crispin,John Crotty,Vonteego Cummings,Dell Curry,Samuel Dalembert,Emanual Davis,Hubert Davis,Andrew DeClercq,Tony Delk,Derrick Dial,Michael Dickerson,DeSagana Diop,Michael Doleac,Keyon Dooling,Bryce Drew,Chris Dudley,Howard Eisley,Obinna Ekezie,Evan Eschmeyer,Patrick Ewing*,Danny Ferry,Alton Ford,Antonis Fotsis,Tremaine Fowlkes,Lawrence Funderburke,Dean Garrett,Chris Gatling,Eddie Gill,Kendall Gill,Dion Glover,Tom Gugliotta,A.J. Guyton,Tim Hardaway,Donnell Harvey,Alan Henderson,Grant Hill,Tyrone Hill,Eddie House,Steven Hunter,Jaren Jackson,Jermaine Jackson,Marc Jackson,Stephen Jackson,Jerome James,Mike James,Harold Jamison,Anthony Johnson,Alvin Jones,Damon Jones,Steve Kerr,Travis Knight,Trajan Langdon,Dan Langhi,Rusty LaRue,Voshon Lenard,Quincy Lewis,Randy Livingston,Art Long,Felipe Lopez,George Lynch,Sam Mack,Mark Madsen,Dan Majerle,Danny Manning,Sean Marks,Donny Marshall,Walter McCarty,Amal McCaskill,Jelani McCoy,Antonio McDyess,Derrick McKey,Stanislav Medvedenko,Chris Mills,Sam Mitchell,Eric Montross,Mikki Moore,Terence Morris,Tracy Murray,Ira Newble,Johnny Newman,Charles Oakley,Lamar Odom,Dean Oliver,Doug Overton,Olumide Oyedeji,Robert Pack,Milt Palacio,Cherokee Parks,Mark Pope,Terry Porter,Lavor Postell,Vladimir Radmanovic,Zach Randolph,Don Reid,Glen Rice,Mitch Richmond*,Isaiah Rider,Eddie Robinson,Carlos Rogers,Sean Rooks,Michael Ruffin,Kenny Satterfield,Brian Scalabrine,Shawnelle Scott,Ansu Sesay,Brian Shaw,Bobby Simmons,Jabari Smith,Will Solomon,Felton Spencer,John Starks,Vladimir Stepania,DeShawn Stevenson,Bryant Stith,Mark Strickland,Etan Thomas,Oscar Torres,Gerald Wallace,John Wallace,Earl Watson,Rodney White,Scott Williams,Shammond Williams,Walt Williams,Kevin Willis,Loren Woods,Wang Zhizhi"
1,Courtney Alexander
2,Shandon Anderson
3,Greg Anthony
4,Gilbert Arenas
5,"Ray Allen,Derek Anderson,Darrell Armstrong,Chucky Atkins,Brent Barry,Jon Barry,Chauncey Billups,Doug Christie,Antonio Daniels,Derek Fisher,Pat Garrity,Troy Hudson,Bobby Jackson,Kerry Kittles,Toni Kukoc,Rashard Lewis,Mike Miller,Reggie Miller*,Steve Nash,Anthony Peeler,Wesley Person,Morris Peterson,Eric Piatkowski,Quentin Richardson,Rodney Rogers,Steve Smith,Erick Strickland,Tim Thomas,Chris Whitney"
6,Stacey Augmon
7,Vin Baker
8,Jonathan Bender
9,Travis Best
