Group,Player
0,"Mahmoud Abdul-Rauf,Cory Alexander,Ray Allen,Kenny Anderson,Greg Anthony,Keith Askins,Travis Best,Mookie Blaylock,Muggsy Bogues,Terrell Brandon,Sam Cassell,Rex Chapman,Chris Childs,Doug Christie,Tyrone Corbin,Dell Curry,Sasha Danilovic,Todd Day,Vinny Del,Sherman Douglas,Clyde Drexler*,Joe Dumars*,Mario Elie,Dale Ellis,LaPhonso Ellis,Danny Ferry,Michael Finley,Rick Fox,Kendall Gill,Anfernee Hardaway,Tim Hardaway,Derek Harper,Ron Harper,Hersey Hawkins,Jeff Hornacek,Robert Horry,Allan Houston,Lindsey Hunter,Allen Iverson*,Jim Jackson,Mark Jackson,Avery Johnson,Kevin Johnson,Eddie Jones,Michael Jordan*,Steve Kerr,Jason Kidd,Kerry Kittles,Toni Kukoc,Voshon Lenard,Matt Maloney,Stephon Marbury,Darrick Martin,Jamal Mashburn,Vernon Maxwell,George McCloud,Reggie Miller*,Chris Mills,Terry Mills,Chris Mullin*,Tracy Murray,Gary Payton*,Anthony Peeler,Sam Perkins,Elliot Perry,Wesley Person,Bobby Phills,Scottie Pippen*,Terry Porter,Mark Price,Glen Rice,Mitch Richmond*,Isaiah Rider,Clifford Robinson,Glenn Robinson,Bryon Russell,Detlef Schrempf,Dennis Scott,Malik Sealy,Brian Shaw,Steve Smith,Latrell Sprewell,Jerry Stackhouse,John Starks,Bryant Stith,John Stockton*,Damon Stoudamire,Rod Strickland,Nick Van,Charlie Ward,David Wesley,Dominique Wilkins*,Gerald Wilkins,Walt Williams"
1,Nick Anderson
2,"Rafael Addison,Jerome Allen,Shandon Anderson,Willie Anderson,B.J. Armstrong,Darrell Armstrong,Vincent Askew,Dana Barros,Brent Barry,Jon Barry,Melvin Booker,Frank Brickowski,Scott Brooks,Dee Brown,Marcus Brown,Kobe Bryant,Jud Buechler,Matt Bullard,Scott Burrell,Willie Burton,Mitchell Butler,Chris Carr,Duane Causwell,Pete Chilcutt,Randolph Childress,Bimbo Coles,John Crotty,Terry Cummings,Michael Curry,Lloyd Daniels,Emanual Davis,Hubert Davis,Terry Dehere,Tony Delk,Greg Dreiling,Kevin Duckworth,Tony Dumas,Blue Edwards,Kevin Edwards,Craig Ehlo,Howard Eisley,Duane Ferrell,Derek Fisher,Greg Foster,Kevin Gamble,Reggie Geary,Anthony Goldwire,Greg Graham,Gary Grant,Jeff Grayer,Lucious Harris,Michael Hawkins,Shane Heal,Mark Hendrickson,Fred Hoiberg,Bobby Hurley,Jaren Jackson,Henry James,Eddie Johnson,Joe Kleine,Tim Legler,Randy Livingston,Grant Long,John Long,Sam Mack,Don MacLean,Dan Majerle,Rich Manning,Sarunas Marciulionis*,Donny Marshall,Donyell Marshall,Lee Mayberry,Walter McCarty,Jeff McInnis,Aaron McKie,Nate McMillan,Loren Meyer,Tracy Moore,Chris Morris,Lawrence Moten,Eric Murdock,Steve Nash,Ed O'Bannon,Doug Overton,Eric Piatkowski,Brent Price,Eldridge Recasner,Khalid Reeves,Shawn Respert,Pooh Richardson,Chris Robinson,James Robinson,Rumeal Robinson,Dwayne Schintzius,Byron Scott,Lionel Simmons,Kenny Smith,Tony Smith,Erick Strickland,Brooks Thompson,Sedale Threatt,Rex Walters,Jamie Watson,Donald Whiteside,Chris Whitney,Reggie Williams,David Wingate,Dontonio Wingfield"
3,"Shareef Abdur-Rahim,Greg Anderson,Isaac Austin,Vin Baker,Charles Barkley*,Shawn Bradley,P.J. Brown,Marcus Camby,Elden Campbell,Cedric Ceballos,Calbert Cheaney,Derrick Coleman,Marty Conlon,Antonio Davis,Dale Davis,Mark Davis,Vlade Divac,Patrick Ewing*,Kevin Garnett,Dean Garrett,Armen Gilliam,Horace Grant,A.C. Green,Tom Gugliotta,Tom Hammonds,Carl Herrera,Grant Hill,Tyrone Hill,Juwan Howard,Ervin Johnson,Larry Johnson,Popeye Jones,Shawn Kemp,Travis Knight,Christian Laettner,Karl Malone*,Danny Manning,Anthony Mason,Tony Massenburg,Antonio McDyess,Sam Mitchell,Alonzo Mourning*,Gheorghe Muresan,Dikembe Mutombo*,Shaquille O'Neal*,Charles Oakley,Hakeem Olajuwon*,Greg Ostertag,Bo Outlaw,Billy Owens,Will Perdue,Olden Polynice,Theo Ratliff,Bryant Reeves,Rodney Rogers,Arvydas Sabonis*,Rony Seikaly,Joe Smith,Michael Smith,Rik Smits,Felton Spencer,Derek Strong,Otis Thorpe,Gary Trent,Loy Vaught,Antoine Walker,Rasheed Wallace,Clarence Weatherspoon,Chris Webber,Buck Williams,Eric Williams,Hot Rod,Scott Williams,Corliss Williamson,Kevin Willis,Lorenzen Wright"
4,"Ashraf Amaya,Stacey Augmon,Donnie Boyce,Mark Bradtke,Randy Brown,Michael Cage,Adrian Caldwell,Yinka Dare,Bison Dele,Nate Driggers,Acie Earl,Pervis Ellison,Jamie Feick,Todd Fuller,Brian Grant,Litterial Green,Darrin Hancock,Alan Henderson,Stacey King,Antonio Lang,Eric Leckner,Alton Lister,Rick Mahorn,Amal McCaskill,Xavier McDaniel,Derrick McKey,Greg Minor,Eric Mobley,Martin Muursepp,Ruben Nembhard,Ivano Newbill,Ken Norman,Jermaine O'Neal,Ray Owes,Robert Parish*,Dino Radja,Don Reid,Stanley Roberts,David Robinson*,Lou Roe,Sean Rooks,Malik Rose,Donald Royal,Clifford Rozier,Kevin Salvadori,Danny Schayes,Dickey Simpkins,Charles Smith,Eric Snow,Larry Stewart,Mark Strickland,Brett Szabo,Zan Tabak,Kurt Thomas,LaSalle Thompson,Wayman Tisdale,David Vaughn,Samaki Walker,Ben Wallace,Bill Wennington,Herb Williams,Jerome Williams,Joe Wolf,Sharone Wright,George Zidek"
5,"Corie Blount,Chucky Brown,Mark Bryant,Jason Caffey,Andrew DeClercq,Matt Geiger,Darvin Ham,Steve Hamer,Othella Harrington,Stephen Howard,Reggie Jordan,Adam Keefe,Priest Lauderdale,Horacio Llamas,George Lynch,Oliver Miller,Cherokee Parks,Ed Pinckney,Reggie Slater,Stojko Vrankovic,John Wallace,Mark West,Aaron Williams,Lorenzo Williams,Monty Williams,David Wood"
6,Erick Dampier
7,Tyus Edney
8,Sean Elliott
9,Chris Gatling
