Group,Player
0,"Malik Allen,Rafer Alston,David Andersen,Ryan Anderson,Hilton Armstrong,Darrell Arthur,Chucky Atkins,D.J. Augustin,Leandro Barbosa,Tony Battie,Nicolas Batum,Rodrigue Beaubois,Marco Belinelli,Charlie Bell,Raja Bell,Jonathan Bender,Steve Blake,Keith Bogans,Matt Bonner,Earl Boykins,Bobby Brown,Devin Brown,Shannon Brown,Chase Budinger,Brian Cardinal,Rodney Carney,DeMarre Carroll,Matt Carroll,Anthony Carter,Earl Clark,Jason Collins,Mardy Collins,Daequan Cook,Ricky Davis,Austin Daye,Keyon Dooling,Toney Douglas,Chris Duhon,Mike Dunleavy,Wayne Ellington,Maurice Evans,Jordan Farmar,Rudy Fernandez,Michael Finley,Francisco Garcia,Alonzo Gee,Devean George,Daniel Gibson,Danny Green,Hamed Haddadi,Tyler Hansbrough,Trenton Hassell,Jarvis Hayes,Luther Head,Gerald Henderson,Eddie House,Josh Howard,Lester Hudson,Larry Hughes,Lindsey Hunter,Allen Iverson*,Royal Ivey,Darnell Jackson,Anthony Johnson,James Johnson,James Jones,Jason Kapono,Coby Karl,Kyle Korver,Marcus Landry,Ty Lawson,Cartier Martin,Roger Mason,Eric Maynor,Tracy McGrady,Dominic McGuire,Jodie Meeks,C.J. Miles,Jamario Moon,Adam Morrison,Eduardo Najera,Andres Nocioni,Steve Novak,Kevin Ollie,Travis Outlaw,Jannero Pargo,Sasha Pavlovic,Oleksiy Pecherov,Morris Peterson,James Posey,Josh Powell,A.J. Price,Ronnie Price,Chris Quinn,Vladimir Radmanovic,Michael Redd,Nate Robinson,Quinton Ross,Brian Scalabrine,Bobby Simmons,James Singleton,Brian Skinner,Jason Smith,Joe Smith,Jerry Stackhouse,DeShawn Stevenson,Peja Stojakovic,DaJuan Summers,Jermaine Taylor,Jeff Teague,Sebastian Telfair,Garrett Temple,Tim Thomas,Jamaal Tinsley,Ime Udoka,Sasha Vujacic,Henry Walker,Luke Walton,Kyle Weaver,Delonte West,Jason Williams,Jawad Williams,Marcus Williams,Reggie Williams,Antoine Wright,Dorell Wright,Nick Young"
1,"LaMarcus Aldridge,Ray Allen,Carmelo Anthony,Trevor Ariza,Andrea Bargnani,Matt Barnes,Michael Beasley,Mike Bibby,Chauncey Billups,DeJuan Blair,Andray Blatche,Andrew Bogut,Carlos Boozer,Chris Bosh,Elton Brand,Corey Brewer,Aaron Brooks,Kobe Bryant,Caron Butler,Rasual Butler,Andrew Bynum,Jose Calderon,Marcus Camby,Vince Carter,Omri Casspi,Mario Chalmers,Wilson Chandler,Darren Collison,Mike Conley,Jamal Crawford,Stephen Curry,Samuel Dalembert,Baron Davis,Carlos Delfino,Luol Deng,DeMar DeRozan,Boris Diaw,Goran Dragic,Tim Duncan,Kevin Durant,Monta Ellis,Tyreke Evans,Raymond Felton,Derek Fisher,Jonny Flynn,Danilo Gallinari,Kevin Garnett,Marc Gasol,Pau Gasol,Rudy Gay,Taj Gibson,Manu Ginobili,Ryan Gomes,Drew Gooden,Eric Gordon,Danny Granger,Jeff Green,James Harden,Al Harrington,Devin Harris,Udonis Haslem,Spencer Hawes,Chuck Hayes,Brendan Haywood,Roy Hibbert,J.J. Hickson,Nene Hilario,George Hill,Grant Hill,Kirk Hinrich,Jrue Holiday,Al Horford,Dwight Howard,Serge Ibaka,Andre Iguodala,Ersan Ilyasova,Jarrett Jack,Stephen Jackson,LeBron James,Antawn Jamison,Al Jefferson,Richard Jefferson,Brandon Jennings,Jonas Jerebko,Joe Johnson,Chris Kaman,Jason Kidd,Nenad Krstic,Carl Landry,Courtney Lee,David Lee,Rashard Lewis,Brook Lopez,Kevin Love,Corey Maggette,Shawn Marion,Kenyon Martin,Wesley Matthews,Jason Maxiell,O.J. Mayo,Luc Mbah,Antonio McDyess,Andre Miller,Brad Miller,Paul Millsap,Troy Murphy,Steve Nash,Jameer Nelson,Joakim Noah,Dirk Nowitzki,Jermaine O'Neal,Lamar Odom,Emeka Okafor,Mehmet Okur,Chris Paul,Kendrick Perkins,Paul Pierce,Zach Randolph,J.J. Redick,Jason Richardson,Luke Ridnour,Rajon Rondo,Derrick Rose,Brandon Roy,John Salmons,Luis Scola,J.R. Smith,Josh Smith,Amar'e Stoudemire,Rodney Stuckey,Jason Terry,Jason Thompson,Al Thornton,Marcus Thornton,Hedo Turkoglu,Beno Udrih,Anderson Varejao,Charlie Villanueva,Dwyane Wade,Ben Wallace,Gerald Wallace,C.J. Watson,Earl Watson,David West,Russell Westbrook,Deron Williams,Lou Williams,Marvin Williams,Mo Williams,Metta World,Thaddeus Young"
2,"Tony Allen,Jeff Ayres,Kelenna Azubuike,Marcus Banks,Earl Barron,Brandon Bass,Andris Biedrins,Josh Boone,Jon Brockman,Derrick Brown,Kwame Brown,Jarron Collins,Dante Cunningham,Marquis Daniels,Glen Davis,DeSagana Diop,Joey Dorsey,Reggie Evans,Kyrylo Fesenko,Jeff Foster,Dan Gadzuric,Sundiata Gaines,J.R. Giddens,Joey Graham,Stephen Graham,Aaron Gray,Malik Hairston,Jordan Hill,Chris Hunter,Steven Hunter,Didier Ilunga-Mbenga,Nathan Jawai,Solomon Jones,Kosta Koufos,Acie Law,Shaun Livingston,Jamaal Magloire,Ian Mahinmi,Sean May,Josh McRoberts,Pops Mensah-Bonsu,Darko Milicic,Mikki Moore,Randolph Morris,Rasho Nesterovic,Fabricio Oberto,Greg Oden,Johan Petro,Leon Powe,Joel Przybilla,Anthony Randolph,Theo Ratliff,Chris Richard,Etan Thomas,Kenny Thomas,Ronny Turiaf,Mario West,D.J. White,Chris Wilcox,Sean Williams,Shelden Williams,Julian Wright"
3,Carlos Arroyo
4,"J.J. Barea,Randy Foye,Ben Gordon,Willie Green,Kevin Martin"
5,"Jerryd Bayless,Kyle Lowry"
6,"Lou Amundson,Chris Andersen,Joel Anthony,Tyson Chandler,Nick Collison,Erick Dampier,Marcin Gortat,Ryan Hollins,Amir Johnson,DeAndre Jordan,Robin Lopez,JaVale McGee,Nazr Mohammed,Shaquille O'Neal*,Zaza Pachulia,Craig Smith,Hasheem Thabeet"
7,Ronnie Brewer
8,"Arron Afflalo,Shane Battier,Jared Dudley,Channing Frye,Donte Greene,Mike Miller,Anthony Morrow,Anthony Parker,Mickael Pietrus,Quentin Richardson,Brandon Rush,Rasheed Wallace,Martell Webster"
9,Chris Douglas-Roberts
10,T.J. Ford
11,"Gilbert Arenas,Richard Hamilton"
12,Zydrunas Ilgauskas
13,Jared Jeffries
14,Yi Jianlian
15,Dahntay Jones
16,Andrei Kirilenko
17,Ronald Murray
18,Tony Parker
19,Tayshaun Prince
20,Sergio Rodriguez
21,Thabo Sefolosha
22,"Will Bynum,Ramon Sessions"
23,"Juwan Howard,Darius Songaila"
24,Kurt Thomas
25,"Kris Humphries,Marreese Speights,Tyrus Thomas"
26,Anthony Tolliver
27,Hakim Warrick
28,Sonny Weems
29,Damien Wilkins
30,Terrence Williams
31,Sam Young
