Group,Player
0,Willie Anderson
1,"Mahmoud Abdul-Rauf,Kenny Anderson,Greg Anthony,Chris Childs,Bimbo Coles,Sherman Douglas,Tyus Edney,Blue Edwards,Tim Hardaway,Ron Harper,Mark Jackson,Jason Kidd,Vernon Maxwell,Terry Porter,Pooh Richardson,Alvin Robertson,John Stockton*,Damon Stoudamire,Nick Van"
2,Vincent Askew
3,Keith Askins
4,"Michael Adams,Rafael Addison,Cory Alexander,Jerome Allen,John Amaechi,Greg Anderson,Steve Bardo,Jon Barry,Mario Bennett,Travis Best,Corie Blount,Melvin Booker,Anthony Bowie,Marques Bragg,Tim Breaux,Frank Brickowski,Scott Brooks,Randy Brown,Jud Buechler,Matt Bullard,Scott Burrell,Junior Burrough,Mitchell Butler,Jason Caffey,Chris Carr,Duane Causwell,Pete Chilcutt,Randolph Childress,Doug Christie,Derrick Coleman,Marty Conlon,Tyrone Corbin,Joe Courtney,John Crotty,Michael Curry,Sasha Danilovic,Yinka Dare,Mark Davis,Terry Davis,Andrew DeClercq,Richard Dumas,Ledell Eackles,Acie Earl,Doug Edwards,James Edwards,Kevin Edwards,Howard Eisley,Vincenzo Esposito,Duane Ferrell,Sherell Ford,Greg Foster,Kevin Gamble,Kenny Gattison,Anthony Goldwire,Greg Graham,Ron Grandison,Gary Grant,Greg Grant,Tom Hammonds,Lucious Harris,Antonio Harvey,Carl Herrera,Sean Higgins,Donald Hodge,Byron Houston,Eddie Johnson,Charles Jones,Reggie Jordan,Randolph Keys,Jimmy King,Stacey King,Joe Kleine,Voshon Lenard,Martin Lewis,Brad Lohaus,George Lynch,Sam Mack,Mark Macon,Rick Mahorn,Jeff Malone,Danny Manning,Rich Manning,Donny Marshall,Donyell Marshall,Jamal Mashburn,Lee Mayberry,Nate McMillan,Loren Meyer,Anthony Miller,Harold Miner,Tracy Moore,Lawrence Moten,Todd Mundt,Pete Myers,Ed O'Bannon,Dan O'Sullivan,Greg Ostertag,Doug Overton,Cherokee Parks,Tim Perry,Eric Piatkowski,Mark Price,Eldridge Recasner,Khalid Reeves,Terrence Rencher,Shawn Respert,Jerry Reynolds,Eric Riley,Doc Rivers,Fred Roberts,Stanley Roberts,Rumeal Robinson,Lou Roe,Bryon Russell,John Salley,Danny Schayes,Dwayne Schintzius,Lionel Simmons,Dickey Simpkins,Scott Skiles,Tony Smith,Eric Snow,Derek Strong,Bob Sura,Greg Sutton,Brooks Thompson,LaSalle Thompson,Keith Tower,Jeff Turner,David Vaughn,Rex Walters,Charlie Ward,Jamie Watson,Doug West,Mark West,Dwayne Whitfield,Chris Whitney,Gerald Wilkins,Herb Williams,Micheal Williams,Monty Williams,Reggie Williams,Scott Williams,Corliss Williamson,David Wingate,Dontonio Wingfield,David Wood,Haywoode Workman,George Zidek"
5,"Stacey Augmon,Vin Baker,Charles Barkley*,Benoit Benjamin,Shawn Bradley,P.J. Brown,Michael Cage,Elden Campbell,Cedric Ceballos,Terry Cummings,Antonio Davis,Dale Davis,Bison Dele,Vlade Divac,Chris Dudley,Patrick Ewing*,Kevin Garnett,Matt Geiger,Armen Gilliam,Brian Grant,Horace Grant,A.C. Green,Tom Gugliotta,Grant Hill,Juwan Howard,Ervin Johnson,Larry Johnson,Popeye Jones,Shawn Kemp,Christian Laettner,Andrew Lang,Grant Long,Karl Malone*,Anthony Mason,Antonio McDyess,Derrick McKey,Oliver Miller,Sam Mitchell,Alonzo Mourning*,Gheorghe Muresan,Dikembe Mutombo*,Shaquille O'Neal*,Charles Oakley,Hakeem Olajuwon*,Billy Owens,Olden Polynice,Dino Radja,Bryant Reeves,David Robinson*,Dennis Rodman*,Arvydas Sabonis*,Rony Seikaly,Joe Smith,Rik Smits,Kurt Thomas,Otis Thorpe,Loy Vaught,Clarence Weatherspoon,Buck Williams,Jayson Williams,Kevin Willis"
6,"Dana Barros,Brent Barry,Brent Price"
7,David Benoit
8,"Nick Anderson,B.J. Armstrong,Mookie Blaylock,Terrell Brandon,Sam Cassell,Calbert Cheaney,Dell Curry,Terry Dehere,Vinny Del,Clyde Drexler*,Sean Elliott,Dale Ellis,Danny Ferry,Michael Finley,Rick Fox,Anfernee Hardaway,Derek Harper,Hersey Hawkins,Jeff Hornacek,Robert Horry,Allan Houston,Jim Jackson,Eddie Jones,Michael Jordan*,Toni Kukoc,Dan Majerle,George McCloud,Aaron McKie,Reggie Miller*,Chris Mills,Tracy Murray,Johnny Newman,Gary Payton*,Sam Perkins,Chuck Person,Wesley Person,Bobby Phills,Scottie Pippen*,Glen Rice,Mitch Richmond*,Isaiah Rider,Clifford Robinson,Glenn Robinson,Detlef Schrempf,Dennis Scott,Steve Smith,Latrell Sprewell,Jerry Stackhouse,John Starks,Bryant Stith,Rod Strickland,David Wesley,Walt Williams"
9,Antoine Carr
