Group,Player
0,Mahmoud Abdul-Rauf
1,"Mark Aguirre,Nick Anderson,Ron Anderson,Willie Anderson,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Rolando Blackman,Frank Brickowski,Willie Burton,Michael Cage,Tony Campbell,Antoine Carr,Bill Cartwright,Duane Causwell,Tom Chambers,Derrick Coleman,Tyrone Corbin,Terry Cummings,Brad Daugherty,Vlade Divac,James Donaldson,Sherman Douglas,Clyde Drexler*,Kevin Duckworth,Joe Dumars*,Mark Eaton,James Edwards,Sean Elliott,Pervis Ellison,Patrick Ewing*,Vern Fleming,Kevin Gamble,Kenny Gattison,Kendall Gill,Armen Gilliam,Harvey Grant,Horace Grant,A.C. Green,Buck Johnson,Eddie Johnson,Kevin Johnson,Michael Jordan*,Shawn Kemp,Jerome Kersey,Bernard King*,Greg Kite,Bill Laimbeer,Andrew Lang,Reggie Lewis,Alton Lister,Grant Long,Rick Mahorn,Dan Majerle,Jeff Malone,Karl Malone*,Moses Malone*,Danny Manning,Rodney McCray,Xavier McDaniel,Kevin McHale*,Derrick McKey,Sam Mitchell,Chris Mullin*,Larry Nance,Johnny Newman,Ken Norman,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Ricky Pierce,Ed Pinckney,Scottie Pippen*,Olden Polynice,J.R. Reid,Mitch Richmond*,Fred Roberts,Alvin Robertson,Clifford Robinson,David Robinson*,Dennis Rodman*,Danny Schayes,Detlef Schrempf,Rony Seikaly,Brian Shaw,Lionel Simmons,Charles Smith,Larry Smith,Otis Smith,Rik Smits,Felton Spencer,Rod Strickland,Reggie Theus,LaSalle Thompson,Otis Thorpe,Sedale Threatt,Kiki Vandeweghe,Mark West,Dominique Wilkins*,Gerald Wilkins,Buck Williams,Kevin Willis,Orlando Woolridge,James Worthy*"
2,"Steve Alford,Dana Barros,Johnny Dawkins,Mario Elie,Jim Grandholm,Scott Hastings,Sidney Moncrief,Drazen Petrovic*,Mark Price"
3,B.J. Armstrong
4,John Battle
5,"Alaa Abdelnaby,Mark Alarie,Greg Anderson,Keith Askins,Kenny Battle,William Bedford,Winston Bennett,Lance Blanks,Anthony Bonner,Tony Brown,Jud Buechler,Adrian Caldwell,Rick Calloway,Elden Campbell,Derrick Chievous,Richard Coffey,Steve Colter,Lester Conner,Anthony Cook,Wayne Cooper,Dave Corzine,Earl Cureton,Quintin Dailey,Adrian Dantley*,Byron Dinkins,Larry Drew,T.R. Dunn,Jim Farmer,Dave Feitl,Greg Foster,Anthony Frederick,Corey Gaines,Tom Garrick,Tate George,Derrick Gervin,Gerald Glass,Greg Grant,Sidney Green,Tom Hammonds,Bob Hansen,Gerald Henderson,Steve Henson,Sean Higgins,Dennis Hopson,Byron Irvin,Dave Jamerson,Henry James,Les Jepsen,Avery Johnson,Steve Kerr,Randolph Keys,Bo Kimble,Joe Kleine,Negele Knight,Frank Kornet,Eric Leckner,Kurk Lee,Tim Legler,Cliff Levingston,Marcus Liberty,Todd Lichti,John Long,Jeff Martin,Tony Massenburg,Terry Mills,Paul Mokeski,Tod Murphy,Jerrod Mustaf,Pete Myers,Craig Neal,Ed Nealy,Alan Ogg,Brian Oliver,Gerald Paddio,Kenny Payne,Jim Petersen,Kevin Pritchard,Brian Quinnett,Larry Robinson,Rumeal Robinson,Tree Rollins,Ralph Sampson*,Dwayne Schintzius,John Shasky,Michael Smith,Tony Smith,Jon Sundvold,Irving Thomas,Bob Thornton,Andy Toolson,Kelvin Upshaw,Loy Vaught,Sam Vincent,Stojko Vrankovic,Milt Wagner,Kenny Walker,Doug West,Morlon Wiley,Eddie Lee,Jayson Williams,John Williams,Scott Williams,Trevor Wilson,Kennard Winchester,David Wingate,Randy Wittman,Leon Wood,Mike Woodson,Howard Wright"
6,"Mookie Blaylock,Kevin Edwards,Vinnie Johnson"
7,"Muggsy Bogues,Gary Grant,Gary Payton*,Haywoode Workman"
8,Manute Bol
9,"Sam Bowie,Mike Gminski,Blair Rasmussen"
