Group,Player
0,"Michael Adams,Danny Ainge,Rex Chapman,Lester Conner,Dale Ellis,Vern Fleming,Sleepy Floyd,Darrell Griffith,Derek Harper,Hersey Hawkins,Rod Higgins,Jeff Hornacek,Jay Humphries,Mark Jackson,Dennis Johnson*,Eddie Johnson,Vernon Maxwell,Reggie Miller*,Chris Morris,Johnny Newman,Terry Porter,Paul Pressey,Harold Pressley,Mark Price,Doc Rivers,Byron Scott,Jack Sikma,Kenny Smith,John Stockton*,Gerald Wilkins,Mike Woodson"
1,"Kareem Abdul-Jabbar*,Mark Aguirre,Greg Anderson,Ron Anderson,Willie Anderson,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Rolando Blackman,Frank Brickowski,Michael Cage,Joe Barry,Bill Cartwright,Terry Catledge,Tom Chambers,Wayne Cooper,Terry Cummings,Quintin Dailey,Adrian Dantley*,Brad Daugherty,Clyde Drexler*,Kevin Duckworth,Mark Eaton,Kevin Edwards,Alex English*,Patrick Ewing*,Winston Garland,Armen Gilliam,Mike Gminski,Gary Grant,Horace Grant,A.C. Green,Ron Harper,Roy Hinson,Kevin Johnson,Magic Johnson*,Vinnie Johnson,Michael Jordan*,Jerome Kersey,Bernard King*,Larry Krystkowiak,Bill Laimbeer,Fat Lever,Cliff Levingston,Reggie Lewis,Alton Lister,Grant Long,Jeff Malone,Karl Malone*,Moses Malone*,Rodney McCray,Xavier McDaniel,Kevin McHale*,Derrick McKey,Chris Mullin*,Larry Nance,Ken Norman,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Chuck Person,Jim Petersen,Ed Pinckney,Scottie Pippen*,Kurt Rambis,Mitch Richmond*,Alvin Robertson,Danny Schayes,Detlef Schrempf,Rony Seikaly,Charles Smith,Rik Smits,Rory Sparrow,Terry Teagle,Reggie Theus,Isiah Thomas*,Billy Thompson,LaSalle Thompson,Otis Thorpe,Wayman Tisdale,Kelly Tripucka,Dominique Wilkins*,Buck Williams,Herb Williams,Hot Rod,John Williams,James Worthy*"
2,"Mark Acres,Steve Alford,Michael Anderson,John Bagley,Ken Bannister,Larry Bird*,Otis Birdsong,Uwe Blab,Anthony Bowie,Sam Bowie,Dudley Bradley,Adrian Branch,Randy Breuer,Mike Brown,Tony Brown,Mark Bryant,Greg Butler,Tony Campbell,Ben Coleman,Steve Colter,Dallas Comegys,Darwin Cook,Dave Corzine,Pat Cummings,Dell Curry,Charles Davis,Mark Davis,Johnny Dawkins,Vinny Del,Greg Dreiling,Chris Dudley,T.R. Dunn,James Edwards,Jim Farmer,Dave Feitl,Duane Ferrell,Tellis Frank,Anthony Frederick,Corey Gaines,Kevin Gamble,Grant Gondrezick,Ron Grandison,Harvey Grant,Stuart Gray,Sylvester Gray,Jeff Grayer,Rickey Green,Jack Haley,Bob Hansen,Bill Hanzlik,Tito Horford,Phil Hubbard,Eddie Hughes,Marc Iavaroni,Avery Johnson,Frank Johnson,Anthony Jones,Bill Jones,Caldwell Jones,Charles Jones,Charles Jones,Shelton Jones,Tim Kempton,Steve Kerr,Randolph Keys,Albert King,Greg Kite,Bart Kofoed,Jeff Lamp,Jerome Lane,Andrew Lang,Allen Leavell,Eric Leckner,Keith Lee,Jim Les,Ralph Lewis,Rob Lock,Brad Lohaus,John Long,Sidney Lowe,John Lucas,Dan Majerle,Danny Manning,Tim McCormick,Ben McDonald,Mark McNamara,Todd Mitchell,Paul Mokeski,Pete Myers,Calvin Natt,Craig Neal,Ed Nealy,Chuck Nevitt,Norm Nixon,Jose Ortiz,Jim Paxson,Will Perdue,Tim Perry,Olden Polynice,Dave Popson,Dominic Pressley,Blair Rasmussen,Jerry Reynolds,David Rivers,Fred Roberts,Cliff Robinson,Tree Rollins,Scott Roth,Brian Rowsom,John Salley,Charles Shackleford,John Shasky,Purvis Short,Jerry Sichting,Derek Smith,Mike Smrek,John Starks,Everette Stephens,Brook Steppe,Roy Tarpley,Anthony Taylor,Bernard Thompson,Bob Thornton,Sedale Threatt,Ray Tolbert,Tom Tolbert,Elston Turner,Terry Tyler,Kelvin Upshaw,Darnell Valentine,Kiki Vandeweghe,Jay Vincent,Pearl Washington,Chris Welp,Bill Wennington,Clinton Wheeler,Eric White,Jerome Whitehead,Morlon Wiley,Eddie Lee,Kevin Williams,Micheal Williams,David Wingate,Randy Wittman,Joe Wolf,Danny Young"
3,John Battle
4,Walter Berry
5,Manute Bol
6,"Richard Anderson,Ricky Berry,Scott Brooks,Michael Cooper,Brad Davis,Gerald Henderson,Craig Hodges,John Paxson,Russ Schoene,Trent Tucker,Reggie Williams"
7,Antoine Carr
8,Maurice Cheeks
9,"Tyrone Corbin,James Donaldson,Dave Hoppen,Buck Johnson,Rick Mahorn,Dennis Rodman*,Mychal Thompson,Mark West"
10,"Walter Davis,Joe Dumars*,Ricky Pierce"
11,Ledell Eackles
12,"Craig Ehlo,Mike McGee"
13,Tom Garrick
14,Sidney Green
15,Dave Greenwood
16,Scott Hastings
17,"Muggsy Bogues,Mike Holton"
18,"Derrick Chievous,Dennis Hopson"
19,Steve Johnson
20,Joe Kleine
21,Jon Koncak
22,Nate McMillan
23,Sidney Moncrief
24,Robert Reid
25,Ralph Sampson*
26,Mike Sanders
27,"Mark Alarie,Brad Sellers,Kenny Walker"
28,Scott Skiles
29,"Earl Cureton,Larry Smith"
30,Otis Smith
31,Rod Strickland
32,Jon Sundvold
33,Sam Vincent
34,"Brian Shaw,Darrell Walker"
35,Spud Webb
36,Orlando Woolridge
