Group,Player
0,Alex Abrines
1,Quincy Acy
3,Arron Afflalo
4,Alexis Ajinca
5,Cole Aldrich
7,Lavoy Allen
8,Tony Allen
9,Al-Farouq Aminu
10,Chris Andersen
12,Justin Anderson
13,Kyle Anderson
14,Ryan Anderson
18,Trevor Ariza
19,Darrell Arthur
21,D.J. Augustin
22,Luke Babbitt
25,Leandro Barbosa
26,J.J. Barea
28,Matt Barnes
29,Will Barton
30,Brandon Bass
31,Nicolas Batum
32,Aron Baynes
33,Kent Bazemore
36,Michael Beasley
37,Marco Belinelli
38,DeAndre' Bembry
39,Dragan Bender
40,Anthony Bennett
41,Davis Bertans
42,Patrick Beverley
43,Bismack Biyombo
44,Nemanja Bjelica
45,Tarik Black
47,Bojan Bogdanovic
48,Andrew Bogut
49,"Carmelo Anthony,Harrison Barnes,Devin Booker,Evan Fournier,Andrew Wiggins"
50,Trevor Booker
51,Avery Bradley
52,Corey Brewer
53,Malcolm Brogdon
54,"Aaron Brooks,Trey Burke,Tyler Ennis"
56,"Alan Anderson,Malik Beasley,Bobby Brown,Isaiah Canaan,Bryn Forbes,Gerald Green,Sheldon McClellan,Jordan McRae,Malachi Richardson,Kyle Singler,Hollis Thompson,Marcus Thornton,Joe Young"
57,Jaylen Brown
58,Nicolas Brussino
61,Alec Burks
62,"Jimmy Butler,Kevin Durant,Blake Griffin,LeBron James,Kawhi Leonard,Russell Westbrook"
63,"Jose Calderon,Nicolas Laprovittola"
64,"Kentavious Caldwell-Pope,Wesley Matthews"
66,Clint Capela
67,DeMarre Carroll
68,Vince Carter
69,"Wade Baldwin,Michael Carter-Williams"
70,Omri Casspi
71,Willie Cauley-Stein
72,Tyson Chandler
73,Wilson Chandler
74,Marquese Chriss
75,"Omer Asik,Rakeem Christmas"
76,"Ron Baker,Semaj Christon,Tomas Satoransky"
77,Ian Clark
78,Jordan Clarkson
79,"Norris Cole,Kay Felder,Jonathan Gibson,Mario Hezonja,Darrun Hilliard,Marcelo Huertas,Jake Layman,Andrew Nicholson,Chandler Parsons,Cameron Payne,Brian Roberts,Mike Scott,Ramon Sessions,Rodney Stuckey,Jared Sullinger,Fred VanVleet,Sasha Vujacic,C.J. Wilcox,Justise Winslow,Metta World"
80,Darren Collison
81,"Joel Anthony,Nick Collison,Derrick Jones,David Nwaba"
83,Pat Connaughton
84,Quinn Cook
85,"LaMarcus Aldridge,Giannis Antetokounmpo,DeMarcus Cousins,Anthony Davis,Marc Gasol,Al Horford,Paul Millsap,Karl-Anthony Towns"
86,Robert Covington
87,Allen Crabbe
88,Jamal Crawford
89,Jordan Crawford
90,Jae Crowder
91,Dante Cunningham
92,Seth Curry
