Group,Player
0,"Michael Adams,Mark Aguirre,Danny Ainge,Richard Anderson,John Bagley,Larry Bird*,Rolando Blackman,Dudley Bradley,Tom Chambers,Maurice Cheeks,Michael Cooper,Walter Davis,Johnny Dawkins,Clyde Drexler*,Joe Dumars*,Dale Ellis,Alex English*,Vern Fleming,Sleepy Floyd,Winston Garland,Darrell Griffith,Bob Hansen,Derek Harper,Ron Harper,Gerald Henderson,Rod Higgins,Craig Hodges,Jeff Hornacek,Mark Jackson,Dennis Johnson*,Eddie Johnson,Kevin Johnson,Magic Johnson*,Michael Jordan*,Bernard King*,Allen Leavell,Fat Lever,John Long,John Lucas,Jeff Malone,Xavier McDaniel,Mike McGee,Nate McMillan,Reggie Miller*,Chris Mullin*,Johnny Newman,Chuck Person,Terry Porter,Paul Pressey,Mark Price,Doc Rivers,Alvin Robertson,Cliff Robinson,Byron Scott,Purvis Short,Kenny Smith,Otis Smith,John Stockton*,Reggie Theus,Isiah Thomas*,Trent Tucker,Jay Vincent,Dominique Wilkins*,Gerald Wilkins,John Williams,Leon Wood,Mike Woodson,James Worthy*"
1,"Steve Alford,Vincent Askew,William Bedford,Nate Blackwell,Adrian Branch,Michael Brooks,Rick Carlisle,Norris Coleman,Jeff Cook,Charles Davis,Billy Donovan,Franklin Edwards,Chris Engler,Mike Evans,Jim Farmer,World B.,Steve Harris,Scott Hastings,Dave Henderson,Kevin Henderson,Conner Henry,Dennis Hopson,Michael Jackson,Albert King,Bart Kofoed,Ralph Lewis,Pace Mannion,Bill Martin,Maurice Martin,Wes Matthews,Kevin McKenna,Mark McNamara,Chris McNealy,Martin Nessley,Louis Orr,Jim Paxson,Ricky Pierce,Robert Reid,Jerry Reynolds,Johnny Rogers,Scott Roth,Russ Schoene,Scott Skiles,Derek Smith,Rory Sparrow,John Stroeder,Jon Sundvold,Terry Teagle,Andrew Toney,Sedric Toney,Kelly Tripucka,Mark Wade,Milt Wagner,Granville Waiters,Darrell Walker,Duane Washington,Eric White,Tony White,Reggie Williams,Ricky Wilson,David Wingate,Joe Wolf,Danny Young"
2,"Kareem Abdul-Jabbar*,Greg Anderson,Thurl Bailey,Charles Barkley*,Benoit Benjamin,Walter Berry,Randy Breuer,Frank Brickowski,Michael Cage,Joe Barry,Bill Cartwright,Terry Catledge,Dave Corzine,Terry Cummings,Brad Daugherty,Kevin Duckworth,Mark Eaton,James Edwards,Patrick Ewing*,Mike Gminski,Horace Grant,A.C. Green,Sidney Green,Roy Hinson,Phil Hubbard,Jerome Kersey,Joe Kleine,Bill Laimbeer,Karl Malone*,Moses Malone*,Tim McCormick,Rodney McCray,Kevin McHale*,Larry Nance,Charles Oakley,Hakeem Olajuwon*,Robert Parish*,Sam Perkins,Blair Rasmussen,Dennis Rodman*,Ralph Sampson*,Danny Schayes,Brad Sellers,Jack Sikma,Steve Stipanovich,Roy Tarpley,Mychal Thompson,Otis Thorpe,Wayman Tisdale,Kenny Walker,Mark West,Buck Williams,Herb Williams,Hot Rod,Kevin Willis"
3,Charles Jones
4,John Battle
5,Otis Birdsong
6,"Mark Alarie,Ron Anderson,James Bailey,Uwe Blab,Manute Bol,Mike Brown,Steve Burtt,Tony Campbell,Dallas Comegys,Lester Conner,Wayne Cooper,Winston Crite,Pat Cummings,Earl Cureton,Darren Daye,Chris Dudley,T.R. Dunn,Dave Feitl,Kenny Fields,Stuart Gray,Dave Greenwood,Claude Gregory,Dave Hoppen,Marc Iavaroni,Buck Johnson,Clemon Johnson,Charles Jones,Greg Kite,Larry Krystkowiak,Reggie Lewis,Brad Lohaus,Maurice Lucas,Cedric Maxwell,Dirk Minniefield,Paul Mokeski,Pete Myers,Calvin Natt,Ed Nealy,Kurt Nimphius,Jawann Oldham,Kurt Rambis,Fred Roberts,Mike Sanders,Carey Scurry,Jerry Sichting,Larry Smith,Mike Smrek,Bernard Thompson,Bob Thornton,Sedale Threatt,Ray Tolbert,Melvin Turpin,Terry Tyler,Danny Vranes,Chris Washburn,Chris Welp,Bill Wennington,Clinton Wheeler,Jerome Whitehead,Orlando Woolridge"
7,"Antoine Carr,Ben Coleman,James Donaldson,Caldwell Jones,Cliff Levingston,Alton Lister,Rick Mahorn,Derrick McKey,Jim Petersen,Tree Rollins,John Salley,LaSalle Thompson"
8,"Steve Colter,Rickey Green,Frank Johnson,Kevin Williams"
9,"Alvan Adams,Tyrone Corbin"
10,"Dell Curry,Larry Drew,John Paxson"
11,Quintin Dailey
12,Adrian Dantley*
13,Brad Davis
14,Craig Ehlo
15,Tellis Frank
16,Armen Gilliam
17,"Mark Acres,Artis Gilmore*,Petur Gudmundsson,Steve Johnson,Jon Koncak,Ed Pinckney,Olden Polynice"
18,Bill Hanzlik
19,Jay Humphries
20,Vinnie Johnson
21,Ben McDonald
22,Mike Mitchell
23,Sidney Moncrief
24,Ken Norman
25,Scottie Pippen*
26,Harold Pressley
27,Detlef Schrempf
28,"Muggsy Bogues,Darnell Valentine"
29,Kiki Vandeweghe
30,Sam Vincent
31,Pearl Washington
32,"Mike Holton,Spud Webb"
33,Randy Wittman
