Group,Player
0,"Arron Afflalo,Carmelo Anthony,Corey Brewer,MarShon Brooks,Kobe Bryant,Jose Calderon,Darren Collison,Mike Conley,Jamal Crawford,Jordan Crawford,Luol Deng,DeMar DeRozan,Goran Dragic,Jared Dudley,Kevin Durant,Monta Ellis,Tyreke Evans,Raymond Felton,Landry Fields,Rudy Gay,Alonzo Gee,Paul George,Danny Granger,James Harden,Al Harrington,Devin Harris,Gordon Hayward,Jrue Holiday,Andre Iguodala,Kyrie Irving,Jarrett Jack,LeBron James,Antawn Jamison,Brandon Jennings,Joe Johnson,Ty Lawson,Kevin Love,Kyle Lowry,Andre Miller,Steve Nash,Dirk Nowitzki,Tony Parker,Chris Paul,Paul Pierce,Luke Ridnour,Rajon Rondo,Derrick Rose,Ramon Sessions,Iman Shumpert,Rodney Stuckey,Jeff Teague,Isaiah Thomas,Greivis Vasquez,Dwyane Wade,Kemba Walker,John Wall,Gerald Wallace,Russell Westbrook,Deron Williams,Lou Williams,Marvin Williams"
1,"Matt Bonner,Chase Budinger,Mike Dunleavy,George Hill,Kyle Korver,Gary Neal,Steve Novak,Brandon Rush"
2,Al-Farouq Aminu
3,"Cole Aldrich,Chris Andersen,Renaldo Balkman,Kwame Brown,Semih Erden,Jeremy Evans,Jeff Foster,Eric Gordon,Hamed Haddadi,Tobias Harris,Ryan Hollins,Al Horford,Chris Johnson,Jerome Jordan,Jon Leuer,DeAndre Liggins,Brook Lopez,Vernon Macklin,Daniel Orton,Anthony Randolph,James Singleton,Craig Smith,Hasheem Thabeet,Lance Thomas,Ronny Turiaf,Von Wafer,Chris Wilcox,Jordan Williams,Sean Williams,Chris Wright"
4,"Jerryd Bayless,Chauncey Billups,Michael Redd"
5,"Joel Anthony,Omer Asik,Gustavo Ayon,Derrick Brown,Tyson Chandler,Nick Collison,Dante Cunningham,Reggie Evans,Kenneth Faried,Aaron Gray,Udonis Haslem,Brendan Haywood,Nene Hilario,Jordan Hill,Ivan Johnson,Enes Kanter,Kosta Koufos,Robin Lopez,Ian Mahinmi,Luc Mbah,Timofey Mozgov,Emeka Okafor,Nikola Pekovic,Samardo Samuels,Tiago Splitter,Greg Stiemsma,Ekpe Udoh,Anderson Varejao,Jan Vesely,Shelden Williams,Brandan Wright"
6,"Raja Bell,Stephen Curry,Jordan Farmar,Rudy Fernandez,Gerald Green,Willie Green,Patty Mills"
7,Trevor Ariza
8,"Solomon Alabi,Alan Anderson,James Anderson,Gilbert Arenas,Jeff Ayres,Tony Battie,Mike Bibby,Andray Blatche,Eric Bledsoe,Andrew Bogut,Earl Boykins,Jon Brockman,Jimmy Butler,Rasual Butler,Will Bynum,Brian Cardinal,DeMarre Carroll,Matt Carroll,Anthony Carter,Wilson Chandler,Earl Clark,Jason Collins,Brian Cook,Marquis Daniels,Baron Davis,Josh Davis,Austin Daye,DeSagana Diop,Keyon Dooling,Toney Douglas,Jerome Dyson,Devin Ebanks,Maurice Evans,Christian Eyenga,Jonny Flynn,Gary Forbes,T.J. Ford,Mickell Gladness,Ryan Gomes,Andrew Goudelock,Jordan Hamilton,Luke Harangody,Josh Harrellson,Manny Harris,Terrel Harris,Lazar Hayward,Xavier Henry,Cory Higgins,Josh Howard,Juwan Howard,Lester Hudson,Larry Hughes,Royal Ivey,Reggie Jackson,Damion James,Mike James,Yi Jianlian,Armon Johnson,Carldell Johnson,JaJuan Johnson,Dominique Jones,Solomon Jones,Cory Joseph,Jason Kapono,Malcolm Lee,Rashard Lewis,Shelvin Mack,Jamaal Magloire,Cartier Martin,Eric Maynor,Tracy McGrady,Josh McRoberts,Darko Milicic,Brad Miller,Jamario Moon,E'Twaun Moore,Mikki Moore,Darius Morris,Marcus Morris,Eduardo Najera,Jermaine O'Neal,Mehmet Okur,Travis Outlaw,Jeremy Pargo,Sasha Pavlovic,Dexter Pittman,A.J. Price,Ronnie Price,Joel Przybilla,Walker Russell,Brian Scalabrine,Josh Selby,Bobby Simmons,Donald Sloan,Ish Smith,Nolan Smith,Jerry Stackhouse,Lance Stephenson,DeShawn Stevenson,Julyan Stone,DaJuan Summers,Trey Thompkins,Jamaal Tinsley,Jeremy Tyler,Ben Uzoh,Charlie Villanueva,Luke Walton,Hakim Warrick,Hassan Whiteside,Damien Wilkins,Elliot Williams,Reggie Williams,Shawne Williams,Terrence Williams,Sam Young"
9,"Luke Babbitt,Daequan Cook,Wayne Ellington,Jimmer Fredette,Francisco Garcia,Daniel Gibson,Donte Greene,James Jones,John Lucas,Roger Mason,Mike Miller,Jannero Pargo,Mickael Pietrus,Vladimir Radmanovic,Quentin Richardson,Thabo Sefolosha,J.R. Smith,Anthony Tolliver,Henry Walker,Martell Webster"
10,"Ray Allen,Ryan Anderson,Leandro Barbosa,Nicolas Batum,Marco Belinelli,Shannon Brown,Caron Butler,Vince Carter,Mario Chalmers,Carlos Delfino,Randy Foye,Channing Frye,Danilo Gallinari,Ben Gordon,Danny Green,Richard Jefferson,Jason Kidd,Brandon Knight,Courtney Lee,Kevin Martin,Wesley Matthews,O.J. Mayo,Jodie Meeks,Anthony Morrow,Jameer Nelson,J.J. Redick,Jason Richardson,Nate Robinson,Jason Terry,Klay Thompson,Marcus Thornton,Hedo Turkoglu,Mo Williams,Dorell Wright,Nick Young"
11,J.J. Barea
12,Andrea Bargnani
13,Shane Battier
14,Michael Beasley
15,Rodrigue Beaubois
16,Andris Biedrins
17,"Steve Blake,Chris Duhon,Kirk Hinrich,Sebastian Telfair"
18,Avery Bradley
19,"Trevor Booker,Amir Johnson,DeAndre Jordan,Kevin Seraphin"
20,Ronnie Brewer
21,Alec Burks
22,"LaMarcus Aldridge,Tony Allen,Matt Barnes,Brandon Bass,Bismack Biyombo,DeJuan Blair,Carlos Boozer,Chris Bosh,Elton Brand,Andrew Bynum,Marcus Camby,DeMarcus Cousins,Samuel Dalembert,Ed Davis,Tim Duncan,Derrick Favors,Kevin Garnett,Marc Gasol,Pau Gasol,Taj Gibson,Drew Gooden,Marcin Gortat,Blake Griffin,Gerald Henderson,Roy Hibbert,J.J. Hickson,Dwight Howard,Kris Humphries,Serge Ibaka,Ersan Ilyasova,Al Jefferson,Jonas Jerebko,James Johnson,Chris Kaman,David Lee,Shawn Marion,Jason Maxiell,JaVale McGee,Paul Millsap,Greg Monroe,Byron Mullens,Joakim Noah,Zaza Pachulia,Kendrick Perkins,Luis Scola,Josh Smith,Marreese Speights,Amar'e Stoudemire,Jason Thompson,Tristan Thompson,Evan Turner,David West,Thaddeus Young"
23,Omri Casspi
24,Josh Childress
25,"Norris Cole,Derek Fisher"
26,Glen Davis
27,Boris Diaw
28,Sundiata Gaines
29,Manu Ginobili
30,Richard Hamilton
31,Tyler Hansbrough
32,"Lavoy Allen,Chuck Hayes,Dominic McGuire,Nazr Mohammed,Kurt Thomas"
33,Grant Hill
34,"D.J. Augustin,Stephen Jackson,C.J. Miles,C.J. Watson"
35,Jared Jeffries
36,Charles Jenkins
37,Wesley Johnson
38,Dahntay Jones
39,Linas Kleiza
40,Carl Landry
41,Kawhi Leonard
42,Jeremy Lin
43,Shaun Livingston
44,Corey Maggette
45,Markieff Morris
46,Troy Murphy
47,Lamar Odom
48,Anthony Parker
49,Chandler Parsons
50,Patrick Patterson
51,Johan Petro
52,Quincy Pondexter
53,Tayshaun Prince
54,Zach Randolph
55,Ricky Rubio
56,John Salmons
57,"Lou Amundson,Kenyon Martin,Larry Sanders,Ben Wallace"
58,Chris Singleton
59,"Spencer Hawes,Jason Smith"
60,Tyrus Thomas
61,Beno Udrih
62,Nikola Vucevic
63,Earl Watson
64,Delonte West
65,D.J. White
66,Derrick Williams
67,Metta World
