Group,Player
0,"Lavoy Allen,Trevor Booker,Tim Duncan,Jerami Grant,JaMychal Green,Roy Hibbert,Jordan Hill,Kosta Koufos,Alex Len,Larry Nance,Zaza Pachulia,Myles Turner"
1,Tony Allen
2,"Al-Farouq Aminu,Harrison Barnes,Matt Barnes,Patrick Beverley,Bojan Bogdanovic,Jose Calderon,Isaiah Canaan,Omri Casspi,Robert Covington,Allen Crabbe,Matthew Dellavedova,Jared Dudley,Danny Green,Mario Hezonja,Ersan Ilyasova,Wesley Johnson,Kyle Korver,Wesley Matthews,Doug McDermott,C.J. Miles,Patty Mills,Nikola Mirotic,Kelly Olynyk,Chandler Parsons,Patrick Patterson,Terrence Ross,J.R. Smith,Nik Stauskas,Mirza Teletovic,Garrett Temple,Hollis Thompson,P.J. Tucker,Marvin Williams"
3,"Alexis Ajinca,Lou Amundson,Alan Anderson,James Anderson,Justin Anderson,Jeff Ayres,Luke Babbitt,Cameron Bairstow,Leandro Barbosa,Andrea Bargnani,Jerryd Bayless,Nemanja Bjelica,DeJuan Blair,Steve Blake,Matt Bonner,Elton Brand,Aaron Brooks,Anthony Brown,Markel Brown,Chase Budinger,Reggie Bullock,Alec Burks,Caron Butler,Rasual Butler,DeMarre Carroll,Vince Carter,Ian Clark,Nick Collison,Pat Connaughton,Chris Copeland,Jared Cunningham,Seth Curry,Troy Daniels,Bryce Dejean-Jones,Spencer Dinwiddie,Mike Dunleavy,Cleanthony Early,Jarell Eddie,James Ennis,Tyler Ennis,Tyreke Evans,Jordan Farmar,Randy Foye,Tim Frazier,Kevin Garnett,Drew Gooden,Eric Gordon,Gerald Green,P.J. Hairston,Jordan Hamilton,Tim Hardaway,Udonis Haslem,Spencer Hawes,Solomon Hill,Darrun Hilliard,Kirk Hinrich,Justin Holiday,Rondae Hollis-Jefferson,Marcelo Huertas,Kris Humphries,R.J. Hunter,Joe Ingles,Damien Inglis,Richard Jefferson,John Jenkins,Brandon Jennings,Chris Johnson,Orlando Johnson,Tyler Johnson,James Jones,Terrence Jones,Tyus Jones,Chris Kaman,Sergey Karasev,Ryan Kelly,Sean Kilpatrick,Devyn Marble,Kendall Marshall,Jarell Martin,O.J. Mayo,Ray McCallum,Chris McCullough,K.J. McDaniels,Ben McLemore,Jordan McRae,Josh McRoberts,Mike Miller,Elijah Millsap,Anthony Morrow,Donatas Motiejunas,Xavier Munford,Mike Muscala,Shabazz Napier,Gary Neal,Jameer Nelson,Raul Neto,Andrew Nicholson,Joakim Noah,Jusuf Nurkic,Kelly Oubre,Kostas Papanikolaou,Lamar Patterson,Adreian Payne,Cameron Payne,Nikola Pekovic,Paul Pierce,Norman Powell,Phil Pressey,Ronnie Price,Pablo Prigioni,Josh Richardson,Austin Rivers,Brian Roberts,Glenn Robinson,Thomas Robinson,Terry Rozier,Damjan Rudez,Brandon Rush,Robert Sacre,JaKarr Sampson,Kevin Seraphin,Iman Shumpert,Henry Sims,Kyle Singler,Josh Smith,Tony Snell,Jason Terry,Lance Thomas,Anthony Tolliver,Axel Toupane,Beno Udrih,Anderson Varejao,Greivis Vasquez,Rashad Vaughn,Charlie Villanueva,Sasha Vujacic,C.J. Watson,Briante Weber,Sonny Weems,C.J. Wilcox,Mo Williams,Christian Wood,Metta World,Delon Wright,Tony Wroten,James Young,Joe Young,Nick Young,Tyler Zeller"
4,Kyle Anderson
5,"LaMarcus Aldridge,Giannis Antetokounmpo,Anthony Davis,Gorgui Dieng,Andre Drummond,Kenneth Faried,Derrick Favors,Pau Gasol,Aaron Gordon,Marcin Gortat,Al Horford,Serge Ibaka,Nikola Jokic,Enes Kanter,Brook Lopez,Robin Lopez,Paul Millsap,Greg Monroe,Markieff Morris,Nerlens Noel,Jahlil Okafor,Jabari Parker,Kristaps Porzingis,Julius Randle,Zach Randolph,Jared Sullinger,Karl-Anthony Towns,Nikola Vucevic,Thaddeus Young"
6,"Arron Afflalo,Ryan Anderson,Carmelo Anthony,Trevor Ariza,Will Barton,Nicolas Batum,Kent Bazemore,Bradley Beal,Devin Booker,Chris Bosh,Avery Bradley,Kobe Bryant,Jimmy Butler,Kentavious Caldwell-Pope,Michael Carter-Williams,Jordan Clarkson,Darren Collison,Mike Conley,DeMarcus Cousins,Jamal Crawford,Jae Crowder,Stephen Curry,Luol Deng,DeMar DeRozan,Goran Dragic,Kevin Durant,Monta Ellis,Raymond Felton,Evan Fournier,Rudy Gay,Paul George,Draymond Green,Jeff Green,James Harden,Gary Harris,Tobias Harris,Gordon Hayward,George Hill,Jrue Holiday,Rodney Hood,Kyrie Irving,Reggie Jackson,LeBron James,Joe Johnson,Cory Joseph,Brandon Knight,Zach LaVine,Courtney Lee,Kawhi Leonard,Damian Lillard,Jeremy Lin,Kevin Love,Kyle Lowry,C.J. McCollum,Khris Middleton,Marcus Morris,Emmanuel Mudiay,Shabazz Muhammad,Dirk Nowitzki,Victor Oladipo,Tony Parker,Chris Paul,Elfrid Payton,Otto Porter,J.J. Redick,Rajon Rondo,Derrick Rose,Ricky Rubio,D'Angelo Russell,Dennis Schroder,Ish Smith,Jeff Teague,Isaiah Thomas,Klay Thompson,Evan Turner,Dwyane Wade,Dion Waiters,Kemba Walker,John Wall,Russell Westbrook,Andrew Wiggins,Deron Williams"
7,Darrell Arthur
8,D.J. Augustin
9,J.J. Barea
