Group,Player
0,Quincy Acy
1,"Furkan Aldemir,Dewayne Dedmon,Joey Dorsey,Ian Mahinmi,Miles Plumlee"
2,Tony Allen
3,Al-Farouq Aminu
4,Alan Anderson
5,Ryan Anderson
6,Pero Antic
7,Darrell Arthur
8,"Steven Adams,Alexis Ajinca,Omer Asik,Trevor Booker,Tyson Chandler,Ed Davis,Gorgui Dieng,Taj Gibson,Rudy Gobert,Marcin Gortat,John Henson,Dwight Howard,Kris Humphries,Amir Johnson,DeAndre Jordan,Michael Kidd-Gilchrist,Robin Lopez,Donatas Motiejunas,Timofey Mozgov,Joakim Noah,Mason Plumlee,Amar'e Stoudemire,Tristan Thompson,Jonas Valanciunas,Hassan Whiteside,Tyler Zeller"
9,"Jeff Adrien,Joel Anthony,Jeff Ayres,Reggie Evans,Festus Ezeli,JaMychal Green,Ryan Hollins,Bernard James,Jerome Jordan,David Lee,James Michael,Mitch McGary,JaVale McGee,Kyle O'Quinn,Dwight Powell,Greg Smith,Jarnell Stokes,Anderson Varejao,Shayne Whittington,Jeff Withey"
10,Leandro Barbosa
11,J.J. Barea
12,Andrea Bargnani
13,"Jordan Adams,Kyle Anderson,Earl Barron,Michael Beasley,Anthony Bennett,Jabari Brown,Lorenzo Brown,Markel Brown,Reggie Bullock,Alec Burks,Dwight Buycks,Jose Calderon,Vince Carter,Ian Clark,Chris Copeland,Bryce Cotton,Allen Crabbe,Troy Daniels,Luigi Datome,Brandon Davies,Austin Daye,Spencer Dinwiddie,Toney Douglas,Chris Douglas-Roberts,Larry Drew,Cleanthony Early,Tyler Ennis,Jordan Farmar,Raymond Felton,Landry Fields,Tim Frazier,Jimmer Fredette,Francisco Garcia,Archie Goodwin,Ben Gordon,Danny Granger,Erick Green,Willie Green,P.J. Hairston,Jordan Hamilton,Maurice Harkless,Gary Harris,Joe Harris,Justin Holiday,Robbie Hummel,John Jenkins,Chris Johnson,Nick Johnson,Tyler Johnson,Dahntay Jones,Perry Jones,Sergey Karasev,Ryan Kelly,Jeremy Lamb,Ricky Ledo,John Lucas,Shelvin Mack,Devyn Marble,Kendall Marshall,Cartier Martin,Doug McDermott,Mike Miller,Quincy Miller,Elijah Millsap,E'Twaun Moore,Darius Morris,Shabazz Napier,Andrew Nicholson,Steve Novak,Johnny O'Bryant,Kostas Papanikolaou,Adreian Payne,Phil Pressey,A.J. Price,Ronnie Price,Shavlik Randolph,Jason Richardson,Luke Ridnour,Glenn Robinson,Nate Robinson,Brandon Rush,John Salmons,Donald Sloan,Ish Smith,Nik Stauskas,Jeffery Taylor,Mirza Teletovic,Sebastian Telfair,Garrett Temple,Henry Walker,Travis Wear,Martell Webster,C.J. Wilcox,Elliot Williams,Reggie Williams,Nate Wolters,Dorell Wright,James Young"
14,Will Barton
15,Nicolas Batum
16,Jerryd Bayless
