Group,Player
0,Malik Allen
1,"Darrell Armstrong,Brent Barry,Jon Barry,Doug Christie,Jamal Crawford,Baron Davis,Tony Delk,Howard Eisley,Derek Fisher,Rick Fox,Pat Garrity,Gordan Giricek,Dion Glover,Stephen Jackson,Mike James,Joe Johnson,Jumaine Jones,Toni Kukoc,Voshon Lenard,Anthony Peeler,Scottie Pippen*,Vladimir Radmanovic,Jamaal Tinsley,Nick Van,Charlie Ward,Jason Williams,Jay Williams,Shammond Williams"
2,"Chris Andersen,Mark Blount,Kwame Brown,Elden Campbell,DeSagana Diop,Jeff Foster,Tyrone Hill,Ervin Johnson,Chris Mihm,Dikembe Mutombo*,Joel Przybilla,Samaki Walker"
3,Kenny Anderson
4,Shandon Anderson
5,"Rafer Alston,Carlos Arroyo,Tierre Brown,Rick Brunson,Speedy Claxton,Tremaine Fowlkes,Mark Jackson,Robert Pack,Smush Parker,Erick Strickland,Rod Strickland,Monty Williams"
6,"Tariq Abdul-Wahad,Vin Baker,Maceo Baston,Lonny Baxter,Corie Blount,Michael Bradley,Jason Caffey,Jason Collier,Melvin Ely,Dan Gadzuric,Darvin Ham,Alan Henderson,Steven Hunter,Marc Jackson,Jerome James,Jared Jeffries,Todd MacCulloch,Jerome Moiso,Terence Morris,Cherokee Parks,Zeljko Rebraca,Etan Thomas,Gerald Wallace,Chris Wilcox,Kevin Willis,Qyntel Woods"
7,"Tony Battie,Shawn Bradley,Kelvin Cato,Tyson Chandler,Keon Clark,Derrick Coleman,Erick Dampier,Dale Davis,Adonal Foyle,Brendan Haywood,Greg Ostertag,Theo Ratliff,David Robinson*,Stromile Swift,Ben Wallace"
8,Shane Battier
9,Raja Bell
10,Jonathan Bender
11,Travis Best
12,"Calvin Booth,Primoz Brezec,Jarron Collins,Danny Fortson,Lawrence Funderburke,Ken Johnson,Popeye Jones,Sean Lampley,Art Long,Mark Madsen,Tony Massenburg,Nazr Mohammed,Mamadou N'Diaye,Olumide Oyedeji,Scot Pollard,Vitaly Potapenko,Michael Stewart,Jake Tsakalidis,Jahidi White,Loren Woods"
13,"Carlos Boozer,Brian Grant,Nene Hilario,Jamaal Magloire,Troy Murphy,Malik Rose,Kenny Thomas,Clarence Weatherspoon,Jerome Williams"
14,Ryan Bowen
15,Earl Boykins
16,"Shareef Abdur-Rahim,Ray Allen,Derek Anderson,Gilbert Arenas,Mike Bibby,Chauncey Billups,Elton Brand,P.J. Brown,Kobe Bryant,Caron Butler,Vince Carter,Sam Cassell,Ricky Davis,Vlade Divac,Tim Duncan,Michael Finley,Steve Francis,Kevin Garnett,Pau Gasol,Richard Hamilton,Matt Harpring,Al Harrington,Allan Houston,Juwan Howard,Troy Hudson,Larry Hughes,Zydrunas Ilgauskas,Allen Iverson*,Bobby Jackson,Antawn Jamison,Richard Jefferson,Eddie Jones,Michael Jordan*,Jason Kidd,Andrei Kirilenko,Kerry Kittles,Christian Laettner,Rashard Lewis,Corey Maggette,Karl Malone*,Stephon Marbury,Shawn Marion,Donyell Marshall,Kenyon Martin,Jamal Mashburn,Desmond Mason,Tracy McGrady,Andre Miller,Brad Miller,Mike Miller,Reggie Miller*,Yao Ming*,Cuttino Mobley,Steve Nash,Dirk Nowitzki,Jermaine O'Neal,Shaquille O'Neal*,Tony Parker,Gary Payton*,Morris Peterson,Paul Pierce,Michael Redd,Jason Richardson,Glenn Robinson,Jalen Rose,Eric Snow,Latrell Sprewell,Jerry Stackhouse,John Stockton*,Peja Stojakovic,Amar'e Stoudemire,Wally Szczerbiak,Jason Terry,Kurt Thomas,Tim Thomas,Keith Van,Antoine Walker,Rasheed Wallace,Chris Webber,Bonzi Wells,David Wesley,Alvin Williams,Corliss Williamson,Metta World"
17,Marcus Camby
18,Calbert Cheaney
