Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
1998.0,Mahmoud Abdul-Rauf,PG,28.0,SAC,31.0,0.0,530.0,10.5,0.405,0.114,0.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,-0.5,0.2,-0.3,-0.025,-3.4,-3.7,-7.1,-0.7,103.0,273.0,0.377,5.0,31.0,0.161,98.0,242.0,0.405,0.386,16.0,16.0,1.0,6.0,31.0,37.0,58.0,16.0,1.0,19.0,31.0,227.0,0,1
1998.0,Tariq Abdul-Wahad,SG,23.0,SAC,59.0,16.0,959.0,10.1,0.456,0.053,0.35,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-4.2,-1.7,-5.9,-0.9,144.0,357.0,0.403,4.0,19.0,0.211,140.0,338.0,0.414,0.409,84.0,125.0,0.672,44.0,72.0,116.0,51.0,35.0,13.0,65.0,81.0,376.0,0,1
1998.0,Shareef Abdur-Rahim,SF,21.0,VAN,82.0,82.0,2950.0,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,2.6,-1.4,1.2,2.3,653.0,1347.0,0.485,21.0,51.0,0.412,632.0,1296.0,0.488,0.493,502.0,640.0,0.784,227.0,354.0,581.0,213.0,89.0,76.0,257.0,201.0,1829.0,8,2
1998.0,Cory Alexander,PG,24.0,TOT,60.0,22.0,1298.0,15.2,0.5479999999999999,0.44,0.255,1.5,11.7,6.6,28.7,2.9,0.6,20.1,19.8,1.0,1.2,2.2,0.081,0.9,-0.8,0.1,0.7,171.0,400.0,0.428,66.0,176.0,0.375,105.0,224.0,0.469,0.51,80.0,102.0,0.784,17.0,129.0,146.0,209.0,70.0,11.0,112.0,98.0,488.0,3,0
1998.0,Ray Allen,SG,22.0,MIL,82.0,82.0,3287.0,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,4.7,2.3,7.0,0.102,2.6,-0.8,1.8,3.2,563.0,1315.0,0.428,134.0,368.0,0.364,429.0,947.0,0.453,0.479,342.0,391.0,0.875,127.0,278.0,405.0,356.0,111.0,12.0,263.0,244.0,1602.0,8,2
1998.0,Derek Anderson,SF,23.0,CLE,66.0,13.0,1839.0,15.3,0.531,0.14300000000000002,0.5379999999999999,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,2.6,2.8,5.3,0.139,0.4,0.7,1.0,1.4,239.0,586.0,0.408,17.0,84.0,0.202,222.0,502.0,0.442,0.422,275.0,315.0,0.873,55.0,132.0,187.0,227.0,86.0,13.0,128.0,136.0,770.0,1,0
1998.0,Greg Anderson,C,33.0,ATL,50.0,0.0,398.0,10.4,0.444,0.062,0.506,12.0,22.6,17.4,5.9,2.6,1.8,14.7,13.5,0.0,0.7,0.7,0.09,-2.8,1.3,-1.6,0.0,36.0,81.0,0.444,0.0,5.0,0.0,36.0,76.0,0.474,0.444,16.0,41.0,0.39,39.0,79.0,118.0,15.0,19.0,10.0,17.0,85.0,88.0,22,3
1998.0,Kenny Anderson,PG,27.0,TOT,61.0,56.0,1858.0,14.8,0.491,0.237,0.28800000000000003,2.5,8.4,5.4,31.4,2.5,0.0,15.8,21.8,1.7,2.0,3.7,0.096,0.5,-1.1,-0.6,0.7,268.0,674.0,0.398,57.0,160.0,0.35600000000000004,211.0,514.0,0.411,0.44,153.0,194.0,0.789,39.0,134.0,173.0,345.0,87.0,1.0,143.0,135.0,746.0,8,2
1998.0,Nick Anderson,SF,30.0,ORL,58.0,44.0,1701.0,19.6,0.529,0.284,0.264,6.6,14.1,10.3,14.1,2.3,1.0,9.2,25.0,3.1,2.1,5.3,0.149,3.4,-0.1,3.4,2.3,343.0,754.0,0.455,77.0,214.0,0.36,266.0,540.0,0.493,0.506,127.0,199.0,0.638,98.0,199.0,297.0,119.0,72.0,23.0,85.0,98.0,890.0,8,2
1998.0,Shandon Anderson,SG,24.0,UTA,82.0,2.0,1602.0,15.7,0.586,0.064,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,2.9,1.4,4.2,0.127,1.2,-0.5,0.7,1.1,269.0,500.0,0.5379999999999999,7.0,32.0,0.219,262.0,468.0,0.56,0.545,136.0,185.0,0.735,86.0,141.0,227.0,89.0,66.0,18.0,91.0,145.0,681.0,2,0
1998.0,Chris Anstey,C,23.0,DAL,41.0,8.0,680.0,13.2,0.455,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,-0.2,0.9,0.6,0.044,-3.6,0.5,-3.1,-0.2,92.0,231.0,0.398,3.0,16.0,0.188,89.0,215.0,0.414,0.405,53.0,74.0,0.716,53.0,104.0,157.0,35.0,31.0,27.0,41.0,95.0,240.0,18,4
1998.0,Greg Anthony,PG,30.0,SEA,80.0,0.0,1021.0,16.8,0.545,0.456,0.229,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,1.4,1.3,2.7,0.127,1.4,-1.2,0.2,0.6,150.0,349.0,0.43,66.0,159.0,0.415,84.0,190.0,0.442,0.524,53.0,80.0,0.6629999999999999,18.0,93.0,111.0,205.0,64.0,3.0,91.0,97.0,419.0,3,0
1998.0,B.J. Armstrong,PG,30.0,TOT,66.0,0.0,831.0,14.6,0.555,0.16399999999999998,0.235,2.3,8.6,5.5,29.0,1.9,0.0,15.2,15.3,1.6,0.6,2.2,0.124,0.2,-2.4,-2.3,-0.1,105.0,213.0,0.493,9.0,35.0,0.257,96.0,178.0,0.539,0.514,42.0,50.0,0.84,16.0,60.0,76.0,150.0,29.0,0.0,42.0,74.0,261.0,4,0
1998.0,Darrell Armstrong,PG,29.0,ORL,48.0,17.0,1236.0,15.7,0.509,0.179,0.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,1.2,1.3,2.5,0.096,1.1,0.0,1.1,1.0,156.0,380.0,0.411,25.0,68.0,0.368,131.0,312.0,0.42,0.443,105.0,123.0,0.8540000000000001,65.0,94.0,159.0,236.0,58.0,5.0,112.0,96.0,442.0,5,0
1998.0,Vincent Askew,SG,31.0,POR,30.0,5.0,443.0,6.7,0.464,0.037000000000000005,0.722,5.7,11.9,8.9,12.5,2.3,0.8,33.0,10.9,-0.4,0.6,0.2,0.023,-4.8,2.2,-2.6,-0.1,19.0,54.0,0.35200000000000004,0.0,2.0,0.0,19.0,52.0,0.365,0.35200000000000004,28.0,39.0,0.718,21.0,47.0,68.0,38.0,19.0,5.0,35.0,39.0,66.0,0,1
1998.0,Keith Askins,SF,30.0,MIA,46.0,12.0,681.0,5.5,0.426,0.607,0.156,5.0,12.2,8.7,6.4,2.2,1.3,16.6,10.7,-0.3,1.0,0.7,0.05,-2.8,1.7,-1.1,0.2,39.0,122.0,0.32,21.0,74.0,0.284,18.0,48.0,0.375,0.406,12.0,19.0,0.632,28.0,73.0,101.0,29.0,27.0,12.0,26.0,107.0,111.0,6,0
1998.0,Stacey Augmon,SG,29.0,POR,71.0,23.0,1445.0,10.3,0.457,0.019,0.419,8.7,10.2,9.5,9.8,2.1,1.6,15.5,16.3,-0.1,1.9,1.8,0.059,-2.8,1.4,-1.3,0.3,154.0,372.0,0.414,1.0,7.0,0.14300000000000002,153.0,365.0,0.419,0.415,94.0,156.0,0.603,104.0,131.0,235.0,88.0,57.0,32.0,81.0,144.0,403.0,7,0
1998.0,Isaac Austin,C,28.0,TOT,78.0,50.0,2266.0,16.3,0.512,0.009000000000000001,0.417,10.3,18.0,14.2,14.0,1.4,1.7,16.7,25.0,1.2,2.5,3.6,0.077,-1.1,0.4,-0.6,0.8,406.0,871.0,0.466,0.0,8.0,0.0,406.0,863.0,0.47,0.466,243.0,363.0,0.669,199.0,358.0,557.0,175.0,61.0,56.0,206.0,231.0,1055.0,8,2
1998.0,Vin Baker,C,26.0,SEA,82.0,82.0,2944.0,20.4,0.564,0.006,0.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,6.9,3.5,10.4,0.16899999999999998,1.9,0.2,2.0,3.0,631.0,1164.0,0.542,1.0,7.0,0.14300000000000002,630.0,1157.0,0.545,0.5429999999999999,311.0,526.0,0.591,286.0,370.0,656.0,152.0,91.0,86.0,174.0,278.0,1574.0,8,2
1998.0,Charles Barkley*,PF,34.0,HOU,68.0,41.0,2243.0,21.6,0.564,0.113,0.534,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,6.1,2.5,8.6,0.183,2.8,1.3,4.0,3.4,361.0,744.0,0.485,18.0,84.0,0.214,343.0,660.0,0.52,0.4970000000000001,296.0,397.0,0.746,241.0,553.0,794.0,217.0,71.0,28.0,147.0,187.0,1036.0,8,2
1998.0,Dana Barros,PG,30.0,BOS,80.0,15.0,1686.0,18.6,0.583,0.404,0.236,1.8,9.6,5.3,28.4,2.5,0.3,13.7,20.0,4.4,1.3,5.6,0.16,3.1,-2.4,0.7,1.1,281.0,609.0,0.461,100.0,246.0,0.407,181.0,363.0,0.499,0.544,122.0,144.0,0.847,28.0,125.0,153.0,286.0,83.0,6.0,107.0,124.0,784.0,9,5
1998.0,Brent Barry,SG,26.0,TOT,58.0,36.0,1600.0,14.3,0.5579999999999999,0.453,0.265,2.1,10.2,6.1,15.8,2.1,1.1,15.5,18.7,2.1,0.6,2.7,0.08,1.2,-1.0,0.2,0.9,213.0,506.0,0.421,90.0,229.0,0.393,123.0,277.0,0.444,0.51,115.0,134.0,0.858,29.0,142.0,171.0,153.0,64.0,27.0,104.0,118.0,631.0,9,5
1998.0,Drew Barry,PG,24.0,ATL,27.0,0.0,256.0,10.7,0.64,0.5529999999999999,0.342,2.4,13.3,8.0,29.2,2.1,0.3,40.7,13.3,0.0,0.3,0.3,0.058,-1.9,-1.1,-3.1,-0.1,18.0,38.0,0.474,9.0,21.0,0.429,9.0,17.0,0.529,0.5920000000000001,11.0,13.0,0.846,5.0,30.0,35.0,49.0,10.0,1.0,30.0,28.0,56.0,0,1
1998.0,Jon Barry,SG,28.0,LAL,49.0,1.0,374.0,13.3,0.518,0.5870000000000001,0.279,2.5,8.6,5.6,19.7,3.3,0.6,15.9,16.4,0.5,0.4,0.9,0.116,0.4,-0.8,-0.4,0.2,38.0,104.0,0.365,18.0,61.0,0.295,20.0,43.0,0.465,0.452,27.0,29.0,0.931,8.0,29.0,37.0,51.0,24.0,3.0,22.0,33.0,121.0,0,1
1998.0,Tony Battie,PF,21.0,DEN,65.0,49.0,1506.0,13.3,0.477,0.027000000000000003,0.198,10.5,17.2,13.7,7.6,1.9,3.4,14.7,20.2,-0.3,0.8,0.5,0.015,-3.0,-0.4,-3.3,-0.5,234.0,525.0,0.446,3.0,14.0,0.214,231.0,511.0,0.452,0.449,73.0,104.0,0.7020000000000001,138.0,213.0,351.0,60.0,54.0,69.0,98.0,199.0,544.0,10,0
1998.0,Corey Beck,PG,26.0,CHH,59.0,14.0,738.0,9.3,0.516,0.025,0.371,4.5,10.2,7.4,20.4,2.4,0.7,27.5,16.0,-0.3,0.7,0.4,0.028,-3.2,0.1,-3.1,-0.2,73.0,159.0,0.459,2.0,4.0,0.5,71.0,155.0,0.458,0.465,43.0,59.0,0.7290000000000001,27.0,63.0,90.0,98.0,33.0,7.0,70.0,100.0,191.0,0,1
1998.0,Benoit Benjamin,C,33.0,PHI,14.0,0.0,197.0,12.5,0.581,0.0,0.732,10.4,20.6,15.5,2.5,1.1,1.5,18.1,15.1,0.2,0.2,0.4,0.098,-3.1,-1.7,-4.8,-0.1,22.0,41.0,0.537,0.0,0.0,0.0,22.0,41.0,0.537,0.537,19.0,30.0,0.633,18.0,35.0,53.0,3.0,4.0,4.0,12.0,26.0,63.0,36,6
1998.0,Mario Bennett,PF,24.0,LAL,45.0,4.0,354.0,22.2,0.573,0.015,0.326,19.7,20.6,20.1,9.0,2.8,2.2,12.0,21.8,0.9,0.6,1.5,0.201,2.5,0.4,2.9,0.4,80.0,135.0,0.593,1.0,2.0,0.5,79.0,133.0,0.594,0.596,16.0,44.0,0.364,60.0,66.0,126.0,18.0,19.0,11.0,21.0,61.0,177.0,36,6
