Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
1997.0,Mahmoud Abdul-Rauf,PG,27.0,SAC,75.0,51.0,2131.0,13.2,0.524,0.266,0.147,0.9,5.9,3.3,15.8,1.4,0.2,10.8,23.2,2.0,0.7,2.7,0.06,-0.2,-3.4,-3.5,-0.8,411.0,924.0,0.445,94.0,246.0,0.382,317.0,678.0,0.468,0.496,115.0,136.0,0.846,16.0,106.0,122.0,189.0,56.0,6.0,119.0,174.0,1031.0,0,1
1997.0,Shareef Abdur-Rahim,PF,20.0,VAN,80.0,71.0,2802.0,17.4,0.518,0.022,0.428,8.8,14.2,11.5,12.1,1.5,2.2,13.5,27.6,1.7,1.2,2.9,0.049,-0.8,-1.2,-2.0,0.0,550.0,1214.0,0.453,7.0,27.0,0.259,543.0,1187.0,0.457,0.456,387.0,519.0,0.746,216.0,339.0,555.0,175.0,79.0,79.0,225.0,199.0,1494.0,5,2
1997.0,Rafael Addison,SF,32.0,CHH,41.0,3.0,355.0,10.6,0.476,0.16399999999999998,0.23,6.7,8.6,7.7,15.5,1.2,0.6,11.2,20.1,0.2,0.1,0.4,0.048,-1.8,-2.5,-4.3,-0.2,49.0,122.0,0.402,8.0,20.0,0.4,41.0,102.0,0.402,0.434,22.0,28.0,0.7859999999999999,19.0,26.0,45.0,34.0,8.0,3.0,17.0,52.0,128.0,8,3
1997.0,Cory Alexander,PG,23.0,SAS,80.0,6.0,1454.0,14.3,0.528,0.514,0.263,2.3,8.0,5.1,30.0,3.1,0.9,21.1,22.2,0.5,0.6,1.1,0.035,0.8,-2.1,-1.3,0.2,194.0,490.0,0.396,94.0,252.0,0.373,100.0,238.0,0.42,0.4920000000000001,95.0,129.0,0.736,29.0,94.0,123.0,254.0,82.0,16.0,146.0,148.0,577.0,2,0
1997.0,Jerome Allen,SG,24.0,TOT,76.0,1.0,943.0,8.7,0.451,0.421,0.326,3.1,9.0,6.1,25.3,1.8,0.3,21.4,15.6,-0.3,0.8,0.4,0.021,-2.3,-1.1,-3.5,-0.3,78.0,221.0,0.353,30.0,93.0,0.32299999999999995,48.0,128.0,0.375,0.421,42.0,72.0,0.583,25.0,73.0,98.0,152.0,31.0,4.0,69.0,84.0,228.0,8,3
1997.0,Ray Allen,SG,21.0,MIL,82.0,81.0,2532.0,14.6,0.541,0.328,0.274,4.7,11.0,7.9,13.9,1.6,0.3,12.8,21.4,3.3,1.5,4.9,0.092,1.6,-1.2,0.3,1.5,390.0,908.0,0.43,117.0,298.0,0.393,273.0,610.0,0.448,0.494,205.0,249.0,0.823,97.0,229.0,326.0,210.0,75.0,10.0,149.0,218.0,1102.0,0,1
1997.0,Ashraf Amaya,PF,25.0,WSB,31.0,0.0,144.0,8.8,0.382,0.025,0.7,15.7,26.4,21.1,2.9,2.5,1.6,16.0,19.4,-0.2,0.3,0.1,0.019,-7.0,-1.0,-8.1,-0.2,12.0,40.0,0.3,1.0,1.0,1.0,11.0,39.0,0.282,0.313,15.0,28.0,0.536,19.0,33.0,52.0,3.0,7.0,3.0,10.0,29.0,40.0,7,4
1997.0,Greg Anderson,C,32.0,SAS,82.0,48.0,1659.0,11.4,0.531,0.004,0.355,11.0,21.8,16.2,3.2,2.1,3.2,19.4,10.5,0.7,1.5,2.2,0.064,-3.1,1.4,-1.6,0.2,130.0,262.0,0.496,0.0,1.0,0.0,130.0,261.0,0.498,0.496,62.0,93.0,0.667,157.0,291.0,448.0,34.0,63.0,67.0,73.0,225.0,322.0,5,2
1997.0,Kenny Anderson,PG,26.0,POR,82.0,81.0,3081.0,19.5,0.54,0.322,0.383,3.6,10.2,7.0,31.7,2.8,0.4,12.7,22.2,8.0,4.4,12.4,0.193,4.3,0.8,5.0,5.5,485.0,1137.0,0.4270000000000001,132.0,366.0,0.361,353.0,771.0,0.458,0.485,334.0,435.0,0.768,91.0,272.0,363.0,584.0,162.0,15.0,193.0,222.0,1436.0,0,1
1997.0,Nick Anderson,SG,29.0,ORL,63.0,61.0,2163.0,13.8,0.494,0.5589999999999999,0.13,3.5,13.2,8.2,14.5,3.0,1.1,10.1,18.2,1.3,2.9,4.2,0.093,1.2,1.4,2.6,2.5,288.0,725.0,0.397,143.0,405.0,0.353,145.0,320.0,0.453,0.496,38.0,94.0,0.404,66.0,238.0,304.0,182.0,120.0,32.0,86.0,160.0,757.0,1,0
