Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
2003.0,Tariq Abdul-Wahad,SG,28.0,DAL,14.0,0.0,204.0,12.4,0.47,0.017,0.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.104,-1.2,0.7,-0.5,0.1,27.0,58.0,0.466,0.0,1.0,0.0,27.0,57.0,0.474,0.466,3.0,6.0,0.5,14.0,26.0,40.0,21.0,6.0,3.0,7.0,26.0,57.0,0,1
2003.0,Shareef Abdur-Rahim,PF,26.0,ATL,81.0,81.0,3087.0,19.9,0.5660000000000001,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.1,-0.4,1.7,2.8,566.0,1183.0,0.478,21.0,60.0,0.35,545.0,1123.0,0.485,0.487,455.0,541.0,0.841,175.0,502.0,677.0,242.0,87.0,38.0,212.0,240.0,1608.0,5,2
2003.0,Courtney Alexander,PG,25.0,NOH,66.0,7.0,1360.0,9.3,0.459,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0.1,1.0,1.1,0.04,-3.2,-2.3,-5.5,-1.2,193.0,505.0,0.382,19.0,57.0,0.333,174.0,448.0,0.388,0.401,118.0,146.0,0.8079999999999999,39.0,79.0,118.0,79.0,31.0,6.0,68.0,125.0,523.0,0,1
2003.0,Malik Allen,PF,24.0,MIA,80.0,73.0,2318.0,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,-1.7,2.6,0.9,0.018000000000000002,-4.6,0.6,-3.9,-1.1,335.0,790.0,0.424,0.0,4.0,0.0,335.0,786.0,0.426,0.424,97.0,121.0,0.802,134.0,291.0,425.0,54.0,37.0,78.0,128.0,234.0,767.0,5,2
2003.0,Ray Allen,SG,27.0,TOT,76.0,75.0,2880.0,21.3,0.565,0.391,0.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,7.6,1.5,9.1,0.152,5.6,-1.8,3.7,4.2,598.0,1363.0,0.439,201.0,533.0,0.377,397.0,830.0,0.478,0.512,316.0,345.0,0.916,94.0,287.0,381.0,334.0,103.0,14.0,198.0,220.0,1713.0,1,3
2003.0,Rafer Alston,PG,26.0,TOR,47.0,4.0,980.0,14.4,0.51,0.388,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059,0.6,-2.1,-1.5,0.1,139.0,335.0,0.415,51.0,130.0,0.392,88.0,205.0,0.429,0.491,37.0,54.0,0.685,21.0,86.0,107.0,192.0,38.0,15.0,86.0,120.0,366.0,0,1
2003.0,John Amaechi,C,32.0,UTA,50.0,1.0,474.0,3.1,0.35100000000000003,0.0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,-1.1,0.4,-0.7,-0.07,-7.0,-0.5,-7.5,-0.7,37.0,118.0,0.314,0.0,0.0,0.0,37.0,118.0,0.314,0.314,25.0,52.0,0.481,26.0,51.0,77.0,21.0,14.0,7.0,34.0,50.0,99.0,0,1
2003.0,Chris Andersen,C,24.0,DEN,59.0,3.0,907.0,14.0,0.44,0.004,0.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,-0.5,1.7,1.1,0.059,-4.8,2.1,-2.7,-0.2,114.0,285.0,0.4,0.0,1.0,0.0,114.0,284.0,0.401,0.4,77.0,140.0,0.55,109.0,165.0,274.0,32.0,30.0,60.0,60.0,90.0,305.0,0,1
2003.0,Derek Anderson,PG,28.0,POR,76.0,76.0,2556.0,16.9,0.556,0.398,0.32299999999999995,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,3.1,-0.6,2.5,2.9,355.0,832.0,0.4270000000000001,116.0,331.0,0.35,239.0,501.0,0.477,0.496,231.0,269.0,0.8590000000000001,53.0,211.0,264.0,325.0,90.0,16.0,128.0,141.0,1057.0,1,3
2003.0,Kenny Anderson,PG,32.0,TOT,61.0,2.0,1135.0,13.6,0.457,0.018000000000000002,0.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,0.4,1.3,1.6,0.069,-1.9,-0.3,-2.1,0.0,163.0,382.0,0.4270000000000001,1.0,7.0,0.14300000000000002,162.0,375.0,0.4320000000000001,0.428,45.0,57.0,0.789,31.0,101.0,132.0,198.0,58.0,5.0,75.0,106.0,372.0,0,1
