Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
1992.0,Alaa Abdelnaby,PF,23.0,POR,71.0,1.0,934.0,13.5,0.5329999999999999,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-3.0,-0.9,-3.9,-0.5,178.0,361.0,0.493,0.0,0.0,0.0,178.0,361.0,0.493,0.493,76.0,101.0,0.752,81.0,179.0,260.0,30.0,25.0,16.0,66.0,132.0,432.0,14,1
1992.0,Mahmoud Abdul-Rauf,PG,22.0,DEN,81.0,11.0,1538.0,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018000000000000002,-1.7,-3.5,-5.2,-1.3,356.0,845.0,0.421,31.0,94.0,0.33,325.0,751.0,0.433,0.44,94.0,108.0,0.87,22.0,92.0,114.0,192.0,44.0,4.0,117.0,130.0,837.0,0,0
1992.0,Mark Acres,C,29.0,ORL,68.0,6.0,926.0,10.1,0.5760000000000001,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.097,-2.3,0.1,-2.2,-0.1,78.0,151.0,0.517,1.0,3.0,0.333,77.0,148.0,0.52,0.52,51.0,67.0,0.7609999999999999,97.0,155.0,252.0,22.0,25.0,15.0,33.0,140.0,208.0,14,1
1992.0,Michael Adams,PG,29.0,WSB,78.0,78.0,2795.0,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.5,-0.8,1.7,2.6,485.0,1233.0,0.393,125.0,386.0,0.324,360.0,847.0,0.425,0.444,313.0,360.0,0.8690000000000001,58.0,252.0,310.0,594.0,145.0,9.0,212.0,162.0,1408.0,23,2
1992.0,Rafael Addison,SF,27.0,NJN,76.0,8.0,1175.0,10.9,0.477,0.113,0.17600000000000002,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-2.3,-1.5,-3.8,-0.5,187.0,432.0,0.433,14.0,49.0,0.28600000000000003,173.0,383.0,0.452,0.449,56.0,76.0,0.737,65.0,100.0,165.0,68.0,28.0,28.0,46.0,109.0,444.0,7,3
1992.0,Mark Aguirre,SF,32.0,DET,75.0,12.0,1582.0,13.7,0.479,0.09,0.292,4.8,12.0,8.4,13.4,1.7,0.4,10.6,27.6,0.1,2.0,2.2,0.066,-1.6,-1.0,-2.6,-0.2,339.0,787.0,0.431,15.0,71.0,0.211,324.0,716.0,0.453,0.44,158.0,230.0,0.687,67.0,169.0,236.0,126.0,51.0,11.0,105.0,171.0,851.0,1,0
1992.0,Danny Ainge,SG,32.0,POR,81.0,6.0,1595.0,15.4,0.534,0.34,0.194,2.7,7.4,5.1,18.4,2.2,0.5,8.7,20.5,3.1,2.0,5.2,0.155,1.9,-0.9,1.0,1.2,299.0,676.0,0.442,78.0,230.0,0.339,221.0,446.0,0.496,0.5,108.0,131.0,0.8240000000000001,40.0,108.0,148.0,202.0,73.0,13.0,70.0,148.0,784.0,4,0
1992.0,Victor Alexander,C,22.0,GSW,80.0,28.0,1350.0,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-2.2,-0.7,-2.9,-0.3,243.0,459.0,0.529,0.0,1.0,0.0,243.0,458.0,0.531,0.529,103.0,149.0,0.691,106.0,230.0,336.0,32.0,45.0,62.0,91.0,176.0,589.0,20,0
1992.0,Greg Anderson,PF,27.0,DEN,82.0,82.0,2793.0,12.6,0.486,0.005,0.314,12.3,24.7,18.2,4.1,1.5,1.4,17.1,17.1,-0.6,3.6,3.0,0.052000000000000005,-3.1,0.5,-2.6,-0.5,389.0,854.0,0.456,0.0,4.0,0.0,389.0,850.0,0.458,0.456,167.0,268.0,0.623,337.0,604.0,941.0,78.0,88.0,65.0,201.0,263.0,945.0,6,4
1992.0,Kenny Anderson,PG,21.0,NJN,64.0,13.0,1086.0,12.8,0.43,0.027000000000000003,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022,-2.7,-0.9,-3.6,-0.5,187.0,480.0,0.39,3.0,13.0,0.231,184.0,467.0,0.394,0.393,73.0,98.0,0.745,38.0,89.0,127.0,203.0,67.0,9.0,97.0,68.0,450.0,7,3
