Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
1988.0,Kareem Abdul-Jabbar*,C,40.0,LAL,80.0,80.0,2308.0,15.8,0.57,0.001,0.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,2.6,2.7,5.3,0.111,-0.8,0.2,-0.6,0.8,480.0,903.0,0.532,0.0,1.0,0.0,480.0,902.0,0.532,0.532,205.0,269.0,0.762,118.0,360.0,478.0,135.0,48.0,92.0,159.0,216.0,1165.0,3,1
1988.0,Mark Acres,C,25.0,BOS,79.0,5.0,1151.0,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,1.1,1.0,2.2,0.09,-1.0,0.0,-1.0,0.3,108.0,203.0,0.532,0.0,0.0,0.0,108.0,203.0,0.532,0.532,71.0,111.0,0.64,105.0,165.0,270.0,42.0,29.0,27.0,54.0,198.0,287.0,24,0
1988.0,Alvan Adams,C,33.0,PHO,82.0,25.0,1646.0,13.1,0.5429999999999999,0.004,0.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,0.6,1.6,2.2,0.064,-1.2,1.5,0.3,1.0,251.0,506.0,0.496,1.0,2.0,0.5,250.0,504.0,0.496,0.4970000000000001,108.0,128.0,0.8440000000000001,118.0,247.0,365.0,183.0,82.0,41.0,140.0,245.0,611.0,0,0
1988.0,Michael Adams,PG,25.0,DEN,82.0,75.0,2778.0,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,4.4,3.2,7.5,0.13,2.3,0.0,2.2,3.0,416.0,927.0,0.449,139.0,379.0,0.3670000000000001,277.0,548.0,0.505,0.524,166.0,199.0,0.8340000000000001,40.0,183.0,223.0,503.0,168.0,16.0,144.0,138.0,1137.0,1,0
1988.0,Mark Aguirre,SF,28.0,DAL,77.0,77.0,2610.0,21.9,0.539,0.109,0.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,6.5,2.3,8.8,0.163,4.3,-1.2,3.1,3.4,746.0,1571.0,0.475,52.0,172.0,0.302,694.0,1399.0,0.496,0.491,388.0,504.0,0.77,182.0,252.0,434.0,278.0,70.0,57.0,203.0,223.0,1932.0,3,1
1988.0,Danny Ainge,SG,28.0,BOS,81.0,81.0,3018.0,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,0.136,3.9,-1.1,2.9,3.7,482.0,982.0,0.491,148.0,357.0,0.415,334.0,625.0,0.534,0.5660000000000001,158.0,180.0,0.878,59.0,190.0,249.0,503.0,115.0,17.0,153.0,203.0,1270.0,1,0
1988.0,Mark Alarie,PF,24.0,WSB,63.0,0.0,769.0,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.3,0.6,0.9,0.058,-1.4,-1.5,-3.0,-0.2,144.0,300.0,0.48,4.0,18.0,0.222,140.0,282.0,0.496,0.487,35.0,49.0,0.7140000000000001,70.0,90.0,160.0,39.0,10.0,12.0,50.0,107.0,327.0,5,2
1988.0,Steve Alford,PG,23.0,DAL,28.0,0.0,197.0,11.6,0.472,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.0,0.3,0.3,0.08199999999999999,-2.6,1.8,-0.8,0.1,21.0,55.0,0.382,1.0,8.0,0.125,20.0,47.0,0.426,0.391,16.0,17.0,0.941,3.0,20.0,23.0,23.0,17.0,3.0,12.0,23.0,59.0,6,3
1988.0,Greg Anderson,PF,23.0,SAS,82.0,45.0,1984.0,14.7,0.531,0.006999999999999999,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0.8,1.5,2.3,0.056,-2.2,-0.6,-2.7,-0.4,379.0,756.0,0.501,1.0,5.0,0.2,378.0,751.0,0.503,0.502,198.0,328.0,0.604,161.0,352.0,513.0,79.0,54.0,122.0,143.0,228.0,957.0,3,1
1988.0,Richard Anderson,PF,27.0,TOT,74.0,3.0,1350.0,11.1,0.474,0.342,0.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,0.7,1.6,2.3,0.08199999999999999,-0.7,0.5,-0.2,0.6,171.0,439.0,0.39,48.0,150.0,0.32,123.0,289.0,0.426,0.444,58.0,77.0,0.753,91.0,212.0,303.0,112.0,51.0,16.0,61.0,137.0,448.0,8,0
