Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
1994.0,Alaa Abdelnaby,PF,25.0,BOS,13.0,0.0,159.0,9.2,0.485,0.0,0.455,8.5,24.2,16.3,2.7,0.6,1.2,20.5,22.6,-0.2,0.1,-0.1,-0.032,-7.1,-3.1,-10.2,-0.3,24.0,55.0,0.436,0.0,0.0,0.0,24.0,55.0,0.436,0.436,16.0,25.0,0.64,12.0,34.0,46.0,3.0,2.0,3.0,17.0,20.0,64.0,0,0
1994.0,Mahmoud Abdul-Rauf,PG,24.0,DEN,80.0,78.0,2617.0,16.7,0.521,0.104,0.179,1.2,5.8,3.6,24.1,1.6,0.2,9.9,24.9,4.4,2.4,6.8,0.125,1.6,-2.1,-0.6,0.9,588.0,1279.0,0.46,42.0,133.0,0.316,546.0,1146.0,0.476,0.476,219.0,229.0,0.956,27.0,141.0,168.0,362.0,82.0,10.0,151.0,150.0,1437.0,6,1
1994.0,Michael Adams,PG,31.0,WSB,70.0,67.0,2337.0,14.2,0.52,0.274,0.387,1.8,7.4,4.6,29.8,2.1,0.2,17.0,18.1,2.9,0.2,3.1,0.063,0.9,-2.5,-1.6,0.2,285.0,698.0,0.408,55.0,191.0,0.28800000000000003,230.0,507.0,0.454,0.448,224.0,270.0,0.83,37.0,146.0,183.0,480.0,96.0,6.0,167.0,140.0,849.0,140,0
1994.0,Mark Aguirre,SF,34.0,LAC,39.0,0.0,859.0,13.1,0.544,0.267,0.207,3.5,10.8,7.2,18.5,1.2,0.6,15.6,21.6,0.6,0.3,0.9,0.05,0.0,-2.1,-2.1,0.0,163.0,348.0,0.468,37.0,93.0,0.398,126.0,255.0,0.494,0.522,50.0,72.0,0.6940000000000001,28.0,88.0,116.0,104.0,21.0,8.0,70.0,98.0,413.0,1,0
1994.0,Danny Ainge,SG,34.0,PHO,68.0,1.0,1555.0,11.8,0.524,0.454,0.175,2.0,7.4,4.7,15.9,1.8,0.3,12.3,17.8,1.9,1.0,2.8,0.087,0.7,-1.9,-1.3,0.3,224.0,537.0,0.417,80.0,244.0,0.328,144.0,293.0,0.491,0.4920000000000001,78.0,94.0,0.83,28.0,103.0,131.0,180.0,57.0,8.0,81.0,140.0,606.0,2,0
1994.0,Victor Alexander,C,24.0,GSW,69.0,39.0,1318.0,14.0,0.539,0.026,0.257,9.5,15.7,12.6,7.3,1.0,1.5,13.3,20.2,1.1,1.1,2.3,0.083,-1.3,-1.4,-2.8,-0.3,266.0,502.0,0.53,2.0,13.0,0.154,264.0,489.0,0.54,0.532,68.0,129.0,0.527,114.0,194.0,308.0,66.0,28.0,32.0,86.0,168.0,602.0,3,0
1994.0,Greg Anderson,PF,29.0,DET,77.0,47.0,1624.0,14.6,0.561,0.008,0.416,12.3,26.9,19.5,4.6,1.7,2.7,17.7,14.3,1.4,2.0,3.4,0.101,-2.3,1.3,-1.1,0.4,201.0,370.0,0.5429999999999999,1.0,3.0,0.333,200.0,367.0,0.545,0.545,88.0,154.0,0.5710000000000001,183.0,388.0,571.0,51.0,55.0,68.0,94.0,234.0,491.0,4,0
1994.0,Kenny Anderson,PG,23.0,NJN,82.0,82.0,3135.0,18.2,0.491,0.096,0.306,2.9,8.0,5.4,40.6,2.5,0.3,14.5,24.6,4.3,3.2,7.5,0.114,2.7,-0.6,2.1,3.2,576.0,1381.0,0.417,40.0,132.0,0.303,536.0,1249.0,0.429,0.4320000000000001,346.0,423.0,0.818,89.0,233.0,322.0,784.0,158.0,15.0,266.0,201.0,1538.0,6,1
1994.0,Nick Anderson,SG,26.0,ORL,81.0,81.0,2811.0,16.9,0.5489999999999999,0.298,0.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,4.6,3.0,7.6,0.129,2.4,0.6,3.0,3.6,504.0,1054.0,0.478,101.0,314.0,0.322,403.0,740.0,0.545,0.526,168.0,250.0,0.672,113.0,363.0,476.0,294.0,134.0,33.0,165.0,148.0,1277.0,66,2
1994.0,Ron Anderson,SF,35.0,TOT,21.0,2.0,356.0,9.9,0.499,0.302,0.267,4.9,11.8,8.3,6.8,1.1,0.5,9.4,12.7,0.3,0.2,0.5,0.061,-1.8,-1.4,-3.2,-0.1,35.0,86.0,0.407,7.0,26.0,0.269,28.0,60.0,0.467,0.448,19.0,23.0,0.826,16.0,37.0,53.0,17.0,8.0,3.0,10.0,16.0,96.0,13,0
1994.0,Willie Anderson,SG,27.0,SAS,80.0,79.0,2488.0,14.2,0.523,0.081,0.204,3.2,7.5,5.5,21.6,1.5,1.2,14.4,19.2,3.2,2.3,5.6,0.107,0.3,-0.3,0.0,1.3,394.0,837.0,0.471,22.0,68.0,0.324,372.0,769.0,0.484,0.484,145.0,171.0,0.848,68.0,174.0,242.0,347.0,71.0,46.0,153.0,187.0,955.0,6,1
1994.0,Greg Anthony,PG,26.0,NYK,80.0,36.0,1994.0,13.0,0.487,0.28,0.294,2.5,8.1,5.4,27.3,3.0,0.5,16.5,17.0,1.6,3.9,5.5,0.132,-0.6,1.6,1.0,1.5,225.0,571.0,0.394,48.0,160.0,0.3,177.0,411.0,0.431,0.436,130.0,168.0,0.774,43.0,146.0,189.0,365.0,114.0,13.0,127.0,163.0,628.0,5,0
1994.0,B.J. Armstrong,PG,26.0,CHI,82.0,82.0,2770.0,14.5,0.547,0.134,0.225,1.2,6.0,3.6,18.0,1.5,0.2,10.6,19.8,4.9,2.6,7.5,0.13,0.6,-1.5,-0.9,0.8,479.0,1007.0,0.476,60.0,135.0,0.444,419.0,872.0,0.481,0.505,194.0,227.0,0.855,28.0,142.0,170.0,323.0,80.0,9.0,131.0,147.0,1212.0,6,1
1994.0,Vincent Askew,SG,27.0,SEA,80.0,3.0,1690.0,15.9,0.551,0.055,0.3720000000000001,4.2,8.7,6.5,16.8,2.2,0.8,9.6,18.5,3.9,2.1,6.0,0.16899999999999998,0.8,-0.2,0.6,1.1,273.0,567.0,0.481,6.0,31.0,0.194,267.0,536.0,0.498,0.487,175.0,211.0,0.8290000000000001,60.0,124.0,184.0,194.0,73.0,19.0,70.0,145.0,727.0,7,0
1994.0,Keith Askins,SF,26.0,MIA,37.0,0.0,319.0,8.2,0.46,0.239,0.114,11.7,17.5,14.6,5.9,1.8,0.2,18.5,15.3,-0.1,0.4,0.3,0.044,-2.8,-0.9,-3.7,-0.1,36.0,88.0,0.409,4.0,21.0,0.19,32.0,67.0,0.478,0.4320000000000001,9.0,10.0,0.9,33.0,49.0,82.0,13.0,11.0,1.0,21.0,57.0,85.0,61,0
1994.0,Stacey Augmon,SG,25.0,ATL,82.0,82.0,2605.0,17.9,0.5760000000000001,0.008,0.506,7.5,9.2,8.3,11.0,2.9,1.1,12.3,19.8,5.7,4.0,9.7,0.179,1.7,1.6,3.3,3.5,439.0,861.0,0.51,1.0,7.0,0.14300000000000002,438.0,854.0,0.513,0.51,333.0,436.0,0.764,178.0,216.0,394.0,187.0,149.0,45.0,147.0,179.0,1212.0,8,0
1994.0,Isaac Austin,C,24.0,PHI,14.0,0.0,201.0,14.1,0.473,0.015,0.348,13.6,24.1,18.8,13.2,1.2,3.0,18.3,20.1,0.0,0.2,0.2,0.04,-3.1,0.7,-2.5,0.0,29.0,66.0,0.439,0.0,1.0,0.0,29.0,65.0,0.446,0.439,14.0,23.0,0.609,25.0,44.0,69.0,17.0,5.0,10.0,17.0,29.0,72.0,37,3
1994.0,Anthony Avent,PF,24.0,TOT,74.0,40.0,1371.0,9.2,0.43,0.0,0.309,11.7,16.4,14.0,6.8,1.2,1.5,15.8,16.9,-0.6,1.0,0.4,0.014,-4.1,-0.6,-4.6,-0.9,150.0,398.0,0.377,0.0,0.0,0.0,150.0,398.0,0.377,0.377,89.0,123.0,0.7240000000000001,144.0,194.0,338.0,65.0,33.0,31.0,85.0,147.0,389.0,46,0
1994.0,Thurl Bailey,PF,32.0,MIN,79.0,3.0,1297.0,15.2,0.56,0.004,0.327,6.1,13.2,9.7,7.2,0.8,2.9,10.0,19.5,1.9,0.7,2.6,0.097,-1.3,-1.2,-2.5,-0.2,232.0,455.0,0.51,0.0,2.0,0.0,232.0,453.0,0.512,0.51,119.0,149.0,0.799,66.0,149.0,215.0,54.0,20.0,58.0,58.0,93.0,583.0,9,0
1994.0,Vin Baker,C,22.0,MIL,82.0,63.0,2560.0,16.1,0.526,0.006,0.473,11.8,16.3,13.9,10.6,1.2,3.0,13.4,20.5,2.6,1.7,4.4,0.08199999999999999,-0.3,0.3,0.0,1.3,435.0,869.0,0.501,1.0,5.0,0.2,434.0,864.0,0.502,0.501,234.0,411.0,0.569,277.0,344.0,621.0,163.0,60.0,114.0,162.0,231.0,1105.0,52,4
1994.0,Charles Barkley*,PF,30.0,PHO,65.0,65.0,2298.0,22.8,0.563,0.17,0.4320000000000001,9.8,25.6,17.8,20.0,2.2,1.0,14.2,26.5,5.6,3.3,8.8,0.185,4.1,1.5,5.7,4.5,518.0,1046.0,0.495,48.0,178.0,0.27,470.0,868.0,0.541,0.518,318.0,452.0,0.7040000000000001,198.0,529.0,727.0,296.0,101.0,37.0,206.0,160.0,1402.0,52,4
