Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Group,Merged_Group
2008.0,Arron Afflalo,SG,22.0,DET,75.0,9.0,970.0,10.2,0.494,0.199,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,0.092,-2.3,0.6,-1.6,0.1,99.0,241.0,0.411,10.0,48.0,0.208,89.0,193.0,0.461,0.4320000000000001,68.0,87.0,0.782,36.0,101.0,137.0,52.0,31.0,8.0,34.0,83.0,276.0,3,1
2008.0,Maurice Ager,SG,23.0,TOT,26.0,3.0,165.0,1.8,0.363,0.292,0.185,2.8,6.3,4.6,8.0,0.0,0.4,7.9,21.3,-0.4,0.0,-0.4,-0.114,-6.8,-4.5,-11.3,-0.4,21.0,65.0,0.32299999999999995,3.0,19.0,0.158,18.0,46.0,0.391,0.34600000000000003,6.0,12.0,0.5,4.0,9.0,13.0,8.0,0.0,1.0,6.0,17.0,51.0,3,1
2008.0,Blake Ahearn,PG,23.0,MIA,12.0,0.0,177.0,9.0,0.495,0.596,0.544,0.7,12.4,6.4,17.2,1.8,0.0,18.5,23.2,-0.1,0.1,0.0,-0.006,-2.8,-2.8,-5.6,-0.2,15.0,57.0,0.263,10.0,34.0,0.294,5.0,23.0,0.217,0.35100000000000003,30.0,31.0,0.968,1.0,18.0,19.0,19.0,6.0,0.0,16.0,20.0,70.0,3,1
2008.0,LaMarcus Aldridge,PF,22.0,POR,76.0,76.0,2649.0,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.1,0.7,0.8,1.8,561.0,1160.0,0.484,1.0,7.0,0.14300000000000002,560.0,1153.0,0.486,0.484,227.0,298.0,0.762,220.0,358.0,578.0,122.0,55.0,94.0,126.0,240.0,1350.0,18,2
2008.0,Malik Allen,PF,29.0,TOT,73.0,16.0,1096.0,9.8,0.5,0.006,0.076,7.0,13.6,10.4,6.8,0.9,2.2,11.7,16.1,0.1,0.9,1.0,0.045,-3.6,-0.3,-3.9,-0.5,157.0,327.0,0.48,1.0,2.0,0.5,156.0,325.0,0.48,0.482,23.0,25.0,0.92,66.0,130.0,196.0,44.0,19.0,31.0,45.0,149.0,338.0,0,0
2008.0,Ray Allen,SG,32.0,BOS,73.0,73.0,2624.0,16.4,0.584,0.458,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,0.177,3.2,-0.1,3.1,3.4,439.0,986.0,0.445,180.0,452.0,0.398,259.0,534.0,0.485,0.537,215.0,237.0,0.907,75.0,193.0,268.0,225.0,65.0,16.0,127.0,147.0,1273.0,29,3
2008.0,Tony Allen,SG,26.0,BOS,75.0,11.0,1373.0,10.7,0.527,0.147,0.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,-0.1,2.8,2.7,0.093,-3.2,1.8,-1.4,0.2,169.0,389.0,0.434,18.0,57.0,0.316,151.0,332.0,0.455,0.458,138.0,181.0,0.762,34.0,134.0,168.0,114.0,62.0,21.0,109.0,168.0,494.0,1,0
2008.0,Rafer Alston,PG,31.0,HOU,74.0,74.0,2526.0,13.2,0.4920000000000001,0.44,0.14800000000000002,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,0.095,0.2,0.7,1.0,1.9,364.0,924.0,0.394,143.0,407.0,0.35100000000000003,221.0,517.0,0.4270000000000001,0.471,98.0,137.0,0.715,28.0,232.0,260.0,392.0,98.0,18.0,160.0,139.0,969.0,2,0
2008.0,Derek Anderson,SG,33.0,CHA,28.0,0.0,396.0,10.0,0.4970000000000001,0.416,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15.0,19.3,0.0,0.3,0.3,0.032,-1.9,-1.8,-3.7,-0.2,47.0,125.0,0.376,19.0,52.0,0.365,28.0,73.0,0.384,0.452,28.0,38.0,0.737,9.0,43.0,52.0,44.0,12.0,1.0,25.0,49.0,141.0,3,1
2008.0,Carmelo Anthony,SF,23.0,DEN,77.0,77.0,2806.0,21.1,0.568,0.111,0.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,5.2,3.0,8.2,0.14,2.2,-0.6,1.6,2.6,728.0,1481.0,0.4920000000000001,58.0,164.0,0.354,670.0,1317.0,0.509,0.511,464.0,590.0,0.7859999999999999,178.0,393.0,571.0,259.0,98.0,39.0,253.0,253.0,1978.0,29,3
